InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.940485000922224	0.0595149990777761
Instance5	BRCA	BRCA	0.80216815067979	0.19783184932021
Instance15	BRCA	BRCA	0.840889257152621	0.159110742847379
Instance10	BRCA	BRCA	0.943772821950998	0.0562271780490019
Instance11	BRCA	BRCA	0.5	0.5
Instance3	BRCA	BRCA	0.848859829470647	0.151140170529354
Instance20	BRCA	BRCA	0.790057111270126	0.209942888729874
Instance7	BRCA	BRCA	0.645167700499168	0.354832299500832
Instance18	BRCA	BRCA	0.96875885079878	0.0312411492012199
Instance2	BRCA	BRCA	0.870283026244618	0.129716973755382
Instance16	BRCA	BRCA	0.850577661589716	0.149422338410284
Instance1	Control	Control	0.259924368674988	0.740075631325012
Instance4	Control	BRCA	0.944015835918146	0.0559841640818545
Instance6	BRCA	Control	0.266525023914467	0.733474976085533
Instance14	BRCA	BRCA	0.940127569856941	0.0598724301430584
Instance12	Control	BRCA	0.741209974430014	0.258790025569986
Instance13	Control	Control	0.166896676969581	0.833103323030419
Instance9	BRCA	BRCA	0.893445302772197	0.106554697227803
Instance19	BRCA	BRCA	0.899625757606083	0.100374242393917
Instance8	Control	Control	0.179901112095571	0.820098887904429
