InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.964588979404735	0.0354110205952648
Instance5	BRCA	BRCA	0.850193118413363	0.149806881586638
Instance15	BRCA	BRCA	0.681992109967076	0.318007890032924
Instance10	BRCA	BRCA	0.745769406737504	0.254230593262497
Instance11	BRCA	BRCA	0.661924431312309	0.33807556868769
Instance3	BRCA	BRCA	0.920268339119098	0.0797316608809023
Instance20	BRCA	BRCA	0.770427772643994	0.229572227356006
Instance7	BRCA	BRCA	0.763040220540545	0.236959779459455
Instance18	BRCA	BRCA	0.876958889279383	0.123041110720617
Instance2	BRCA	BRCA	0.742110484870289	0.257889515129711
Instance16	BRCA	BRCA	0.905100445114976	0.0948995548850246
Instance1	Control	Control	0.170527632866642	0.829472367133358
Instance4	Control	BRCA	0.981099843449502	0.0189001565504982
Instance6	BRCA	BRCA	0.927586149841859	0.0724138501581404
Instance14	BRCA	BRCA	0.926737126413509	0.0732628735864908
Instance12	Control	BRCA	0.850126937294465	0.149873062705535
Instance13	Control	Control	0.175335014462994	0.824664985537005
Instance9	BRCA	Control	0.321286330621586	0.678713669378414
Instance19	BRCA	BRCA	0.949954724617222	0.0500452753827778
Instance8	Control	BRCA	0.832468052873384	0.167531947126616
