InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.714070702714992	0.285929297285008
Instance5	BRCA	Control	0.460510253647946	0.539489746352054
Instance15	BRCA	BRCA	0.79264588392378	0.20735411607622
Instance10	BRCA	BRCA	0.821002825550446	0.178997174449554
Instance11	BRCA	BRCA	0.784833663447352	0.215166336552649
Instance3	BRCA	BRCA	0.889811159061818	0.110188840938183
Instance20	BRCA	BRCA	0.824750657082324	0.175249342917676
Instance7	BRCA	BRCA	0.838803804165847	0.161196195834154
Instance18	BRCA	BRCA	0.734078311221049	0.265921688778951
Instance2	BRCA	BRCA	0.896542260004816	0.103457739995184
Instance16	BRCA	BRCA	0.90130243250453	0.0986975674954706
Instance1	Control	BRCA	0.821490891986838	0.178509108013162
Instance4	Control	BRCA	0.949042295395286	0.0509577046047139
Instance6	BRCA	Control	0.386559702493502	0.613440297506498
Instance14	BRCA	BRCA	0.903822993264347	0.0961770067356525
Instance12	Control	BRCA	0.564603080370765	0.435396919629235
Instance13	Control	BRCA	0.616402970873738	0.383597029126262
Instance9	BRCA	BRCA	0.757074342839278	0.242925657160722
Instance19	BRCA	BRCA	0.755268100947211	0.244731899052789
Instance8	Control	BRCA	0.792361128238222	0.207638871761778
