InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.922185060379503	0.0778149396204966
Instance5	BRCA	BRCA	0.939675939544375	0.0603240604556254
Instance15	BRCA	BRCA	0.873517908568512	0.126482091431488
Instance10	BRCA	BRCA	0.827604143454826	0.172395856545174
Instance11	BRCA	BRCA	0.798795024083543	0.201204975916457
Instance3	BRCA	BRCA	0.82698042017987	0.17301957982013
Instance20	BRCA	BRCA	0.837071157432577	0.162928842567424
Instance7	BRCA	BRCA	0.535070231357462	0.464929768642537
Instance18	BRCA	BRCA	0.861741876223712	0.138258123776288
Instance2	BRCA	BRCA	0.826788661691367	0.173211338308633
Instance16	BRCA	BRCA	0.883361806761452	0.116638193238548
Instance1	Control	Control	0.464421043134007	0.535578956865993
Instance4	Control	BRCA	0.961487723079141	0.0385122769208593
Instance6	BRCA	BRCA	0.849090340579049	0.150909659420951
Instance14	BRCA	BRCA	0.910999267546831	0.0890007324531691
Instance12	Control	BRCA	0.511699063720159	0.488300936279841
Instance13	Control	Control	0.268814191495324	0.731185808504676
Instance9	BRCA	BRCA	0.610876176779977	0.389123823220023
Instance19	BRCA	BRCA	0.918293882982597	0.0817061170174032
Instance8	Control	BRCA	0.550801474693247	0.449198525306752
