InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.940046187271576	0.0599538127284244
Instance5	BRCA	BRCA	0.878340936130777	0.121659063869223
Instance15	BRCA	BRCA	0.623586086440372	0.376413913559628
Instance10	BRCA	BRCA	0.819683099453811	0.180316900546189
Instance11	BRCA	BRCA	0.839687657335824	0.160312342664176
Instance3	BRCA	BRCA	0.962702248676761	0.0372977513232394
Instance20	BRCA	BRCA	0.695466510864667	0.304533489135333
Instance7	BRCA	BRCA	0.614556028226243	0.385443971773757
Instance18	BRCA	BRCA	0.933603682175072	0.0663963178249279
Instance2	BRCA	BRCA	0.724983570820858	0.275016429179142
Instance16	BRCA	BRCA	0.818655194238604	0.181344805761396
Instance1	Control	Control	0.244713666033826	0.755286333966174
Instance4	Control	BRCA	0.93940197287446	0.0605980271255396
Instance6	BRCA	BRCA	0.811388375228039	0.188611624771961
Instance14	BRCA	BRCA	0.79430218615094	0.20569781384906
Instance12	Control	BRCA	0.597452177709926	0.402547822290074
Instance13	Control	Control	0.119129307301119	0.880870692698881
Instance9	BRCA	BRCA	0.887360475662444	0.112639524337556
Instance19	BRCA	BRCA	0.927232216531367	0.0727677834686334
Instance8	Control	Control	0.493447896755707	0.506552103244293
