InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.767666285793898	0.232333714206102
Instance5	BRCA	BRCA	0.684248181645851	0.315751818354149
Instance15	BRCA	BRCA	0.765378834465209	0.234621165534791
Instance10	BRCA	BRCA	0.696013021243842	0.303986978756158
Instance11	BRCA	BRCA	0.888429231115155	0.111570768884845
Instance3	BRCA	BRCA	0.816247273582494	0.183752726417506
Instance20	BRCA	BRCA	0.741819494684264	0.258180505315736
Instance7	BRCA	BRCA	0.712939784529973	0.287060215470027
Instance18	BRCA	BRCA	0.852464295857073	0.147535704142927
Instance2	BRCA	BRCA	0.636637412673085	0.363362587326915
Instance16	BRCA	BRCA	0.780388893730727	0.219611106269273
Instance1	Control	BRCA	0.728520842667617	0.271479157332383
Instance4	Control	BRCA	0.953152764603359	0.0468472353966406
Instance6	BRCA	BRCA	0.796042135924693	0.203957864075307
Instance14	BRCA	BRCA	0.86794165184427	0.13205834815573
Instance12	Control	Control	0.380108898790606	0.619891101209394
Instance13	Control	BRCA	0.645559015423786	0.354440984576214
Instance9	BRCA	BRCA	0.876998951141424	0.123001048858576
Instance19	BRCA	BRCA	0.860878246541702	0.139121753458298
Instance8	Control	BRCA	0.665290285716527	0.334709714283473
