InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.905519592794627	0.0944804072053735
Instance5	BRCA	BRCA	0.746438908915135	0.253561091084865
Instance15	BRCA	BRCA	0.879858644767018	0.120141355232982
Instance10	BRCA	Control	0.27972323862366	0.72027676137634
Instance11	BRCA	BRCA	0.702203073375507	0.297796926624493
Instance3	BRCA	BRCA	0.5	0.5
Instance20	BRCA	BRCA	0.773596617017839	0.22640338298216
Instance7	BRCA	BRCA	0.684923904598037	0.315076095401963
Instance18	BRCA	BRCA	0.820747436806747	0.179252563193253
Instance2	BRCA	BRCA	0.611886933402492	0.388113066597509
Instance16	BRCA	BRCA	0.739517617059343	0.260482382940657
Instance1	Control	BRCA	0.863236312054584	0.136763687945416
Instance4	Control	BRCA	0.978825962499457	0.0211740375005426
Instance6	BRCA	BRCA	0.911521002513474	0.0884789974865256
Instance14	BRCA	BRCA	0.896639677382223	0.103360322617777
Instance12	Control	BRCA	0.772766587085093	0.227233412914907
Instance13	Control	BRCA	0.649081072591273	0.350918927408727
Instance9	BRCA	BRCA	0.726551244781145	0.273448755218855
Instance19	BRCA	BRCA	0.874200427132388	0.125799572867612
Instance8	Control	BRCA	0.639399660354775	0.360600339645225
