InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.942456576105044	0.0575434238949565
Instance5	BRCA	BRCA	0.798751705756406	0.201248294243593
Instance15	BRCA	BRCA	0.851397751621148	0.148602248378852
Instance10	BRCA	Control	0.381706098557499	0.618293901442501
Instance11	BRCA	BRCA	0.798567438392113	0.201432561607888
Instance3	BRCA	BRCA	0.520449144099155	0.479550855900845
Instance20	BRCA	BRCA	0.77323675649663	0.22676324350337
Instance7	BRCA	BRCA	0.642591618446162	0.357408381553838
Instance18	BRCA	BRCA	0.875232048573223	0.124767951426777
Instance2	BRCA	BRCA	0.719954310404967	0.280045689595033
Instance16	BRCA	BRCA	0.855873156288187	0.144126843711813
Instance1	Control	Control	0.424908645215289	0.575091354784711
Instance4	Control	BRCA	0.977830701348159	0.0221692986518405
Instance6	BRCA	BRCA	0.896795844511421	0.103204155488579
Instance14	BRCA	BRCA	0.870778340984883	0.129221659015117
Instance12	Control	Control	0.448709467730263	0.551290532269737
Instance13	Control	BRCA	0.71943213679021	0.28056786320979
Instance9	BRCA	BRCA	0.852206412230772	0.147793587769228
Instance19	BRCA	BRCA	0.856443732867494	0.143556267132506
Instance8	Control	BRCA	0.697650954913264	0.302349045086736
