InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.933276095614151	0.066723904385849
Instance5	BRCA	BRCA	0.833206047507121	0.166793952492878
Instance15	BRCA	BRCA	0.743449691557015	0.256550308442985
Instance10	BRCA	BRCA	0.754996504741327	0.245003495258672
Instance11	BRCA	BRCA	0.768055477381777	0.231944522618223
Instance3	BRCA	BRCA	0.706159449728492	0.293840550271508
Instance20	BRCA	BRCA	0.659791757598865	0.340208242401135
Instance7	BRCA	BRCA	0.655893792795267	0.344106207204733
Instance18	BRCA	BRCA	0.836473451769689	0.163526548230311
Instance2	BRCA	BRCA	0.794964217985855	0.205035782014145
Instance16	BRCA	BRCA	0.936213479935917	0.0637865200640834
Instance1	Control	BRCA	0.892475776643879	0.107524223356121
Instance4	Control	BRCA	0.917484804032375	0.0825151959676247
Instance6	BRCA	BRCA	0.80251484610194	0.19748515389806
Instance14	BRCA	BRCA	0.879207529872617	0.120792470127383
Instance12	Control	Control	0.380603101509932	0.619396898490068
Instance13	Control	Control	0.111977659056172	0.888022340943828
Instance9	BRCA	BRCA	0.817176259946299	0.182823740053701
Instance19	BRCA	BRCA	0.843712680903744	0.156287319096256
Instance8	Control	BRCA	0.622082612428091	0.377917387571909
