InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.824833212323243	0.175166787676757
Instance5	BRCA	BRCA	0.745520904733891	0.254479095266109
Instance15	BRCA	BRCA	0.747298625202354	0.252701374797646
Instance10	BRCA	BRCA	0.832206337767574	0.167793662232426
Instance11	BRCA	BRCA	0.878200730726228	0.121799269273772
Instance3	BRCA	Control	0.344337040388014	0.655662959611986
Instance20	BRCA	BRCA	0.802695601748989	0.197304398251011
Instance7	BRCA	BRCA	0.636695491598326	0.363304508401674
Instance18	BRCA	BRCA	0.840230312677283	0.159769687322716
Instance2	BRCA	BRCA	0.738767223914097	0.261232776085903
Instance16	BRCA	BRCA	0.7655362724245	0.2344637275755
Instance1	Control	BRCA	0.773723780433838	0.226276219566162
Instance4	Control	BRCA	0.990033026330087	0.00996697366991278
Instance6	BRCA	BRCA	0.700249065568638	0.299750934431362
Instance14	BRCA	BRCA	0.779521117705933	0.220478882294067
Instance12	Control	BRCA	0.746821979807956	0.253178020192044
Instance13	Control	BRCA	0.712964057549562	0.287035942450438
Instance9	BRCA	BRCA	0.765384674450022	0.234615325549978
Instance19	BRCA	BRCA	0.768475994708876	0.231524005291124
Instance8	Control	BRCA	0.764588901125996	0.235411098874005
