InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.958537824231541	0.0414621757684588
Instance5	BRCA	BRCA	0.820732751168948	0.179267248831052
Instance15	BRCA	BRCA	0.901733295315891	0.0982667046841085
Instance10	BRCA	BRCA	0.904840308831573	0.0951596911684266
Instance11	BRCA	BRCA	0.763124636160974	0.236875363839026
Instance3	BRCA	BRCA	0.875431001456119	0.124568998543881
Instance20	BRCA	BRCA	0.670634998732778	0.329365001267222
Instance7	BRCA	BRCA	0.605049858705526	0.394950141294474
Instance18	BRCA	BRCA	0.86273453387252	0.13726546612748
Instance2	BRCA	BRCA	0.798662199079969	0.201337800920031
Instance16	BRCA	BRCA	0.930188761518011	0.0698112384819886
Instance1	Control	Control	0.368697228790764	0.631302771209235
Instance4	Control	BRCA	0.95077863756364	0.0492213624363594
Instance6	BRCA	BRCA	0.856274634322687	0.143725365677313
Instance14	BRCA	BRCA	0.852867956803566	0.147132043196434
Instance12	Control	Control	0.313561393182652	0.686438606817348
Instance13	Control	Control	0.116482267251183	0.883517732748817
Instance9	BRCA	BRCA	0.847879545571576	0.152120454428424
Instance19	BRCA	BRCA	0.95778534004869	0.0422146599513099
Instance8	Control	BRCA	0.708861844389472	0.291138155610528
