InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.970974053050127	0.0290259469498726
Instance5	BRCA	BRCA	0.5	0.5
Instance15	BRCA	BRCA	0.886111658379954	0.113888341620046
Instance10	BRCA	BRCA	0.839602858241529	0.160397141758471
Instance11	BRCA	BRCA	0.889470289942776	0.110529710057225
Instance3	BRCA	BRCA	0.925539238476205	0.0744607615237949
Instance20	BRCA	BRCA	0.680232483559869	0.319767516440131
Instance7	BRCA	BRCA	0.832337757622767	0.167662242377233
Instance18	BRCA	BRCA	0.908023125215555	0.0919768747844452
Instance2	BRCA	Control	0.4418436782576	0.5581563217424
Instance16	BRCA	BRCA	0.803167350811583	0.196832649188417
Instance1	Control	BRCA	0.681309926739586	0.318690073260413
Instance4	Control	BRCA	0.591551455903906	0.408448544096094
Instance6	BRCA	BRCA	0.742269838902919	0.257730161097081
Instance14	BRCA	BRCA	0.915262185516297	0.084737814483703
Instance12	Control	Control	0.354578850787564	0.645421149212435
Instance13	Control	BRCA	0.703575881218958	0.296424118781042
Instance9	BRCA	BRCA	0.890244055587002	0.109755944412998
Instance19	BRCA	BRCA	0.893065187783767	0.106934812216233
Instance8	Control	BRCA	0.753226225871829	0.246773774128171
