InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.86996817218325	0.13003182781675
Instance5	BRCA	Control	0.403100184861637	0.596899815138363
Instance15	BRCA	BRCA	0.901262173210102	0.0987378267898979
Instance10	BRCA	BRCA	0.578672037605025	0.421327962394975
Instance11	BRCA	BRCA	0.822615920901473	0.177384079098527
Instance3	BRCA	BRCA	0.633648872330943	0.366351127669057
Instance20	BRCA	BRCA	0.83145574568765	0.16854425431235
Instance7	BRCA	BRCA	0.820952011367282	0.179047988632718
Instance18	BRCA	BRCA	0.846625885503358	0.153374114496643
Instance2	BRCA	BRCA	0.662345042277297	0.337654957722703
Instance16	BRCA	BRCA	0.781870582357231	0.21812941764277
Instance1	Control	BRCA	0.756795542548658	0.243204457451342
Instance4	Control	BRCA	0.895237147672929	0.104762852327071
Instance6	BRCA	BRCA	0.672465386227906	0.327534613772094
Instance14	BRCA	BRCA	0.707509069580229	0.292490930419771
Instance12	Control	BRCA	0.822410773104982	0.177589226895017
Instance13	Control	BRCA	0.683879975558257	0.316120024441743
Instance9	BRCA	BRCA	0.696511424097554	0.303488575902446
Instance19	BRCA	BRCA	0.81955071734168	0.18044928265832
Instance8	Control	BRCA	0.76977372035195	0.23022627964805
