InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.98102674683094	0.0189732531690602
Instance5	BRCA	BRCA	0.801289920465367	0.198710079534633
Instance15	BRCA	BRCA	0.957501315166851	0.0424986848331493
Instance10	BRCA	Control	0.401185444290356	0.598814555709644
Instance11	BRCA	BRCA	0.9674711890186	0.0325288109813999
Instance3	BRCA	BRCA	0.917616367878725	0.0823836321212751
Instance20	BRCA	BRCA	0.910059037851233	0.0899409621487669
Instance7	BRCA	BRCA	0.920367817123763	0.0796321828762368
Instance18	BRCA	BRCA	0.929464448431608	0.0705355515683924
Instance2	BRCA	BRCA	0.787697615646107	0.212302384353893
Instance16	BRCA	BRCA	0.851060808490917	0.148939191509083
Instance1	Control	Control	0.104478286614048	0.895521713385952
Instance4	Control	BRCA	0.838107179138394	0.161892820861606
Instance6	BRCA	BRCA	0.691992244069026	0.308007755930974
Instance14	BRCA	BRCA	0.870172885714541	0.129827114285458
Instance12	Control	BRCA	0.834302805006095	0.165697194993905
Instance13	Control	Control	0.0261198813855943	0.973880118614406
Instance9	BRCA	BRCA	0.825380676824184	0.174619323175816
Instance19	BRCA	BRCA	0.997206221896988	0.00279377810301146
Instance8	Control	BRCA	0.716258778693036	0.283741221306964
