InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.961664917641866	0.0383350823581343
Instance5	BRCA	BRCA	0.629465398121427	0.370534601878573
Instance15	BRCA	BRCA	0.800440558118393	0.199559441881607
Instance10	BRCA	BRCA	0.740202253858975	0.259797746141025
Instance11	BRCA	BRCA	0.757510539418861	0.242489460581139
Instance3	BRCA	BRCA	0.865517016987348	0.134482983012652
Instance20	BRCA	BRCA	0.754714436870472	0.245285563129528
Instance7	BRCA	BRCA	0.73769315674193	0.26230684325807
Instance18	BRCA	BRCA	0.87238931103306	0.12761068896694
Instance2	BRCA	BRCA	0.593151935181587	0.406848064818413
Instance16	BRCA	BRCA	0.926641182305574	0.0733588176944263
Instance1	Control	BRCA	0.605508847694698	0.394491152305302
Instance4	Control	BRCA	0.977749741541959	0.0222502584580409
Instance6	BRCA	BRCA	0.719474378507148	0.280525621492851
Instance14	BRCA	BRCA	0.854580173317951	0.145419826682049
Instance12	Control	BRCA	0.589486404610348	0.410513595389651
Instance13	Control	BRCA	0.681238095884449	0.318761904115552
Instance9	BRCA	BRCA	0.788073474111134	0.211926525888866
Instance19	BRCA	BRCA	0.770979186791524	0.229020813208476
Instance8	Control	BRCA	0.615718322001059	0.384281677998941
