InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.892599511090658	0.107400488909342
Instance5	BRCA	BRCA	0.869440052655982	0.130559947344018
Instance15	BRCA	BRCA	0.764575646083801	0.235424353916199
Instance10	BRCA	BRCA	0.895668048497245	0.104331951502755
Instance11	BRCA	BRCA	0.788438097744024	0.211561902255976
Instance3	BRCA	BRCA	0.816225300943465	0.183774699056535
Instance20	BRCA	BRCA	0.737421128158796	0.262578871841204
Instance7	BRCA	BRCA	0.583126472856475	0.416873527143525
Instance18	BRCA	BRCA	0.880880482459259	0.11911951754074
Instance2	BRCA	BRCA	0.879748217666897	0.120251782333103
Instance16	BRCA	BRCA	0.865141820093527	0.134858179906473
Instance1	Control	BRCA	0.579787056400762	0.420212943599238
Instance4	Control	BRCA	0.952111966199409	0.0478880338005906
Instance6	BRCA	Control	0.312390242415879	0.687609757584121
Instance14	BRCA	BRCA	0.8474649220311	0.1525350779689
Instance12	Control	Control	0.373209610413634	0.626790389586366
Instance13	Control	Control	0.471629732631353	0.528370267368646
Instance9	BRCA	BRCA	0.815858553475385	0.184141446524615
Instance19	BRCA	BRCA	0.894585935031752	0.105414064968248
Instance8	Control	BRCA	0.580468600041815	0.419531399958185
