InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.728455048383418	0.271544951616582
Instance5	BRCA	BRCA	0.694147593313291	0.305852406686708
Instance15	BRCA	BRCA	0.733464280257287	0.266535719742713
Instance10	BRCA	BRCA	0.700269075031553	0.299730924968447
Instance11	BRCA	Control	0.421498632530487	0.578501367469513
Instance3	BRCA	BRCA	0.900774862078365	0.0992251379216356
Instance20	BRCA	BRCA	0.716103452887661	0.283896547112339
Instance7	BRCA	BRCA	0.708791894983174	0.291208105016826
Instance18	BRCA	BRCA	0.711787758955996	0.288212241044004
Instance2	BRCA	BRCA	0.715298649492408	0.284701350507592
Instance16	BRCA	BRCA	0.747829218564281	0.252170781435719
Instance1	Control	BRCA	0.749850818656186	0.250149181343814
Instance4	Control	BRCA	0.776906727992342	0.223093272007658
Instance6	BRCA	BRCA	0.745700196003568	0.254299803996433
Instance14	BRCA	BRCA	0.763481293951796	0.236518706048204
Instance12	Control	BRCA	0.885917625864103	0.114082374135897
Instance13	Control	BRCA	0.79011194019236	0.20988805980764
Instance9	BRCA	BRCA	0.790807946979895	0.209192053020105
Instance19	BRCA	BRCA	0.72499593299595	0.27500406700405
Instance8	Control	BRCA	0.746805730407884	0.253194269592116
