InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.871179286076684	0.128820713923316
Instance5	BRCA	BRCA	0.930789984960974	0.0692100150390264
Instance15	BRCA	BRCA	0.730300857489245	0.269699142510756
Instance10	BRCA	BRCA	0.903325887933994	0.0966741120660059
Instance11	BRCA	BRCA	0.590629450438673	0.409370549561327
Instance3	BRCA	BRCA	0.88157531740342	0.11842468259658
Instance20	BRCA	BRCA	0.790090752384176	0.209909247615824
Instance7	BRCA	BRCA	0.790213445268504	0.209786554731496
Instance18	BRCA	BRCA	0.927884444517019	0.0721155554829813
Instance2	BRCA	BRCA	0.799995447897332	0.200004552102668
Instance16	BRCA	BRCA	0.876809063524437	0.123190936475563
Instance1	Control	Control	0.391699764808508	0.608300235191492
Instance4	Control	BRCA	0.955874350732254	0.0441256492677455
Instance6	BRCA	BRCA	0.899829180393814	0.100170819606186
Instance14	BRCA	BRCA	0.933964333590402	0.0660356664095983
Instance12	Control	Control	0.354586082726592	0.645413917273408
Instance13	Control	Control	0.168507020166009	0.831492979833991
Instance9	BRCA	BRCA	0.848788387780767	0.151211612219233
Instance19	BRCA	BRCA	0.918581377224177	0.0814186227758228
Instance8	Control	Control	0.244230007816435	0.755769992183565
