InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.878720186753477	0.121279813246523
Instance5	BRCA	BRCA	0.916249030651442	0.0837509693485583
Instance15	BRCA	BRCA	0.838445620382637	0.161554379617363
Instance10	BRCA	BRCA	0.811812731309445	0.188187268690555
Instance11	BRCA	Control	0.37624257768914	0.623757422310861
Instance3	BRCA	BRCA	0.866723926353401	0.133276073646599
Instance20	BRCA	BRCA	0.83085810417839	0.16914189582161
Instance7	BRCA	BRCA	0.803037400854037	0.196962599145963
Instance18	BRCA	BRCA	0.934401705997998	0.0655982940020019
Instance2	BRCA	Control	0.354106542632512	0.645893457367488
Instance16	BRCA	BRCA	0.901414829946557	0.0985851700534431
Instance1	Control	BRCA	0.666537585771819	0.333462414228181
Instance4	Control	BRCA	0.977706119976064	0.0222938800239357
Instance6	BRCA	BRCA	0.699478061374907	0.300521938625093
Instance14	BRCA	BRCA	0.914537153150386	0.0854628468496139
Instance12	Control	BRCA	0.782836899009807	0.217163100990193
Instance13	Control	BRCA	0.651618885615347	0.348381114384653
Instance9	BRCA	Control	0.469779555806793	0.530220444193207
Instance19	BRCA	BRCA	0.949479030408855	0.0505209695911453
Instance8	Control	BRCA	0.556621646413365	0.443378353586635
