InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.847802318369672	0.152197681630328
Instance5	BRCA	BRCA	0.849274053938793	0.150725946061207
Instance15	BRCA	BRCA	0.806591328403928	0.193408671596072
Instance10	BRCA	BRCA	0.59737067164129	0.40262932835871
Instance11	BRCA	BRCA	0.746011082265431	0.253988917734569
Instance3	BRCA	BRCA	0.793389781087618	0.206610218912382
Instance20	BRCA	BRCA	0.794506824399636	0.205493175600364
Instance7	BRCA	BRCA	0.768759652092472	0.231240347907528
Instance18	BRCA	BRCA	0.844945569652077	0.155054430347923
Instance2	BRCA	BRCA	0.707811148505611	0.292188851494389
Instance16	BRCA	BRCA	0.724826512478228	0.275173487521772
Instance1	Control	BRCA	0.832152385715493	0.167847614284507
Instance4	Control	BRCA	0.984413588797615	0.0155864112023848
Instance6	BRCA	Control	0.205652621665545	0.794347378334455
Instance14	BRCA	BRCA	0.782265119380626	0.217734880619374
Instance12	Control	BRCA	0.754697270376785	0.245302729623215
Instance13	Control	Control	0.31574460758892	0.68425539241108
Instance9	BRCA	BRCA	0.534482652588235	0.465517347411765
Instance19	BRCA	BRCA	0.772021355727096	0.227978644272904
Instance8	Control	BRCA	0.765331105393953	0.234668894606047
