InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.881740337968527	0.118259662031473
Instance5	BRCA	BRCA	0.526373960168984	0.473626039831016
Instance15	BRCA	BRCA	0.71529425266595	0.28470574733405
Instance10	BRCA	BRCA	0.637880873457023	0.362119126542977
Instance11	BRCA	BRCA	0.750552276624561	0.249447723375439
Instance3	BRCA	BRCA	0.714920262884071	0.285079737115929
Instance20	BRCA	BRCA	0.60364213885235	0.39635786114765
Instance7	BRCA	BRCA	0.684233866437842	0.315766133562158
Instance18	BRCA	BRCA	0.809209711321443	0.190790288678556
Instance2	BRCA	BRCA	0.51851429167081	0.48148570832919
Instance16	BRCA	BRCA	0.717363959895987	0.282636040104013
Instance1	Control	BRCA	0.86918034196814	0.130819658031861
Instance4	Control	BRCA	0.884825834529082	0.115174165470918
Instance6	BRCA	Control	0.307591150737582	0.692408849262418
Instance14	BRCA	BRCA	0.821141023683704	0.178858976316296
Instance12	Control	BRCA	0.811822609585167	0.188177390414833
Instance13	Control	BRCA	0.732926073476202	0.267073926523798
Instance9	BRCA	BRCA	0.814022841775327	0.185977158224673
Instance19	BRCA	BRCA	0.625648906586636	0.374351093413364
Instance8	Control	BRCA	0.806604135894411	0.193395864105589
