InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.879352058510613	0.120647941489387
Instance5	BRCA	BRCA	0.731176610485852	0.268823389514148
Instance15	BRCA	BRCA	0.665876882146904	0.334123117853096
Instance10	BRCA	BRCA	0.681028196790744	0.318971803209256
Instance11	BRCA	BRCA	0.739605648457714	0.260394351542286
Instance3	BRCA	BRCA	0.768969674799351	0.231030325200649
Instance20	BRCA	BRCA	0.762212468845889	0.237787531154111
Instance7	BRCA	BRCA	0.739020253280055	0.260979746719945
Instance18	BRCA	BRCA	0.945414653195279	0.054585346804721
Instance2	BRCA	Control	0.343875357932304	0.656124642067696
Instance16	BRCA	BRCA	0.769139681846943	0.230860318153056
Instance1	Control	BRCA	0.765191849584879	0.234808150415121
Instance4	Control	BRCA	0.93061370283779	0.06938629716221
Instance6	BRCA	BRCA	0.847313069144454	0.152686930855546
Instance14	BRCA	BRCA	0.744845859784083	0.255154140215917
Instance12	Control	BRCA	0.752325539692955	0.247674460307045
Instance13	Control	BRCA	0.742816463378747	0.257183536621253
Instance9	BRCA	BRCA	0.768831995556486	0.231168004443514
Instance19	BRCA	BRCA	0.705504124091658	0.294495875908343
Instance8	Control	BRCA	0.835802658698531	0.164197341301469
