InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.783025591479393	0.216974408520607
Instance5	BRCA	BRCA	0.696010292910228	0.303989707089772
Instance15	BRCA	BRCA	0.808356964275522	0.191643035724478
Instance10	BRCA	BRCA	0.580601096680518	0.419398903319482
Instance11	BRCA	BRCA	0.680287820987467	0.319712179012533
Instance3	BRCA	BRCA	0.779129000225822	0.220870999774178
Instance20	BRCA	BRCA	0.750891054657162	0.249108945342838
Instance7	BRCA	BRCA	0.736207031031532	0.263792968968468
Instance18	BRCA	BRCA	0.825524435774505	0.174475564225495
Instance2	BRCA	BRCA	0.681896504111648	0.318103495888352
Instance16	BRCA	BRCA	0.722871006414982	0.277128993585018
Instance1	Control	BRCA	0.779745894209715	0.220254105790285
Instance4	Control	BRCA	0.96887019699232	0.0311298030076803
Instance6	BRCA	Control	0.0201180591736642	0.979881940826336
Instance14	BRCA	BRCA	0.79041356971372	0.20958643028628
Instance12	Control	BRCA	0.775368342325501	0.224631657674499
Instance13	Control	BRCA	0.732755063322997	0.267244936677003
Instance9	BRCA	BRCA	0.548808773451786	0.451191226548214
Instance19	BRCA	BRCA	0.726636222701794	0.273363777298206
Instance8	Control	BRCA	0.865054824858285	0.134945175141715
