InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.928064905731988	0.0719350942680124
Instance5	BRCA	BRCA	0.568459599482452	0.431540400517548
Instance15	BRCA	BRCA	0.863534428360109	0.136465571639891
Instance10	BRCA	BRCA	0.789547243361788	0.210452756638212
Instance11	BRCA	BRCA	0.777570549333311	0.222429450666689
Instance3	BRCA	BRCA	0.865945971884729	0.134054028115271
Instance20	BRCA	BRCA	0.830791702731599	0.169208297268401
Instance7	BRCA	BRCA	0.865357143422462	0.134642856577538
Instance18	BRCA	BRCA	0.930463991965027	0.0695360080349725
Instance2	BRCA	Control	0.412093062738573	0.587906937261428
Instance16	BRCA	BRCA	0.920851480245875	0.0791485197541247
Instance1	Control	BRCA	0.591321553778363	0.408678446221637
Instance4	Control	BRCA	0.978453443671179	0.0215465563288206
Instance6	BRCA	BRCA	0.914630465498554	0.0853695345014463
Instance14	BRCA	BRCA	0.918882376893447	0.0811176231065532
Instance12	Control	Control	0.220513843297449	0.779486156702551
Instance13	Control	Control	0.417030925166777	0.582969074833223
Instance9	BRCA	BRCA	0.776184790706513	0.223815209293487
Instance19	BRCA	BRCA	0.915949251432739	0.0840507485672606
Instance8	Control	Control	0.436659907505518	0.563340092494482
