InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.98610781097864	0.0138921890213604
Instance5	BRCA	BRCA	0.601586326390013	0.398413673609987
Instance15	BRCA	BRCA	0.903010017548741	0.0969899824512585
Instance10	BRCA	BRCA	0.65151629871342	0.34848370128658
Instance11	BRCA	Control	0.272262816811959	0.727737183188041
Instance3	BRCA	BRCA	0.931859847425441	0.0681401525745592
Instance20	BRCA	BRCA	0.642077601529762	0.357922398470238
Instance7	BRCA	BRCA	0.545112625844983	0.454887374155017
Instance18	BRCA	BRCA	0.763231348694744	0.236768651305256
Instance2	BRCA	BRCA	0.676974115307817	0.323025884692183
Instance16	BRCA	BRCA	0.953730878638761	0.0462691213612388
Instance1	Control	Control	0.191639399130612	0.808360600869388
Instance4	Control	BRCA	0.91149571137278	0.0885042886272203
Instance6	BRCA	BRCA	0.744047688562512	0.255952311437488
Instance14	BRCA	BRCA	0.909386783510196	0.090613216489804
Instance12	Control	BRCA	0.76411559718096	0.23588440281904
Instance13	Control	Control	0.127134542340455	0.872865457659545
Instance9	BRCA	BRCA	0.945283043794934	0.0547169562050662
Instance19	BRCA	BRCA	0.914548564870148	0.0854514351298521
Instance8	Control	BRCA	0.722306720138791	0.277693279861209
