InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.617992990894289	0.382007009105711
Instance5	BRCA	BRCA	0.771603256263312	0.228396743736688
Instance15	BRCA	BRCA	0.760286978930688	0.239713021069312
Instance10	BRCA	BRCA	0.694767504411206	0.305232495588794
Instance11	BRCA	Control	0.474796014070084	0.525203985929916
Instance3	BRCA	BRCA	0.729868436271247	0.270131563728753
Instance20	BRCA	BRCA	0.713966557218664	0.286033442781336
Instance7	BRCA	BRCA	0.682221172721392	0.317778827278608
Instance18	BRCA	BRCA	0.70372080174876	0.29627919825124
Instance2	BRCA	BRCA	0.743977322160339	0.256022677839661
Instance16	BRCA	BRCA	0.738156815948731	0.261843184051269
Instance1	Control	BRCA	0.696232162737158	0.303767837262842
Instance4	Control	BRCA	0.801966804579018	0.198033195420982
Instance6	BRCA	BRCA	0.698661963017769	0.301338036982231
Instance14	BRCA	BRCA	0.693295063337452	0.306704936662548
Instance12	Control	BRCA	0.741502595725769	0.258497404274232
Instance13	Control	BRCA	0.823128887360248	0.176871112639752
Instance9	BRCA	BRCA	0.61799666156104	0.38200333843896
Instance19	BRCA	BRCA	0.740126548969753	0.259873451030247
Instance8	Control	BRCA	0.814357820044183	0.185642179955817
