InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.911997572868719	0.0880024271312807
Instance5	BRCA	BRCA	0.876621515718946	0.123378484281054
Instance15	BRCA	BRCA	0.542434268060987	0.457565731939013
Instance10	BRCA	BRCA	0.52662261116311	0.47337738883689
Instance11	BRCA	BRCA	0.875974402086648	0.124025597913352
Instance3	BRCA	BRCA	0.934941521367381	0.0650584786326192
Instance20	BRCA	BRCA	0.695844375176688	0.304155624823312
Instance7	BRCA	BRCA	0.579056663993215	0.420943336006785
Instance18	BRCA	BRCA	0.868506956298917	0.131493043701083
Instance2	BRCA	BRCA	0.872216026747751	0.127783973252249
Instance16	BRCA	BRCA	0.878413899423124	0.121586100576877
Instance1	Control	Control	0.363359555699772	0.636640444300228
Instance4	Control	BRCA	0.943595764533708	0.0564042354662923
Instance6	BRCA	BRCA	0.901013638561422	0.0989863614385778
Instance14	BRCA	BRCA	0.887768441043282	0.112231558956718
Instance12	Control	BRCA	0.562088364630562	0.437911635369438
Instance13	Control	Control	0.117842752825986	0.882157247174015
Instance9	BRCA	BRCA	0.794195065886543	0.205804934113457
Instance19	BRCA	BRCA	0.934188938267643	0.0658110617323571
Instance8	Control	BRCA	0.543151521455078	0.456848478544922
