InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.959504775438137	0.0404952245618629
Instance5	BRCA	BRCA	0.842175622980847	0.157824377019153
Instance15	BRCA	BRCA	0.661488857389642	0.338511142610358
Instance10	BRCA	BRCA	0.852243543184736	0.147756456815264
Instance11	BRCA	BRCA	0.730254778047769	0.269745221952231
Instance3	BRCA	BRCA	0.88630973345601	0.113690266543989
Instance20	BRCA	BRCA	0.755311116502766	0.244688883497234
Instance7	BRCA	BRCA	0.723780027930984	0.276219972069016
Instance18	BRCA	BRCA	0.947359713419721	0.0526402865802789
Instance2	BRCA	BRCA	0.672423612721616	0.327576387278384
Instance16	BRCA	BRCA	0.965720942006862	0.0342790579931384
Instance1	Control	Control	0.0803354529869428	0.919664547013057
Instance4	Control	BRCA	0.916997470663974	0.0830025293360266
Instance6	BRCA	BRCA	0.64859014119969	0.35140985880031
Instance14	BRCA	BRCA	0.938507722637716	0.0614922773622839
Instance12	Control	BRCA	0.569563430644032	0.430436569355968
Instance13	Control	Control	0.0792910075450395	0.92070899245496
Instance9	BRCA	BRCA	0.933180475001357	0.0668195249986429
Instance19	BRCA	BRCA	0.878593602199481	0.121406397800519
Instance8	Control	Control	0.317268142288864	0.682731857711136
