InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.870111480022297	0.129888519977703
Instance5	BRCA	BRCA	0.736514729297119	0.263485270702881
Instance15	BRCA	BRCA	0.656377666833474	0.343622333166526
Instance10	BRCA	BRCA	0.733533494196666	0.266466505803334
Instance11	BRCA	BRCA	0.90152253967721	0.0984774603227901
Instance3	BRCA	BRCA	0.88444846372149	0.11555153627851
Instance20	BRCA	BRCA	0.610762700474026	0.389237299525974
Instance7	BRCA	Control	0.482281115385769	0.517718884614231
Instance18	BRCA	BRCA	0.843453042711339	0.156546957288661
Instance2	BRCA	BRCA	0.60432566663327	0.39567433336673
Instance16	BRCA	BRCA	0.988140013136544	0.0118599868634561
Instance1	Control	BRCA	0.663078683405987	0.336921316594013
Instance4	Control	BRCA	0.926571186461686	0.0734288135383142
Instance6	BRCA	BRCA	0.833643842135026	0.166356157864974
Instance14	BRCA	BRCA	0.885949075535546	0.114050924464454
Instance12	Control	BRCA	0.512641128776926	0.487358871223074
Instance13	Control	BRCA	0.717815585172942	0.282184414827058
Instance9	BRCA	BRCA	0.781495405029811	0.218504594970189
Instance19	BRCA	BRCA	0.77289209282586	0.22710790717414
Instance8	Control	BRCA	0.599089038272211	0.400910961727789
