InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.983901058411297	0.0160989415887032
Instance5	BRCA	BRCA	0.770314536896201	0.229685463103798
Instance15	BRCA	BRCA	0.556009886014719	0.443990113985281
Instance10	BRCA	BRCA	0.780253746784124	0.219746253215876
Instance11	BRCA	BRCA	0.613189964569262	0.386810035430738
Instance3	BRCA	BRCA	0.915878199690966	0.0841218003090341
Instance20	BRCA	BRCA	0.777940116785986	0.222059883214014
Instance7	BRCA	BRCA	0.745527589582881	0.254472410417119
Instance18	BRCA	BRCA	0.939413037482405	0.060586962517595
Instance2	BRCA	BRCA	0.901105364107972	0.0988946358920278
Instance16	BRCA	BRCA	0.932835819697125	0.0671641803028754
Instance1	Control	Control	0.409273981379314	0.590726018620686
Instance4	Control	BRCA	0.942940146184603	0.0570598538153968
Instance6	BRCA	Control	0.317547061172722	0.682452938827278
Instance14	BRCA	BRCA	0.824350021001689	0.175649978998311
Instance12	Control	BRCA	0.735107393516757	0.264892606483242
Instance13	Control	Control	0.352633751054175	0.647366248945825
Instance9	BRCA	BRCA	0.810581790249167	0.189418209750833
Instance19	BRCA	BRCA	0.980685077803239	0.019314922196761
Instance8	Control	BRCA	0.725361055550916	0.274638944449084
