InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.937575002796065	0.0624249972039351
Instance5	BRCA	BRCA	0.892227276216904	0.107772723783096
Instance15	BRCA	BRCA	0.878725839097283	0.121274160902717
Instance10	BRCA	BRCA	0.767177860541034	0.232822139458967
Instance11	BRCA	BRCA	0.700514401821415	0.299485598178585
Instance3	BRCA	BRCA	0.797109112825782	0.202890887174218
Instance20	BRCA	BRCA	0.819277132790707	0.180722867209293
Instance7	BRCA	BRCA	0.72034420264615	0.27965579735385
Instance18	BRCA	BRCA	0.913045096833671	0.0869549031663289
Instance2	BRCA	BRCA	0.815717677889888	0.184282322110112
Instance16	BRCA	BRCA	0.846261886616889	0.153738113383111
Instance1	Control	BRCA	0.595137616046234	0.404862383953766
Instance4	Control	BRCA	0.965544863388745	0.034455136611255
Instance6	BRCA	BRCA	0.840281985281644	0.159718014718356
Instance14	BRCA	BRCA	0.94949615734071	0.0505038426592905
Instance12	Control	Control	0.419480440567988	0.580519559432012
Instance13	Control	Control	0.255254419597473	0.744745580402527
Instance9	BRCA	BRCA	0.860537902684043	0.139462097315957
Instance19	BRCA	BRCA	0.906711825451485	0.0932881745485154
Instance8	Control	Control	0.214831131983609	0.785168868016391
