InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.966519649521954	0.0334803504780464
Instance5	BRCA	BRCA	0.792181118408908	0.207818881591092
Instance15	BRCA	BRCA	0.71377978061543	0.28622021938457
Instance10	BRCA	BRCA	0.938273918980238	0.0617260810197622
Instance11	BRCA	BRCA	0.823013595485326	0.176986404514674
Instance3	BRCA	BRCA	0.868415126532248	0.131584873467752
Instance20	BRCA	Control	0.494076057810351	0.505923942189649
Instance7	BRCA	BRCA	0.922653341868968	0.0773466581310319
Instance18	BRCA	Control	0.302396550429016	0.697603449570984
Instance2	BRCA	BRCA	0.851611171713235	0.148388828286765
Instance16	BRCA	BRCA	0.99621392968243	0.00378607031756982
Instance1	Control	Control	0.434475994184484	0.565524005815516
Instance4	Control	BRCA	0.940482974539563	0.0595170254604372
Instance6	BRCA	BRCA	0.591789798798042	0.408210201201957
Instance14	BRCA	BRCA	0.946615485482512	0.0533845145174879
Instance12	Control	BRCA	0.667810085502658	0.332189914497342
Instance13	Control	Control	0.0416347352887118	0.958365264711288
Instance9	BRCA	BRCA	0.590687171766804	0.409312828233196
Instance19	BRCA	BRCA	0.835537582866435	0.164462417133565
Instance8	Control	Control	0.44864701500166	0.55135298499834
