InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.908658442936261	0.0913415570637394
Instance5	BRCA	BRCA	0.821087395406026	0.178912604593974
Instance15	BRCA	BRCA	0.823902033467333	0.176097966532667
Instance10	BRCA	BRCA	0.738134392304577	0.261865607695423
Instance11	BRCA	BRCA	0.511367458231822	0.488632541768178
Instance3	BRCA	BRCA	0.800161154412938	0.199838845587062
Instance20	BRCA	BRCA	0.833058659787223	0.166941340212777
Instance7	BRCA	BRCA	0.849474918364461	0.150525081635539
Instance18	BRCA	BRCA	0.76833212096491	0.23166787903509
Instance2	BRCA	BRCA	0.729241048254226	0.270758951745774
Instance16	BRCA	BRCA	0.711442433195686	0.288557566804314
Instance1	Control	BRCA	0.891998351444537	0.108001648555463
Instance4	Control	BRCA	0.852397155888035	0.147602844111965
Instance6	BRCA	BRCA	0.758952024750203	0.241047975249797
Instance14	BRCA	BRCA	0.802394783149177	0.197605216850823
Instance12	Control	BRCA	0.757945488797813	0.242054511202187
Instance13	Control	BRCA	0.607611306838464	0.392388693161536
Instance9	BRCA	BRCA	0.647576426604457	0.352423573395543
Instance19	BRCA	BRCA	0.803063133683005	0.196936866316995
Instance8	Control	BRCA	0.834379872198242	0.165620127801758
