InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.943430291486124	0.0565697085138761
Instance5	BRCA	BRCA	0.856938617670621	0.143061382329379
Instance15	BRCA	BRCA	0.92160953509009	0.0783904649099104
Instance10	BRCA	BRCA	0.721924038120534	0.278075961879466
Instance11	BRCA	BRCA	0.748916667937135	0.251083332062865
Instance3	BRCA	BRCA	0.91723356635707	0.08276643364293
Instance20	BRCA	BRCA	0.685235699116846	0.314764300883154
Instance7	BRCA	BRCA	0.691353329852789	0.308646670147211
Instance18	BRCA	BRCA	0.882770266339674	0.117229733660326
Instance2	BRCA	BRCA	0.644691620790768	0.355308379209232
Instance16	BRCA	BRCA	0.964533867110687	0.0354661328893133
Instance1	Control	BRCA	0.688501981752477	0.311498018247523
Instance4	Control	BRCA	0.969817865520902	0.0301821344790981
Instance6	BRCA	BRCA	0.748251403353695	0.251748596646306
Instance14	BRCA	BRCA	0.883597980113525	0.116402019886475
Instance12	Control	Control	0.442460025389757	0.557539974610243
Instance13	Control	Control	0.124582780291293	0.875417219708707
Instance9	BRCA	BRCA	0.906072539762394	0.0939274602376061
Instance19	BRCA	BRCA	0.9298697225541	0.0701302774459
Instance8	Control	BRCA	0.699596840795532	0.300403159204468
