InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.964302235780718	0.0356977642192819
Instance5	BRCA	BRCA	0.804452507022145	0.195547492977855
Instance15	BRCA	BRCA	0.847579964429552	0.152420035570448
Instance10	BRCA	BRCA	0.850177699358748	0.149822300641252
Instance11	BRCA	BRCA	0.822565596357188	0.177434403642812
Instance3	BRCA	BRCA	0.946523355471901	0.0534766445280991
Instance20	BRCA	BRCA	0.790654647804712	0.209345352195288
Instance7	BRCA	BRCA	0.776002883162291	0.223997116837709
Instance18	BRCA	BRCA	0.850344916986396	0.149655083013604
Instance2	BRCA	BRCA	0.855016450660012	0.144983549339987
Instance16	BRCA	BRCA	0.792658993868752	0.207341006131248
Instance1	Control	Control	0.248305955331979	0.751694044668021
Instance4	Control	BRCA	0.930698551084254	0.0693014489157459
Instance6	BRCA	BRCA	0.764384495689808	0.235615504310192
Instance14	BRCA	BRCA	0.864733967789785	0.135266032210214
Instance12	Control	BRCA	0.62022242750961	0.37977757249039
Instance13	Control	Control	0.0380435874304038	0.961956412569596
Instance9	BRCA	BRCA	0.807817453279807	0.192182546720192
Instance19	BRCA	BRCA	0.919779901957004	0.0802200980429954
Instance8	Control	BRCA	0.653226962022367	0.346773037977633
