InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.952376108761966	0.0476238912380344
Instance5	BRCA	BRCA	0.971548090299967	0.0284519097000332
Instance15	BRCA	BRCA	0.824955822581845	0.175044177418155
Instance10	BRCA	BRCA	0.583287665183358	0.416712334816642
Instance11	BRCA	BRCA	0.787339063239466	0.212660936760534
Instance3	BRCA	BRCA	0.726643873869299	0.273356126130701
Instance20	BRCA	BRCA	0.891931998307828	0.108068001692172
Instance7	BRCA	BRCA	0.728545737550316	0.271454262449684
Instance18	BRCA	BRCA	0.78097709994547	0.21902290005453
Instance2	BRCA	BRCA	0.864246834948646	0.135753165051355
Instance16	BRCA	BRCA	0.914080562131161	0.0859194378688393
Instance1	Control	Control	0.480189765710779	0.519810234289221
Instance4	Control	BRCA	0.944462061570588	0.0555379384294123
Instance6	BRCA	BRCA	0.854662941141543	0.145337058858457
Instance14	BRCA	BRCA	0.84174582666074	0.158254173339261
Instance12	Control	Control	0.20079619554155	0.79920380445845
Instance13	Control	BRCA	0.585090701224348	0.414909298775652
Instance9	BRCA	BRCA	0.894510346649147	0.105489653350853
Instance19	BRCA	BRCA	0.856291690064203	0.143708309935797
Instance8	Control	Control	0.468042586702066	0.531957413297934
