InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.819435029605722	0.180564970394278
Instance5	BRCA	BRCA	0.698321715211085	0.301678284788915
Instance15	BRCA	BRCA	0.758361703900034	0.241638296099966
Instance10	BRCA	BRCA	0.715817982682778	0.284182017317222
Instance11	BRCA	BRCA	0.754571505372384	0.245428494627616
Instance3	BRCA	BRCA	0.788255276442973	0.211744723557027
Instance20	BRCA	BRCA	0.669058747386813	0.330941252613187
Instance7	BRCA	BRCA	0.610770848765069	0.389229151234931
Instance18	BRCA	BRCA	0.771971881432143	0.228028118567857
Instance2	BRCA	BRCA	0.683762451140527	0.316237548859473
Instance16	BRCA	BRCA	0.656630197319663	0.343369802680337
Instance1	Control	BRCA	0.926226594234724	0.073773405765276
Instance4	Control	BRCA	0.989837192214183	0.0101628077858172
Instance6	BRCA	Control	0.135200339250514	0.864799660749486
Instance14	BRCA	BRCA	0.788395806891043	0.211604193108957
Instance12	Control	BRCA	0.803909650999162	0.196090349000838
Instance13	Control	BRCA	0.888149574639917	0.111850425360083
Instance9	BRCA	BRCA	0.658073313110411	0.341926686889589
Instance19	BRCA	BRCA	0.761787165493732	0.238212834506268
Instance8	Control	BRCA	0.768074224432067	0.231925775567933
