@relation data

@attribute id string
@attribute 1445 numeric
@attribute 1950 numeric
@attribute 1956 numeric
@attribute 2549 numeric
@attribute 2885 numeric
@attribute 5290 numeric
@attribute 5295 numeric
@attribute 55824 numeric
@attribute 5781 numeric
@attribute 5829 numeric
@attribute 6714 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,10.35004996,6.141397664,7.05035509475,6.11877664633,9.4954151895,6.685313404,7.0703331436,7.166720488,11.64123906,7.441203595,6.75911734333,Control
GSM427159,10.84346202,6.795134192,6.79791370075,5.87580800833,9.5539178325,7.098719371,7.6111323212,6.8487325515,11.64123906,7.229350286,6.586005659,BRCA
GSM427160,11.26946293,7.503172055,6.80402066425,5.489172308,9.480270588,6.212526175,7.448654099,6.772304664,11.37070935,7.347468842,7.22912163867,BRCA
GSM427162,11.31701417,7.0134654,6.3257817405,5.427851752,9.432546201,5.584068992,7.6522265588,6.6466937005,11.77608148,7.84508404,6.91032494133,Control
GSM427163,11.32409911,8.466587485,6.78190965925,5.95688781033,9.66718229,7.405441727,7.950268865,6.966424842,11.54684638,7.615006311,6.72839437467,BRCA
GSM427164,11.07168041,7.455781587,7.10041818325,6.364237361,9.9164802245,7.460253403,7.4183463498,6.699483494,11.95147243,7.335951076,6.38912935567,BRCA
GSM427165,11.3382407,6.973327498,6.9842760015,5.846801913,9.167523377,6.662423158,8.3350079456,6.9456615915,12.03524768,7.91692611,7.54701473933,BRCA
GSM427166,10.5789154,6.405231362,6.998917209,6.14872126967,9.1611827995,6.020263967,7.757716558,6.739454033,11.28411575,7.737283051,7.00963552967,Control
GSM427167,11.11718547,7.872399588,6.85070537275,5.98389700833,9.3657406255,7.205282841,7.6719006758,6.7202078315,11.64347756,7.766232595,6.85674479767,BRCA
GSM427169,11.00749006,6.79717879,6.30061577025,5.85947821333,9.70078824,7.606018576,7.3060563712,6.941637782,11.52775569,7.647892114,6.973025285,BRCA
GSM427170,11.20477915,6.522938973,6.71360662325,5.95116306267,9.153599552,6.657000843,6.9076540764,7.0005147985,11.67803681,8.041222615,6.89592443067,BRCA
GSM427171,10.56738599,6.776897268,6.904091352,6.216767413,9.5256586835,6.822223857,7.509195938,7.0184130495,11.69692854,6.876459007,6.98144085767,Control
GSM427172,10.51810261,6.832703733,6.94855824675,5.92866327233,9.597360232,6.672535396,7.3656981534,6.915479449,11.86292605,7.126500894,6.75905554167,Control
GSM427178,11.10704394,6.0664182,6.51319229175,5.81419016733,9.06038523,4.904979261,7.1534205814,7.122028336,11.0249286,7.476667486,6.82951290367,BRCA
GSM427181,11.19715849,6.807100898,6.77269984975,5.68293841733,9.5800955565,5.472171943,7.0222287176,7.159880231,11.92126273,7.061023135,6.91208436433,BRCA
GSM427182,11.16642377,6.406592471,6.93725355825,5.788274463,9.0393998015,4.944168843,6.9209080238,7.0760775335,10.85319669,7.18631515,7.22720437133,BRCA
GSM427183,10.99617883,6.185475721,6.51560473275,5.65355368433,8.9731778835,5.538546893,6.8965544166,6.712290769,10.89823124,7.089003169,7.35444662233,BRCA
GSM427187,11.05496734,6.300403471,6.4814821935,5.456942846,8.9213733295,5.070616072,6.895239566,6.758763122,11.4871292,6.949625755,7.03736704367,BRCA
GSM427189,11.23824666,6.672075676,6.70888373325,5.79947823233,9.111304808,5.353156751,7.0040046146,6.4939242915,10.89528011,6.913790365,7.07743364033,BRCA
GSM427193,11.61491238,6.877625017,7.023639895,5.17455334633,10.2970447,5.027033758,7.4112322548,6.4544161965,7.418614,7.767226277,6.94510312533,BRCA
