@relation data

@attribute id string
@attribute 1386 numeric
@attribute 183 numeric
@attribute 185 numeric
@attribute 1956 numeric
@attribute 2002 numeric
@attribute 2185 numeric
@attribute 2776 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3725 numeric
@attribute 4205 numeric
@attribute 4207 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4214 numeric
@attribute 5058 numeric
@attribute 5578 numeric
@attribute 5579 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5599 numeric
@attribute 5605 numeric
@attribute 5747 numeric
@attribute 5879 numeric
@attribute 5894 numeric
@attribute 6416 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6714 numeric
@attribute 801 numeric
@attribute 805 numeric
@attribute 808 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.1628319889,-0.1120901046,-0.0788496102,0.1537555695,0.4598573640,0.0190152100,0.4478188096,1.6104626348,0.8212452234,1.7024177213,0.3955368645,-0.5749283502,-0.0772443378,0.4377126148,0.4242359363,0.4033383753,0.2608651281,-0.0981862237,0.3768321643,1.1201675758,0.6904673187,0.1390805759,0.3568962877,3.2701125443,0.3860900013,0.2565123712,2.2882412161,-0.0234144181,-0.0124092440,1.3564936234,0.8265591783,2.7038153726,BRCA
GSM481003,-0.1044433214,0.1677330759,-0.0284873306,0.0484339897,0.5094530717,0.2214162592,0.2624370770,1.7524189089,0.9474795161,2.4163282448,0.3913279471,-0.4940508720,-0.0117938432,0.4771567755,0.4940745450,0.5633794381,0.2829620648,-0.0518483993,0.4223379152,1.1333078442,0.6729280780,0.1453346393,0.1244303655,3.4451596026,0.2815908568,0.2222999979,2.4272642752,-0.0553885548,-0.0016825477,1.1557139689,0.7173366560,2.6004273182,BRCA
GSM481004,-0.0846655784,-0.0217560859,0.0138414101,0.2059234660,0.3519630753,0.1947660106,0.3193705141,1.7306030480,0.8814408686,1.9569436598,0.4096542652,-0.5205239918,-0.0628519830,0.5515067956,0.2035975778,0.4561246896,0.4684481415,-0.1085750333,0.5495924441,1.3982536542,0.6871232500,0.0639251527,0.2292358492,3.1503309594,0.4157156661,0.2880970038,2.7043259995,-0.0500999228,-0.0060122215,1.0442493542,0.7713027104,2.5539644831,BRCA
GSM481005,-0.1089408177,-0.0178412233,0.1755062199,0.2165325873,0.4627470135,0.1301742138,0.5904648845,1.6458761891,0.8521304950,1.9105042447,0.5942619953,-0.4550935459,-0.0799321411,0.4741584931,0.5196754609,0.5092585007,0.3166812967,-0.0871069950,0.4403047296,1.3712493853,0.8086081992,0.0764267961,0.2669062797,3.0240586301,0.3888399490,0.4676337253,2.3308550971,0.0180744121,0.0075601748,1.5244798356,0.8702989420,2.5885585249,BRCA
GSM481006,-0.0567717034,0.1622340593,0.0155653362,0.1430200110,0.7458138092,0.2094965038,0.6643883944,1.6704388113,0.8876503406,1.8248747664,0.6285257851,-0.4949928448,-0.0365189175,0.5158282660,0.4536705289,0.5787126888,0.2588561041,-0.1044239603,0.3909603753,0.9865753614,0.7695189350,0.1169393467,0.2529420034,3.3005572359,0.3354175018,0.3639865402,2.3295555881,0.0128678733,-0.0179128214,1.3858446989,0.8328808705,2.7229726611,BRCA
GSM481007,-0.0756525642,0.5141294134,-0.0307493399,0.1262126311,0.6824327353,0.4677392068,0.3499374598,1.7786090209,1.1560421735,2.0019709589,0.4035459393,-0.4174500600,-0.0398991313,0.6296728001,0.3479610627,0.4080061787,0.2214731303,-0.0580448157,0.2606000659,1.0516917631,0.3326362380,0.1837086821,0.1849544916,3.0947886640,0.2957258879,0.2094873252,2.3985712954,-0.0621160632,0.0468923578,0.8527704083,0.7908645495,2.4574012124,BRCA
GSM481008,-0.1282696023,-0.0906978261,0.0839432314,0.2092566926,0.6088109500,-0.0168563599,0.3171693577,1.6622805248,1.2938889639,2.1130765477,0.5253010491,-0.4510935574,-0.0200022740,0.5090762740,0.3505251462,0.4095634027,0.2738108856,-0.1056714096,0.4047704326,1.0726860836,0.7429268004,0.1199409844,0.2445528730,3.2627433132,0.3589827556,0.3020598857,2.4446920753,0.0012555714,-0.0086323968,0.9964291379,0.7930964681,2.4189842773,Control
GSM481009,-0.1279755102,0.1032766087,-0.0571781541,0.0047963763,0.4693302326,0.1010262713,0.4197121219,1.3427748691,0.5253295350,1.1429168019,0.3426205088,-0.7934595166,-0.0609687296,0.1418101407,0.3211863863,0.0829424338,0.3586061170,-0.1066654161,0.2795271149,0.7096309500,0.6203827706,-0.0310865428,0.1822121439,3.2104844170,0.2270372226,0.0517636729,2.4154436141,-0.0048567386,-0.0607615665,1.0664309090,0.7962288941,2.6979478374,Control
GSM481010,-0.0226071112,-0.1275365269,-0.0363727198,0.2403421661,0.4728208937,0.1708685404,0.6331500416,1.7509254467,0.9039840400,2.0214559557,0.4368065819,-0.3221002859,-0.0360723644,0.4416492558,0.6825766645,0.5802971647,0.3844459151,-0.1128206664,0.5158594621,1.1154199801,0.8636795770,0.1620686616,0.2743944092,3.1837559010,0.3965836786,0.7657218578,2.2814118394,0.0688335455,-0.0237400801,1.4629609655,0.8582563715,2.5320026251,Control
GSM481011,-0.1866259608,-0.0954623277,-0.0570911442,0.1001883706,0.4902841595,0.3322452556,0.2530173084,1.9492786230,1.1300241724,1.9929131126,0.3163918234,-0.5568683204,-0.0245632083,0.6226379387,0.1779143085,0.2936353860,0.2189997299,-0.0728182171,0.3978262835,1.5733309313,0.4733123278,0.2404869166,0.1690626889,3.1741475263,0.2711141126,0.1213096739,2.8155515152,-0.0475626586,0.0394449375,1.0243768138,0.8445791476,2.9243183808,Control
GSM481012,-0.1414342155,0.0901940650,-0.0062338174,0.2196793913,0.3416192576,0.1950482841,0.4109057278,1.5784882939,0.8123865621,1.2819637983,0.5108597720,-0.3817653756,-0.0359348942,0.4725844846,0.2965689986,0.4303741797,0.3012960630,-0.0738986904,0.4602609591,1.1019343174,0.6613713608,0.0911824431,0.2194058121,3.2437265771,0.3464573934,0.3905063720,2.6636632381,-0.0046310019,-0.0168233594,1.0350838136,0.8589350590,2.5896558716,Control
GSM481013,-0.0927674446,-0.0923052864,0.1760611688,0.1439852360,0.7541746855,-0.0042690908,0.2674850104,1.6565090109,1.6534560970,2.1861975414,0.2763530753,-0.4204076074,-0.0448096112,0.7013147904,0.3763879107,0.4457453125,0.2869227106,-0.0820605647,0.2502310655,1.2130804397,0.5985774544,0.2032989389,0.2020749210,3.2779758109,0.4000868027,0.0770290381,2.5264454656,-0.0280898488,0.0861050577,0.9169964850,0.6837183268,2.6777486242,Control
GSM481014,-0.0606756311,0.9715413782,0.1729312864,0.1133419890,0.8408090979,0.1773678244,0.4187796614,1.2421748134,1.0210845322,1.8001296663,0.4745706142,-0.4754950449,-0.0872654764,0.6223836379,0.5008747424,0.3162081086,0.3662355639,-0.0366185473,0.3728799876,0.7769479156,0.7970564698,0.1858299267,0.2183049606,2.8680601916,0.4424410221,0.3048582457,2.1941194408,0.0084851914,0.0158902815,1.0528122538,0.6023636418,2.0596510786,BRCA
GSM481015,-0.1434276014,0.7389688491,-0.0524624229,0.1313431334,0.6943586710,-0.0300604525,0.4045521151,1.6013563458,1.1101989111,1.4603227840,0.4138551588,-0.4759634893,-0.0626632868,0.6132784240,0.4592926655,0.4265197023,0.5592342077,-0.1075610523,0.3970232428,1.2662113122,0.7398309259,0.2108010371,0.1535032495,3.1060722519,0.3921028600,0.2062998726,2.8591947300,-0.0340474368,0.0181228693,0.7939822677,0.7765762232,2.4933094754,BRCA
GSM481016,-0.1418335384,-0.0962299180,0.4419858828,0.1587452459,0.2868738763,-0.0683737864,0.5248303094,1.8586949196,0.9262994193,1.5068117673,0.4454726513,-0.5979220869,-0.0288407005,0.5412117535,0.4015364118,0.4375824979,0.3925376143,-0.0964053414,0.5611247425,1.1607094455,0.7996053263,0.0464867247,0.2498802124,3.1231380902,0.2947261601,0.4449218409,2.4599850390,0.0025573775,-0.0277622203,1.8409216555,0.8102190690,2.7567682379,BRCA
GSM481017,-0.0088845062,0.0572759023,0.4108932661,0.1598385778,0.2501671649,-0.0245727942,0.7364961723,1.3855678936,0.5171931558,1.2559292518,0.6380381449,-0.3751283733,0.0507845155,0.2537133762,0.5300333258,0.3999168851,0.3875305197,-0.1181952647,0.4672802847,0.5629059449,0.9651721663,-0.0165517380,0.3522735904,3.1301447118,0.4142338808,0.7311280324,1.9582755479,0.0984201438,-0.0174622540,1.6657177777,0.8645940797,1.9843709954,BRCA
GSM481018,-0.1856708521,0.4493382082,0.4051279905,0.0214997668,0.3774558579,0.2719253217,0.4016638539,1.5609027490,0.9430964104,1.1901463502,0.3166463012,-0.6090795118,-0.0279669342,0.4069866997,0.2985294562,0.4075536169,0.2355220466,-0.0891170487,0.4103365585,0.9598313551,0.4124614440,0.2315901537,0.2014749490,3.0519481870,0.3959389863,0.1137336995,2.4696819614,-0.0661165698,0.0063542866,1.0688812178,0.6059489858,3.2016238050,BRCA
GSM481019,-0.0038011552,-0.0439277514,0.6950520369,0.2886040990,0.5885260189,0.3011083187,0.5944219031,1.6939296023,1.1114784536,2.0744934480,0.5468759659,-0.4902570927,-0.0844595070,0.5775825819,0.4775718625,0.5377133716,0.3113696513,-0.0435891431,0.4554223602,1.0253944844,0.6351509259,0.1500525396,0.3633226773,3.1031327843,0.4703316232,0.5391813015,2.7068592139,0.0599291107,0.0115189316,1.2506611721,0.8304526571,2.4942457974,BRCA
