@relation data

@attribute id string
@attribute 2197 numeric
@attribute 2926 numeric
@attribute 2962 numeric
@attribute 2963 numeric
@attribute 3320 numeric
@attribute 3843 numeric
@attribute 4736 numeric
@attribute 5430 numeric
@attribute 5431 numeric
@attribute 5432 numeric
@attribute 5433 numeric
@attribute 5434 numeric
@attribute 5435 numeric
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5438 numeric
@attribute 5440 numeric
@attribute 5441 numeric
@attribute 5611 numeric
@attribute 6123 numeric
@attribute 6124 numeric
@attribute 6129 numeric
@attribute 6134 numeric
@attribute 6135 numeric
@attribute 6137 numeric
@attribute 6138 numeric
@attribute 6141 numeric
@attribute 6146 numeric
@attribute 6157 numeric
@attribute 6158 numeric
@attribute 6160 numeric
@attribute 6165 numeric
@attribute 6168 numeric
@attribute 6192 numeric
@attribute 6194 numeric
@attribute 6208 numeric
@attribute 6210 numeric
@attribute 6217 numeric
@attribute 6223 numeric
@attribute 6227 numeric
@attribute 6228 numeric
@attribute 6229 numeric
@attribute 6233 numeric
@attribute 6234 numeric
@attribute 9349 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,3.6517576377,2.0366662098,0.3907541752,1.4746629334,3.7246808213,1.7056047602,0.4866143670,0.3975369574,1.8765759530,0.8007492875,1.9384943789,0.8600320538,0.9390896344,2.0158322748,2.2408497483,1.9307530988,1.5956783741,1.6747005731,0.2271777431,-0.1549616776,3.8227571647,0.2675842626,1.2469604537,3.5354684193,1.3996693837,3.4393257698,-0.0888782813,3.0098872482,0.8663967021,1.3863601908,0.6311313015,0.8546641381,1.5422318985,0.0841438800,1.9786010299,-0.0167210678,0.3812309800,2.3194938377,1.5689988170,2.2748604616,1.1756258760,2.1338671974,0.5828520629,0.3091683856,1.5902467876,BRCA
GSM480985,3.5697979927,1.8146866894,0.4345017685,1.3002798611,3.8482525347,1.1885407486,0.1566453794,0.3440147386,1.8608403636,0.6489243608,1.1547020133,0.6569830517,0.3429515940,1.5899640836,1.7362441270,1.5928977927,1.3546642363,1.2201701118,0.2893151663,-0.1853971407,3.8396005630,0.1149841871,1.4139745681,3.1404397487,0.9548956789,3.8253606558,-0.0629021143,3.1502183975,0.0018056923,1.4271555145,0.8587555554,0.7560327398,1.0768141290,-0.0359738798,1.3981124721,-0.0854946104,0.3013644471,1.8954939731,1.5947303089,1.3927093136,1.1476140730,1.9276773531,0.4273976934,0.2711021451,1.1900982480,BRCA
GSM480986,3.6395342350,2.1782240891,0.5626451933,1.3279832959,3.6994577250,1.6405241816,0.1454833291,0.5185324838,1.7504970308,0.9002718199,1.9555213994,0.9663382927,0.7438989184,1.9199756663,2.0280745625,1.9659044344,1.5147999951,1.7253105589,0.2630233377,-0.1677260821,4.0387585163,0.1566953708,1.4519461466,3.5198643207,1.4132444812,3.5604015190,-0.0275350052,2.8983936907,1.6992452012,1.8310570666,0.4799083283,1.0665466138,1.1559414811,0.0059685507,2.0648790811,-0.0356710822,0.0592960419,2.1147176921,1.3712179904,2.0695312273,1.1145234498,1.7904626579,0.6108929991,0.2904615921,1.5185547321,BRCA
GSM480987,3.8886295953,2.2118498134,0.5690965432,0.9513957922,3.8704057537,2.0779251327,0.1122426460,0.4557380625,1.6928357801,0.7334619807,1.8825247181,0.7729776755,0.7551016080,1.7094694111,1.9679285884,1.8285348948,1.1692217951,1.7316677769,0.1211269893,-0.2256871492,4.6832036973,0.1398968955,1.1435412465,3.8685919447,1.1801925290,4.0571529865,-0.0332189842,3.1001210807,1.2658113571,2.3596972922,0.3736594538,1.3330032894,0.9147064198,0.0568918267,1.7945703094,-0.0675525803,0.0680219611,2.0938970844,1.4643523382,2.1042269914,1.4982203931,1.5075495781,0.5037528701,0.2468073366,1.3967360124,BRCA
GSM480988,3.2833259900,1.8513266612,0.4659313884,1.1511479914,3.7638259730,1.4519974372,0.1093029302,0.4754014016,1.3890773612,0.7290149531,2.0881026984,0.5144257691,0.3602641243,1.6099965249,1.6670975165,1.8871115711,1.3366246809,1.1884789462,0.2102310309,-0.1272914460,4.1463437080,-0.0117427696,1.3770301083,2.9602173170,1.3287693584,3.9588766098,0.0258786469,3.1741697790,1.4130393860,1.7497171660,0.6833753098,0.6953109523,1.0669348512,0.0098610978,1.1622598935,-0.0381504000,0.1965618693,2.1371973511,1.5197271869,1.7652973855,1.1518870426,1.7086841548,0.6425066293,0.1958096388,0.9313961138,BRCA
GSM480989,4.1593050957,1.6609584999,0.5378667209,0.8324602135,3.6763444743,1.0866585531,0.1452454046,0.5009772391,1.2504570495,0.8378822479,1.9375428505,0.9081393301,0.7286765165,2.0221051542,2.3189120144,2.6384319331,0.8982298934,1.9962721103,0.0827285565,-0.2517707106,4.2338771820,0.0741076332,1.8112504929,3.5010595323,1.6377458909,3.4909830492,-0.1112653771,2.6888813524,0.8480432364,1.9554043363,0.4601003119,0.6842444729,0.8966975475,0.0715505555,1.5248417939,-0.1079273979,0.1286530787,2.1829225291,1.5390051126,2.0895549803,1.4521160498,1.4126731902,0.3687707357,0.4613629598,2.0046585023,BRCA
GSM480990,4.3744613330,1.7875553465,0.7308652535,1.1087947152,4.0356965860,1.4098189560,0.0355259188,0.5933898498,1.4307237307,0.7899600305,1.6552819446,0.9311095635,0.7436226618,1.9708810598,2.2209360302,2.4294542074,0.9416872767,2.0354376055,0.0058727936,-0.2028904686,4.2396912573,-0.0149866174,1.7898537666,3.2421258290,1.3903609898,3.7511282762,-0.0218777020,2.7872071265,1.0654936101,1.9420917381,0.2264996974,0.7895570366,0.7435071406,-0.0464789140,1.7433930315,-0.0764990642,-0.0605325532,2.2520297761,1.5463746709,2.1676680544,1.1109905182,1.0256199208,0.3840153781,0.2317900488,1.7413961799,Control
GSM480991,3.8579719863,1.8218140149,0.5848697716,1.0823183061,3.8149829707,1.1681090871,0.2183030902,0.5979717699,1.4683429298,0.9043992721,1.5006515708,0.8822802315,0.7639645895,1.7520702212,1.9216874392,2.1507377756,1.2645089434,1.8021113847,0.1217097460,-0.2296674483,4.1420165700,0.0380142979,1.8356611206,3.4594265620,1.5396049383,3.6356272697,-0.0113334242,2.7037437260,1.3768173059,1.9123070241,0.4355345765,0.8658292719,0.9039544355,0.1004580075,1.5108800084,-0.0456387649,0.0932834427,2.0995865294,1.2412009620,1.9003707568,0.9423216711,1.3185786107,0.4157156245,0.2124167770,1.1908010668,Control
GSM480992,4.0734719433,1.8174481082,0.6392148110,0.9156237514,3.8272416590,1.2143172118,0.3322073548,0.7417532169,1.3209709697,0.8275789302,1.7407633391,1.2745025079,0.7806424229,1.7265450942,2.1274780929,2.5633065170,0.7483742192,1.8525854391,0.1070859335,-0.1615214248,4.0317602160,0.1313030859,1.4810477346,2.9679120380,1.5137565509,3.2565732398,-0.0702936664,2.7059207859,1.0218156246,2.1897676985,0.3210458197,0.6715033080,0.6666542999,0.0666574885,1.5021562358,-0.0497032400,0.0953118929,2.1889494366,1.4055523011,2.0670364997,1.2095772424,1.1560002374,0.3269007333,0.2333804670,1.7386623620,Control
GSM480993,3.7690275510,2.0938276244,0.6596746354,1.0733831598,3.7825589180,1.5170958381,0.0898013368,0.6218950929,1.5558551214,0.8727969173,1.9368122056,1.0128080229,0.7003747450,1.7510728325,2.0007002651,2.3298377728,0.9727141986,1.7345658838,0.1171423185,-0.1961068963,3.9897763727,0.0817644551,1.4421720876,3.5367418927,1.4253700795,3.6171137492,-0.0592447093,2.8256321549,0.8449478680,1.9179331213,0.4403556718,0.7972178566,0.7911255178,0.0572758333,1.9926175220,-0.0812526971,0.0875549628,2.0906609092,1.4023473891,2.1653424452,1.2308976365,1.3195754678,0.4439377032,0.2891731410,1.1693775975,Control
GSM480994,4.3191390040,1.7831196570,0.5435808993,1.0698143355,4.4011014303,1.1123467176,0.1307950174,0.5573769581,1.3609777563,0.7297566188,1.7444200515,0.9296552261,0.4711834936,1.9371673185,2.0915828495,2.3845392201,0.9918877419,1.6347134388,0.1371107765,-0.2317432952,4.6161206563,0.0447156049,1.9219712913,3.6263300577,1.4329669428,3.7000098230,-0.0754200453,2.9287354051,0.7624419166,1.8422428817,0.4519469529,0.7199467321,0.8726894499,0.1274516342,1.5656565736,-0.0732491039,0.0413890120,2.2557900211,1.4886806656,1.9017814200,1.2160956018,1.4744191923,0.4501052007,0.1659404956,1.7408556759,Control
GSM480995,3.6366253693,1.8250124096,0.5028742267,1.1327314094,3.6159120400,1.3692547546,0.1677421098,0.4965784506,1.4510019176,0.8922421001,1.6873804115,0.7683329939,0.6793854129,1.7993106712,1.9964629263,1.7544976407,1.1618369989,1.5966395768,0.1552826356,-0.2363121031,3.8036393327,0.0761810293,1.3492557108,3.3446375530,1.0946877654,3.4912780922,-0.0074384323,2.5734159796,0.9198486409,1.5307286554,0.2954395142,0.8462480928,0.6242784296,-0.0448107198,1.5552684729,-0.0280586366,-0.0225409866,1.8800643984,1.0888326001,1.5702747206,1.2077115675,1.0950145620,0.5292352633,0.3479404594,1.3508060529,Control
GSM480996,3.8795303507,2.0384988974,0.5490478394,1.1596979183,3.6633747417,1.4398408890,0.2143440242,0.6427988857,1.5284496046,1.0159406141,1.9593366709,1.2517935276,1.0298981155,1.9589864065,2.2322559951,2.2688928976,1.2686009321,1.9776693052,0.1420933196,-0.1877536651,4.2374167443,0.0728093264,1.2050867490,3.6944667497,1.2314159094,3.4364500840,-0.1237464927,2.5876194834,1.3131353524,1.4993021996,0.1725940765,0.9374470741,0.9989163403,0.1280923388,1.6398426166,-0.0868326493,-0.0267350049,2.1151516074,1.3496464769,2.0626267691,1.0993106265,1.3025802059,0.3448258373,0.1765651607,1.3423883855,BRCA
GSM480997,4.0999744733,1.8320145512,0.5937590645,0.5533277113,3.3159621557,1.3173860709,0.1131537882,0.5941398577,1.2897330133,1.0116094612,1.6213326237,0.9696906130,0.5698352251,1.9245674979,1.6931048331,2.2299421364,1.1143472249,1.9094705433,0.0161734319,-0.1853258486,4.2884527843,0.0389866261,1.8133083210,3.6791376273,1.3584344319,3.7073624133,-0.0475324003,2.6342714726,0.3617617606,1.7944039852,0.1436159001,0.9064192333,0.8512782477,0.0634611658,1.2750373723,-0.0457818465,0.0331188364,1.9609778307,1.3805226146,2.3045097540,1.2772533957,1.2657544596,0.3183955147,0.2489654767,1.7668120294,BRCA
GSM480998,3.7813194593,2.1007889462,0.4251242367,1.2826264399,3.8966217837,1.6204497942,0.0849862014,0.6463120739,1.7639596517,0.8838037979,1.8806177378,1.1753787794,1.0607975330,1.7077752937,2.1567917316,2.2051653730,1.1255736436,1.8974398193,0.2851702794,-0.2102149816,3.9945506253,0.2236478272,1.4799168482,3.6930220127,1.0938907038,3.1794071595,-0.0850133750,2.5727889686,1.0498096017,1.3501194542,0.4942428115,1.1781284584,1.1657396231,0.0918668433,1.4890904362,-0.0390012635,0.1870445053,2.0897084568,1.3097370083,2.0523669024,1.0234396755,1.5701080274,0.4506883535,0.3394179395,1.1649313552,BRCA
GSM480999,3.4378418920,1.9369273185,0.4129482270,1.2860508010,3.6401789983,1.2952191128,0.2210208798,0.4947846568,1.7301363037,0.7085651896,1.6310096437,0.9072224338,0.6700739898,1.8291340266,1.8315663935,1.6774007281,1.3729568571,1.3778817017,0.3525072332,-0.2484793481,3.8128833773,0.0657619114,1.4453744220,3.3555663427,1.1547265061,3.5470350185,-0.0555028137,2.8065271974,0.9145534768,1.6070551823,0.7462673492,0.9083906919,1.0051294023,0.0061915345,1.6623891315,-0.0758708544,0.2110604180,2.0415191054,1.2127975340,1.6167603805,1.1659066220,1.7271585694,0.6305371345,0.3052008944,1.2940007105,BRCA
GSM481000,3.4922823907,1.9948340011,0.3631641730,1.3923851831,3.6910348733,1.4078279951,0.2763836315,0.6022297094,1.7919678583,0.8467436703,1.4612862357,0.9111214659,0.5843651672,1.7868700437,1.8297314496,1.6798985601,1.4495659938,1.6255422839,0.1838812632,-0.1805447637,3.9272170863,0.1398315201,1.1845902354,3.4082498547,1.0662007151,3.4396489860,-0.0211773103,2.6690165996,0.9281045927,1.5071419849,0.7515743868,0.7492843778,0.9888447360,0.0022209993,1.5187885442,-0.0893792679,0.2070904711,2.0928467195,1.1500895582,2.0396971452,0.9077700019,1.9118641400,0.5183713068,0.3743769094,1.1532385960,BRCA
GSM481001,3.4268050990,1.9702641964,0.3354875534,1.3618447223,3.8690611523,1.4502744459,0.0857221092,0.5049143966,1.5295775910,0.6792754027,1.3503731381,0.8654047787,0.6110590695,1.6248340718,1.5469928681,1.3098336260,1.1224232189,1.1991471208,0.2063143932,-0.2258818511,3.7424579463,0.1258980740,1.0999717041,3.2211625580,0.9045626952,3.4949800570,-0.1087732688,2.8281472325,0.6116206911,1.2192684711,0.3461331769,0.7978829159,0.7061630958,0.1588746860,1.6282738278,-0.0925874560,0.0132438369,1.7130883985,0.9683429187,1.3807048499,1.1024217926,1.4396516077,0.4172793174,0.2017296936,1.2119461767,BRCA
