@relation data

@attribute id string
@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5434 numeric
@attribute 6637 numeric
@attribute 5435 numeric
@attribute 6635 numeric
@attribute 83443 numeric
@attribute 9343 numeric
@attribute 6636 numeric
@attribute 5438 numeric
@attribute 6633 numeric
@attribute 5439 numeric
@attribute 6634 numeric
@attribute 9410 numeric
@attribute 10992 numeric
@attribute 5440 numeric
@attribute 10262 numeric
@attribute 5441 numeric
@attribute 4809 numeric
@attribute 6431 numeric
@attribute 23020 numeric
@attribute 6432 numeric
@attribute 6628 numeric
@attribute 4686 numeric
@attribute 57819 numeric
@attribute 23451 numeric
@attribute 23450 numeric
@attribute 10907 numeric
@attribute 24148 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 22916 numeric
@attribute 51639 numeric
@attribute 5431 numeric
@attribute 10594 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 6632 numeric
@attribute 5432 numeric
@attribute 6427 numeric
@attribute 9416 numeric
@attribute 6426 numeric
@attribute Class {Control,BRCACancer}

@data
C12,0.9233,0.5745,0.8535,0.2282,0.3993,0.0772,0.8991,0.923,0.0537,0.1608,0.6829,0.4745,1.4779,0.2725,1.0496,0.5692,0.333,0.9139,0.593,1.3896,1.2059,1.2626,0.8839,0.9565,0.0127,2.4719,1.2985,0.4661,0.8704,0.1605,0.7423,0.6321,0.2636,1.2494,1.1723,1.1988,0.2902,0.2137,0.6326,1.539,0.5857,2.0658,BRCACancer
D01,0.9828,0.8592,0.7527,0.3157,0.4312,0.2948,0.7967,1.1502,0.216,-0.071,0.4798,0.5592,1.175,0.5907,1.1046,0.4946,0.3034,0.4119,0.6763,1.5639,1.5296,1.9423,0.9082,1.6165,0.0188,2.9213,1.5453,0.8836,0.9527,0.3907,0.5925,0.8104,0.3559,1.5404,1.4384,1.3683,0.4499,0.2472,0.7186,1.9014,0.9971,2.5717,BRCACancer
D02,0.9405,0.8663,1.0343,0.3242,0.5519,0.2708,1.3517,1.3209,0.4872,0.1882,0.6366,0.5824,1.6671,0.2097,1.1872,0.7561,0.6046,0.9663,0.7025,1.7115,1.623,1.7592,1.1013,1.2343,0.2339,3.0334,1.7527,0.788,1.0088,0.1985,0.7592,0.7373,0.4112,1.7976,1.4773,1.5334,0.4973,0.2027,0.8741,1.8522,0.934,2.2625,BRCACancer
D03,0.9254,0.7285,1.0427,0.3317,0.3306,0.128,1.0672,1.2221,0.3196,0.1224,0.4774,0.5565,1.3991,0.399,1.037,0.4906,0.3068,0.8972,0.7635,1.4589,1.517,1.6053,1.1006,1.0893,0.2534,2.9094,1.6934,0.447,0.9311,0.1714,0.5906,0.6653,0.4056,1.6938,1.3734,1.4915,0.4912,0.1932,0.7473,1.8492,0.7888,2.2929,BRCACancer
D04,1.1773,0.7448,1.0373,0.4418,0.5696,0.1864,1.3708,1.51,0.4055,0.1547,0.5628,0.729,1.4822,0.4225,1.1598,0.642,0.4932,0.9875,0.7722,1.5091,1.5115,1.7933,1.2062,1.382,0.1886,2.8498,1.7377,0.7586,1.0017,0.1996,0.7778,0.8258,0.4862,1.6474,1.4088,1.4766,0.4687,0.3652,0.9158,1.9308,1.002,2.34,BRCACancer
D05,1.1433,0.8725,1.1353,0.3648,0.4707,0.0361,1.4361,1.5261,0.257,0.1353,0.5963,0.743,1.5853,0.47,1.1421,0.6901,0.5196,0.9027,0.7489,1.4082,1.5936,1.7754,1.0477,1.2705,0.3151,3.0412,1.7078,0.6713,0.9395,0.1481,0.7352,0.8523,0.5852,1.952,1.3966,1.323,0.5417,0.2581,0.8857,2.0544,0.8472,2.4006,BRCACancer
D06,1.3694,0.9856,1.0805,0.4486,0.6526,0.1882,1.6386,1.5746,0.5516,0.1813,0.6785,1.0266,1.6023,0.5201,1.3394,0.8725,0.6384,0.9889,0.9108,1.7852,1.7305,2.0449,1.2419,1.5226,0.2775,2.9423,1.9203,0.8922,1.18,0.2449,0.9448,0.97,0.4723,2.0334,1.5319,1.4735,0.6747,0.5352,1.0851,2.047,1.1556,2.4673,BRCACancer
D07,1.1862,0.9298,1.1236,0.3085,0.5082,0.0879,1.2991,1.5597,0.369,0.2407,0.7071,0.7224,1.595,0.472,1.3226,0.83,0.5878,1.0055,0.7625,1.8363,1.7478,1.9386,1.1922,1.3142,0.2821,3.0371,1.7888,0.7585,1.1725,0.2569,0.9016,0.9104,0.5485,1.9421,1.5247,1.5863,0.6601,0.2257,0.9985,2.1897,1.1188,2.4765,Control
D08,0.9566,0.5765,0.836,0.3467,0.4327,0.2132,0.9733,1.1591,0.2413,0.036,0.5849,0.5397,1.3795,0.3931,1.0121,0.5707,0.2148,0.4783,0.7447,1.4965,1.3105,1.5559,0.9367,1.0578,0.1294,2.8029,1.3966,0.595,0.8382,0.0762,0.6555,0.6116,0.3637,1.6427,1.1823,1.0946,0.4064,0.188,0.7614,1.7323,0.7331,2.3335,Control
D09,1.1193,0.9054,0.8928,0.3995,0.4761,0.1932,1.4001,1.4197,0.4314,0.1305,0.6989,0.8921,1.4963,0.5252,1.3192,0.7744,0.5132,0.8945,0.7942,1.5572,1.699,1.8646,1.1961,1.3764,0.2907,2.9377,1.7268,0.7832,1.0368,0.1915,0.9034,0.9023,0.5612,1.841,1.4903,1.4234,0.5769,0.2878,0.9708,1.8385,0.9521,2.2769,Control
D10,1.6006,0.6916,0.9457,0.2418,0.75,0.2804,2.5492,1.2916,0.687,0.447,1.3269,1.0161,1.6582,0.4129,1.2678,0.607,0.3961,0.9824,0.9057,1.513,1.3776,1.6973,1.4228,1.3783,0.3741,2.4733,1.6372,0.9365,1.1528,0.2917,0.8805,0.7368,0.6878,1.6811,1.3037,1.3503,0.3618,0.4117,0.8954,1.778,0.7948,2.2876,Control
D11,0.6372,0.4061,0.5415,-0.0332,0.3802,0.0098,0.3336,0.5813,-0.0941,-0.1106,0.3279,0.2962,1.0358,0.2525,0.7678,0.4476,-0.0309,0.396,0.5516,0.9444,0.9662,0.8592,0.6389,0.7924,-0.0883,1.9713,0.9887,0.3882,0.6002,0.0045,0.4131,0.4473,0.2613,0.9549,0.8445,0.7881,0.2914,0.1301,0.6094,1.0469,0.5568,1.4013,Control
D12,1.0117,0.505,0.8795,0.2511,0.4696,0.2064,1.1,1.1622,0.5065,0.1919,0.5423,0.6164,1.5642,0.2849,1.2336,0.4855,0.1453,0.7306,0.6811,1.5688,1.192,1.4104,0.9535,1.1066,0.1625,2.6255,1.5696,0.6345,0.9215,0.2339,0.8607,0.6155,0.2594,1.4179,1.2056,1.1405,0.4611,0.3374,0.7997,1.8681,0.8725,2.17,Control
E01,0.8673,0.6284,0.7826,0.3168,0.4323,0.1915,1.296,1.2682,0.424,0.1806,0.6489,0.6738,1.6415,0.3071,1.0972,0.7204,0.4936,0.7334,0.6834,1.3792,1.4168,1.7431,1.2162,1.0128,0.125,3.068,1.7576,0.6101,0.9123,0.1708,0.6857,0.6978,0.5863,1.7982,1.3701,1.2398,0.3866,0.2845,0.682,1.998,0.6224,2.503,BRCACancer
E02,1.1891,0.9626,1.0439,0.4913,0.7492,0.3435,1.7668,1.5246,0.4126,0.2951,0.7107,0.8949,1.6276,0.4343,1.1665,0.9236,0.6849,0.8666,0.8348,1.5513,1.7395,2.1041,1.1986,1.2735,0.4017,2.9183,1.838,0.8306,1.1041,0.2451,0.9687,1.0238,0.6503,2.0393,1.5548,1.5331,0.6927,0.4509,0.9305,1.9493,0.9827,2.2512,Control
E03,1.2961,0.9179,1.1504,0.333,0.7021,0.1389,1.8458,1.6063,0.5139,0.3253,0.9609,0.7537,1.7152,0.3314,1.3238,0.8011,0.572,1.1028,0.9343,1.5501,1.4772,1.7575,1.272,1.3593,0.4429,2.7638,1.9914,0.7536,1.2558,0.2508,1.0719,0.883,0.5506,1.8409,1.481,1.6163,0.528,0.3799,0.9698,2.1359,0.9932,2.4372,Control
E04,1.2723,1.0116,1.1432,0.4127,0.6564,0.1943,1.7561,1.4378,0.673,0.4115,0.951,0.9243,1.5523,0.4436,1.5152,0.774,0.6129,0.8518,0.8327,1.7786,1.7611,2.163,1.3536,1.397,0.4738,3.0629,1.91,0.8211,1.2648,0.2555,0.9813,1.0894,0.6248,1.8825,1.5812,1.5867,0.7563,0.3821,1.0233,2.2394,1.2069,2.6013,Control
E05,1.1054,0.9062,0.7787,0.2431,0.5928,0.1564,1.2794,1.1812,0.4029,0.1092,0.6475,0.8234,1.3566,0.5166,1.1076,0.8876,0.5538,0.595,0.7314,1.6771,1.6964,2.0927,0.9819,1.3164,0.3952,2.9595,1.6636,0.7619,0.9533,0.1573,0.7407,0.9683,0.5266,1.8951,1.4777,1.3936,0.6208,0.3778,0.8408,1.7917,0.856,2.157,Control
E06,0.8717,0.7455,0.5692,0.3634,0.5577,0.3413,1.2247,1.0581,0.204,-0.1971,0.3012,0.5211,1.0749,0.5406,0.9157,0.7839,0.236,0.3451,0.5899,1.0918,1.3372,1.8674,0.8873,1.0214,0.1201,2.6296,1.3124,0.5216,0.6454,0.1131,0.4947,0.7379,0.5063,1.7146,1.1872,1.1004,0.4765,0.2352,0.7109,1.4889,0.575,2.0283,BRCACancer
E07,1.3153,0.7896,1.0848,0.3421,0.5931,0.2046,1.5027,1.4318,0.4266,0.3984,0.7096,0.8373,1.6469,0.4091,1.3269,0.796,0.6919,0.9751,0.7535,1.6348,1.6905,2.142,1.1846,1.3,0.2588,3.1517,1.7798,0.7833,1.1155,0.2459,0.8553,0.8565,0.5304,1.8578,1.5136,1.6172,0.54,0.263,0.8583,1.967,1.1652,2.3986,BRCACancer
E08,1.2973,0.9805,1.1495,0.4207,0.6153,0.2329,1.5536,1.6288,0.4604,0.3101,0.7626,0.8431,1.7212,0.4303,1.2989,0.8338,0.7649,1.0726,0.8822,1.8753,1.6113,2.1031,1.218,1.3847,0.3464,3.0789,1.9172,0.745,1.1628,0.2588,0.982,0.8712,0.5965,1.9661,1.5297,1.611,0.5724,0.4071,1.0217,2.172,1.0802,2.766,Control
E09,1.5145,0.8803,1.0582,0.4769,0.7259,0.253,2.466,1.4057,0.7553,0.5472,1.1538,0.7444,1.6168,0.417,1.2673,0.6609,0.461,1.2052,1.0587,1.8104,1.5142,1.9845,1.5151,1.3128,0.3339,2.6369,1.8214,0.9613,1.1751,0.3232,0.9542,0.8337,0.6199,1.7758,1.4718,1.5768,0.4663,0.3502,0.8508,1.969,0.8786,2.4348,BRCACancer
E10,1.1715,0.9534,1.0035,0.4671,0.5109,0.2593,1.5106,1.6583,0.5261,0.1804,0.6012,0.7765,1.483,0.6763,1.3311,0.791,0.621,0.8165,0.7732,1.4908,1.678,2.0528,1.2169,1.465,0.2805,2.8938,1.9047,0.9468,1.0935,0.3198,0.894,0.918,0.6021,2.032,1.5952,1.6594,0.7006,0.4315,0.8796,1.9348,0.9363,2.4748,BRCACancer
E11,1.0668,0.7213,0.8756,0.294,0.5281,0.1855,1.222,1.2986,0.3896,0.0299,0.6133,0.5602,1.5242,0.3214,1.1731,0.779,0.3772,0.8023,0.6604,1.5601,1.4501,1.63,1.045,1.1466,0.1898,2.9084,1.6753,0.6693,0.9465,0.1983,0.8085,0.7168,0.3919,1.7934,1.313,1.3465,0.4825,0.2757,0.7836,1.9061,0.7484,2.2763,Control
E12,0.9281,0.5923,0.721,0.0759,0.447,0.0926,1.2888,1.0486,0.3164,0.1081,0.6003,0.528,1.4585,0.4314,1.177,0.4987,0.3314,0.843,0.5299,1.1016,1.2635,1.4616,0.8729,0.9479,0.1859,2.7557,1.4658,0.5976,0.7773,0.1158,0.6048,0.5317,0.3195,1.6244,1.1537,1.1006,0.3683,0.0949,0.6428,1.6777,0.7789,1.9918,BRCACancer
