@relation data

@attribute id string
@attribute 1000 numeric
@attribute 1002 numeric
@attribute 1013 numeric
@attribute 1432 numeric
@attribute 1495 numeric
@attribute 1496 numeric
@attribute 1499 numeric
@attribute 25 numeric
@attribute 4205 numeric
@attribute 4208 numeric
@attribute 4209 numeric
@attribute 4617 numeric
@attribute 4618 numeric
@attribute 4654 numeric
@attribute 4656 numeric
@attribute 4756 numeric
@attribute 4917 numeric
@attribute 50937 numeric
@attribute 5600 numeric
@attribute 5608 numeric
@attribute 6300 numeric
@attribute 663 numeric
@attribute 6925 numeric
@attribute 6929 numeric
@attribute 6938 numeric
@attribute 9043 numeric
@attribute 91653 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,7.556374089,6.642055755,5.057462456,7.09994864525,12.970346955,5.603041174,6.94578590514,8.477645733,7.78313105,9.521659876,10.4068032,5.522001356,5.8933549175,4.871364705,5.45451419,8.70009385,5.784118687,6.15479760933,7.4995792045,5.85530403967,6.752518218,10.56666085,11.49682397,8.807557082,8.13422631967,8.722945307,8.186635652,7.16387589625,Control
GSM427159,7.826232466,6.668073461,5.40668228,6.60639379225,12.9002596,5.545359333,6.96887473943,8.14341671633,7.902708426,10.58265505,10.70325065,5.5240140935,5.6673634725,5.119990277,5.896157544,8.642413788,5.282820861,5.48640917567,7.383968157,6.054235957,6.478329262,10.08624941,11.78324803,9.050366415,7.79392889267,8.25658272025,8.748143466,7.17118701125,BRCA
GSM427160,7.537647698,6.608332915,5.434470814,6.58493097,13.044669795,5.942638389,7.126093946,7.833762168,7.507995028,9.044121624,10.32680616,5.405214728,5.75120408,4.806596392,5.461734198,9.129451187,5.253716324,5.69462342433,7.0833900895,6.35618041933,6.215392848,10.09962433,9.712187835,9.376413642,7.94318084533,7.943622328,7.938552104,7.03238297825,BRCA
GSM427162,7.91055448,6.277153122,5.706538322,6.0589973865,12.98230153,5.941641146,6.25068708814,8.03563056533,7.016310012,9.709937252,10.46847669,6.051676896,5.434655736,5.504788206,6.047784427,9.607700708,5.953388203,5.021143997,7.0038486335,6.36100294267,6.355796501,9.969631552,10.364228,9.584314798,7.82996019567,7.2700326275,8.18271852,6.55593589375,Control
GSM427163,7.055746423,6.795036757,5.400889039,6.730522711,12.901448725,5.841099622,7.18244667671,7.73201711767,7.945504008,10.17606751,9.976772145,5.4364060365,5.722651055,5.088323162,6.935580925,8.836477359,4.997982479,5.70292319667,6.931778481,5.979395943,6.095297454,10.21664921,10.97440404,9.342986415,8.09831698167,8.02727316775,7.943454187,6.99171327025,BRCA
GSM427164,6.85256423,5.579852369,5.374005926,6.87151716925,13.345227255,5.989145395,7.271366378,8.347844869,8.516705752,9.550766562,10.91587586,5.594538075,5.122380901,4.905220009,5.080669653,8.673416081,4.997982479,5.884667215,7.4215310095,5.98125183967,5.996451597,11.09170663,10.87349431,8.635945819,8.40197725767,9.37513213375,7.64800001,7.00999639125,BRCA
GSM427165,9.291666361,7.547899223,5.68566776,6.362735412,12.567749395,5.899484569,6.587592285,8.06255483,7.842729237,10.64474883,10.09149526,5.8111284025,5.528378073,4.920902135,6.13566376,9.726899797,4.77796061,5.536327345,6.239058915,6.79660585167,6.107065996,9.885975096,12.22983432,9.406577658,8.09579417433,7.917958422,9.336345391,7.10702874775,BRCA
GSM427166,8.950265087,5.972354482,5.536217098,7.0975611175,12.832913565,6.084708086,7.12159637657,8.098905571,7.642631408,8.670303166,10.37227772,5.827971537,5.8568473255,5.115211455,6.048874401,8.677068719,4.481504201,5.90220499867,6.487104221,5.93944441167,6.332712967,10.5240375,10.84714372,9.018089659,7.823806929,8.23906836675,8.258284681,7.09973287325,Control
GSM427167,6.592012667,6.964344117,6.227476961,6.41978303225,12.876117185,5.789736585,7.27824373014,7.97372860733,7.29632232,8.626175475,10.19459101,5.6058101395,5.628793427,5.244897759,5.167931151,9.447915494,5.295825171,5.42598614033,6.9655385505,6.398579306,6.387246745,10.30170799,10.00575124,9.271755462,7.68464146333,8.13684829875,7.568566335,7.18183415025,BRCA
GSM427169,7.680959203,6.047566334,5.589921684,6.2012063225,12.710907205,5.69321599,6.66799436186,7.55814684467,7.098982487,9.596921694,10.26978741,5.737347855,5.5064411735,4.63288196,5.438884356,8.768119075,5.567584424,5.71781206833,6.9279187635,5.92169088967,6.271748387,9.882975841,10.73426953,9.066237977,7.68759876967,7.56483608375,7.76241713,7.09000222,BRCA
GSM427170,7.051402352,6.209263877,5.545359333,5.5612686795,12.88540901,5.947438964,6.27534299943,7.96986133433,6.186218877,8.155224442,9.972685879,5.6043497715,5.7324091795,5.224977213,5.973388132,8.759339892,5.011910695,5.75480540633,7.8209172285,5.64379041867,7.123193151,10.1090997,10.28257044,9.42725057,7.34546499733,7.7893869655,8.678425073,6.604948967,BRCA
GSM427171,8.092745416,6.389055329,5.727111263,6.791169903,12.92565307,5.991981649,7.131665281,8.146903819,7.641421617,9.539333865,10.20167708,5.7394950145,5.536023295,5.040904755,5.686228245,9.051678743,5.749407724,5.53224149467,7.3186471095,6.10103173667,6.222800335,10.71640389,10.65722043,8.84036183,8.06625565133,8.4866179515,8.411575733,7.351535111,Control
GSM427172,7.30433107,5.978831274,5.36107636,6.935865955,13.040661435,6.010058786,7.29151062114,8.347170397,7.717524135,9.778192608,10.38477057,5.6995449135,5.763898544,5.249645622,5.846751073,8.511397989,5.527485802,5.53947369267,7.67532014,5.82446156933,6.621469955,10.6577385,11.04197755,8.681871868,8.043460241,8.5122029035,7.898814677,7.359104133,Control
