@relation data

@attribute id string
@attribute 121504 numeric
@attribute 126961 numeric
@attribute 128312 numeric
@attribute 1511 numeric
@attribute 158983 numeric
@attribute 1991 numeric
@attribute 2209 numeric
@attribute 2212 numeric
@attribute 2213 numeric
@attribute 2214 numeric
@attribute 2215 numeric
@attribute 221613 numeric
@attribute 255626 numeric
@attribute 286436 numeric
@attribute 2903 numeric
@attribute 2904 numeric
@attribute 3012 numeric
@attribute 3013 numeric
@attribute 3014 numeric
@attribute 3015 numeric
@attribute 3017 numeric
@attribute 3018 numeric
@attribute 3020 numeric
@attribute 3021 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 317772 numeric
@attribute 3458 numeric
@attribute 3586 numeric
@attribute 440093 numeric
@attribute 440689 numeric
@attribute 474381 numeric
@attribute 474382 numeric
@attribute 55506 numeric
@attribute 55766 numeric
@attribute 644950 numeric
@attribute 653604 numeric
@attribute 6628 numeric
@attribute 6632 numeric
@attribute 6634 numeric
@attribute 6737 numeric
@attribute 6738 numeric
@attribute 6741 numeric
@attribute 712 numeric
@attribute 7124 numeric
@attribute 713 numeric
@attribute 714 numeric
@attribute 715 numeric
@attribute 716 numeric
@attribute 717 numeric
@attribute 718 numeric
@attribute 720 numeric
@attribute 721 numeric
@attribute 727 numeric
@attribute 729 numeric
@attribute 730 numeric
@attribute 731 numeric
@attribute 732 numeric
@attribute 733 numeric
@attribute 735 numeric
@attribute 81 numeric
@attribute 8290 numeric
@attribute 8294 numeric
@attribute 8329 numeric
@attribute 8330 numeric
@attribute 8331 numeric
@attribute 8334 numeric
@attribute 8335 numeric
@attribute 8336 numeric
@attribute 8337 numeric
@attribute 8338 numeric
@attribute 8339 numeric
@attribute 8340 numeric
@attribute 8341 numeric
@attribute 8342 numeric
@attribute 8343 numeric
@attribute 8344 numeric
@attribute 8345 numeric
@attribute 8346 numeric
@attribute 8347 numeric
@attribute 8348 numeric
@attribute 8349 numeric
@attribute 8350 numeric
@attribute 8351 numeric
@attribute 8352 numeric
@attribute 8354 numeric
@attribute 8355 numeric
@attribute 8356 numeric
@attribute 8357 numeric
@attribute 8358 numeric
@attribute 8359 numeric
@attribute 8360 numeric
@attribute 8361 numeric
@attribute 8362 numeric
@attribute 8363 numeric
@attribute 8364 numeric
@attribute 8365 numeric
@attribute 8366 numeric
@attribute 8367 numeric
@attribute 8368 numeric
@attribute 8369 numeric
@attribute 8370 numeric
@attribute 83740 numeric
@attribute 85235 numeric
@attribute 85236 numeric
@attribute 87 numeric
@attribute 88 numeric
@attribute 89 numeric
@attribute 8968 numeric
@attribute 8969 numeric
@attribute 8970 numeric
@attribute 9103 numeric
@attribute 92815 numeric
@attribute 940 numeric
@attribute 941 numeric
@attribute 942 numeric
@attribute 94239 numeric
@attribute 9555 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,5.823629162,5.50383468,5.118745153,10.18933693,4.538261362,7.256282119,5.801622311,7.22509133975,6.512039405,5.498515035,6.129473518,5.190230876,4.663367841,5.931807875,5.73309076,5.765475903,6.080503777,5.174537499,7.8736305755,12.06323168,7.428939017,5.155031965,14.592922175,12.84903075,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.911039136,5.676529235,8.621509826,8.9746602705,6.578414679,5.9172644285,5.213358218,10.58727148,8.756366615,5.831251023,6.035630095,11.684749985,6.720624337,8.814022522,8.91124301,9.74363755625,8.1776753015,9.493065415,8.519696323,11.58695951,12.10196099,8.4275444275,11.452979635,8.673575084,9.984080577,6.548787718,6.173532859,9.118734206,7.474316635,7.244818397,4.424648213,4.963024656,5.980374532,4.927435762,11.86027624,5.197719213,5.536217098,5.79507289,6.051867589,5.394558084,8.487007054,5.434637608,5.309623002,10.55455797,10.76039169,6.680046949,4.871364705,5.279853137,6.49377991,6.139557107,5.139767484,5.264922245,4.708204487,5.568040657,5.261729425,8.440029384,6.922498552,6.215878161,5.002265111,6.468262051,5.802717488,5.478900032,5.957224679,5.805622164,5.952107108,5.257964097,5.169936271,8.127196202,6.059945345,14.05593823,7.01480474,5.68566776,6.730643776,4.668481241,4.279905707,6.917524621,4.330946554,5.698087352,12.04345466,13.43392773,6.68951277,5.69544494,5.507248571,5.165051598,9.079385528,5.182504847,7.938552104,6.411176756,4.757305356,6.79245448633,7.018592797,9.51752427725,7.8256296225,5.703219255,Control
GSM427159,5.808134829,5.115003321,5.096779711,10.52922583,4.144969646,6.327737319,5.8698563925,7.2482562735,6.218007435,5.5359696935,6.441791117,4.584732512,4.173910121,5.41126628,5.420053896,5.287261033,5.730104109,4.964758163,7.8908509875,12.24301336,6.353301929,5.110416751,14.737138445,12.8865864,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.368428976,5.277995204,9.0225626735,8.9359681765,7.148682803,5.3373817945,4.663367841,10.96639029,8.749969044,5.124960054,6.48510929,11.82023805,7.177920594,9.640606977,9.111736315,9.738826682,7.710494314,9.107570921,7.177920594,11.52103369,11.70094695,8.1681794175,10.281570014,7.328004187,8.261532137,5.7109519,5.621180996,9.091660914,7.447953386,6.657501119,4.670607054,5.372787809,5.707366897,5.133410684,12.21133327,4.981180512,5.157863534,5.380600673,5.576228285,5.171138007,6.276594949,5.580530872,5.536838744,8.9788285505,9.674329611,5.789606185,5.323740468,5.331285345,6.432128971,5.36458228,5.076613872,5.076613872,4.905220009,5.70044752,5.124960054,8.322132227,5.915587375,6.020930644,5.605858198,6.093502736,5.776374632,4.584732512,5.46091556,4.998208198,5.385785842,4.689877288,5.268108014,6.839868676,5.817246707,13.96600025,5.776374632,5.919108385,6.170531632,4.881923051,5.576228285,6.546165695,4.771900633,5.305433649,11.42963442,13.88775422,6.68426165,5.483179924,5.810964386,5.4299831305,7.646272708,4.937593039,8.405589443,5.313618859,5.244897759,6.92323968,7.501958814,9.405930909,7.1910294905,5.355449107,BRCA
GSM427160,5.583918611,5.407702206,4.628224624,7.615925915,4.579318777,5.316879984,5.9364032425,7.21481773975,5.654806936,5.65446729,6.208711893,4.98710623,4.950248224,5.868397398,6.089429956,5.469732364,6.272308437,4.558389106,8.4900776405,12.53965448,7.52248330367,5.16953547,14.75973063,12.77284039,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.568952692,5.336114869,8.5481499285,8.7726918225,7.172180266,5.4953481145,4.419595675,11.84964955,8.3866277525,4.757305356,6.165314669,12.218859,7.594476004,9.846936382,8.822173358,9.63163019525,7.864794796,9.137228846,8.414834386,11.76843466,11.93859466,7.66975539825,9.0656610875,6.421228033,9.077998072,7.321975714,6.531307861,9.298968193,6.40837698,5.948373802,4.976605648,5.741339733,6.186615071,5.047245267,12.03758051,4.628224624,4.720021333,5.605858198,5.316879984,5.098043929,8.190863129,5.757030749,5.16953547,9.582685718,9.896635567,6.451215749,4.919591852,5.202624638,6.236545833,5.583918611,4.933585915,4.919591852,4.47893856,4.971786376,5.001702332,8.532999807,6.272308437,6.153101673,5.59156816,6.311708018,5.690704299,5.312711681,5.403788568,5.028581582,5.042218873,5.144669712,5.066316611,7.800286988,5.395243853,14.10257573,6.079650777,5.598879718,5.995434345,5.245658467,4.411281128,7.132579734,4.558389106,5.527329405,12.29684318,13.69550076,6.570846646,5.014814152,6.056156059,5.7167528625,8.797792112,4.742291468,9.324079895,6.037388399,4.516306872,6.76904778167,6.749605076,9.42250517675,7.2054038215,6.511322251,BRCA
GSM427162,5.332538997,5.254944744,5.693773551,7.252526182,5.119160314,6.882218507,5.703920468,6.670983197,5.74940585733,5.8400894345,6.5427937845,5.268575917,4.667062321,5.797150007,5.327517838,4.645326303,6.528106825,4.916490079,8.530230259,12.30321003,6.90529433767,4.766080198,14.722206265,13.2433667,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,5.189242669,5.464840793,8.7223001635,8.347676549,7.00203053,5.746201173,4.748208435,11.45478009,8.450624919,5.490579154,7.123296633,12.086046165,7.774014657,9.370829667,9.103072126,9.3275220375,7.9528696475,9.128942349,8.370459788,11.63953303,11.41529827,6.4755983955,8.3691132825,7.084173582,7.478529234,5.59724157,5.182703468,9.796177999,5.776111392,5.327517838,5.29683478,5.854439094,6.44717055,4.893861206,12.42457843,4.766080198,5.689726348,6.11187183,5.859106883,5.123512303,6.408122185,5.182703468,5.291135005,10.5173890535,10.88094205,6.311526388,5.438135838,5.229406468,5.89251929,5.438135838,5.377480603,5.450890591,4.608266403,4.938534277,5.01682082,9.896446364,6.629251419,6.943573046,4.910026549,6.217042247,5.776111392,5.579475285,5.391983545,4.893861206,5.554290497,4.814821191,5.352274105,8.863443805,5.850631456,14.49088818,6.090118375,5.916363929,6.701137054,4.366293438,5.383195587,7.152338403,4.227686882,4.978894894,12.79374357,14.12961268,7.162091995,5.346612346,5.78869305,4.9676766085,4.92244912,5.238988625,8.404376424,5.706538322,5.660003917,6.47797389533,6.661924586,8.93746772175,6.308850296,6.235732444,Control
GSM427163,6.139403622,4.805822905,5.406342144,10.09721281,4.833916319,6.076394081,6.255067907,6.89687530375,5.98301973567,5.6339076525,6.2006426915,5.400889039,4.91887665,5.111669081,5.588723066,5.518229233,5.776374632,5.057679059,8.185466732,12.39294532,6.983161939,5.17473722,14.78905083,12.78963253,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,5.502084908,5.115211455,8.63491322,9.6029335865,6.925231373,5.4821679595,4.927672792,11.32669367,8.681490445,5.340305225,5.930034295,11.749004515,7.643930351,9.998054828,9.072247268,9.877497792,7.712167334,9.096030618,6.675961001,11.58929079,11.27819405,8.47468736675,9.912890601,7.578374814,10.22558136,6.559649064,6.05474607,8.630058784,7.627900667,7.397078021,5.137105138,4.261102729,6.1817045,5.100779273,12.28676141,5.447836413,5.297935366,5.761957556,5.291135005,5.057679059,7.142926798,4.985285523,5.403788568,9.383214294,9.72142441,5.957921126,5.025484272,5.689866096,6.718844926,5.65593226,5.029244428,4.649642211,4.734183662,6.022207581,5.297935366,8.186907968,6.391506215,6.352798794,5.718917257,5.866173125,5.908039034,5.249266367,5.391468086,5.014814152,4.972360944,5.241660263,5.133924369,6.890693297,5.403788568,14.08054111,5.148335483,4.870871734,5.759829109,5.213747029,5.741744206,7.365100051,5.294355387,4.708756286,11.858053,13.52549699,6.308617188,5.468103682,5.749273627,5.650230466,8.821312505,5.283839608,8.073366542,5.593959684,5.661216049,6.589569865,6.883379873,9.628745168,7.0635894335,6.303968491,BRCA
GSM427164,5.214330049,4.980495207,5.36773034,9.421265976,4.877267261,6.73488275,5.8559405745,7.541032529,6.31612803667,5.190440571,6.5984499465,4.812512701,5.46712559,5.700170054,5.70895367,4.569953748,5.545359333,4.900638916,7.6042942415,12.29242381,6.330174048,4.972360944,14.16263594,13.44437567,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,4.905220009,5.298302041,8.5984358945,9.2477650745,6.670376976,5.6937109295,5.401742447,10.93133239,8.437438459,4.83277771,5.943107442,11.405244945,7.912531798,9.46837006,8.587722324,9.80802141225,8.2255549345,7.73643766,6.320264091,10.7357001,10.66068255,8.7833907645,11.0768842915,7.709361509,10.27605783,6.449648548,6.120295558,8.584211958,6.284297232,6.336020558,4.73377711,5.527329405,5.800130634,5.006983802,11.86752597,5.127025752,5.163308771,5.749206573,4.769786816,4.357563839,7.455781587,5.427783188,5.040904755,8.316796841,8.508201951,6.195057794,5.241850906,5.234397132,6.237741162,5.440131024,5.249266367,5.075972442,5.062436111,5.625863148,5.515077886,8.772645411,6.224296576,5.226326687,5.148742216,5.424175738,5.857863615,5.313256056,5.492182674,5.377480603,4.862465343,4.925775462,5.447257868,6.326794047,5.080669653,12.24753009,6.261065912,5.804912672,5.109685724,4.985513237,5.206341637,6.331549038,5.473633714,4.774802056,10.93481154,13.39262134,6.448203566,5.694818396,5.673988298,5.1746691875,7.866569768,4.292184127,7.100665295,6.062214149,5.443615974,7.12296279167,7.929822244,9.75931363925,7.223262653,5.453691444,BRCA
GSM427165,6.053334703,5.567888595,5.36650691,9.708299824,5.032113243,5.869940017,5.8137488125,6.69929235425,5.49544892467,5.6035564115,6.7376724395,4.877144537,4.867169068,5.22439848,5.832707292,5.188253784,6.194663913,4.732013908,8.160140768,11.25779165,7.23571497,5.744303238,14.920806015,12.61604227,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,5.850631456,5.213941395,9.1479749325,8.539454331,7.246291987,5.2190131985,5.046808884,11.54446475,7.993576451,4.85101346,5.814301269,11.57380198,6.769246515,9.915409278,8.877223636,9.7816449135,7.7555833455,8.355902877,6.423120638,10.93590557,10.36292765,6.93556862625,9.5784932405,7.186711317,5.442621133,5.361953639,5.887288406,9.778964625,5.278924469,5.532793245,5.169134558,5.938762876,5.797798494,4.915773338,13.01183005,5.164113728,5.149758548,5.401230463,6.488889022,5.229406468,6.658144078,5.391983545,6.234822818,9.692660621,10.66841992,6.5560888,4.595204309,6.117700885,5.971607496,6.13566376,5.579701547,5.650629048,5.213941395,5.899484569,5.460260315,8.33257494,6.046584505,6.933398915,6.239078755,6.430289978,6.883746426,5.337721125,5.579701547,5.920240442,5.077041333,5.114586962,4.93712219,8.740068382,6.149549624,14.7817055,7.246291987,6.62585904,8.870627591,5.139972076,5.077041333,6.893972281,4.759703782,4.342031665,13.074006,14.57543497,6.401567006,6.038980014,5.135259094,4.9680306715,6.097827379,4.93712219,6.819671775,6.314112464,4.932168974,7.111896621,6.952074702,8.9088676905,6.3213830765,5.665201768,BRCA
GSM427166,5.929442617,5.517599514,5.844744204,10.32396703,4.749817907,7.134583224,5.5469070515,7.71369658525,7.22104467367,5.677099914,6.3709421115,4.668481241,4.835559392,5.198308745,5.54798282,5.185481295,6.264072495,5.2209212,7.787027341,12.45804007,8.36211980967,5.346169084,14.71973806,12.24439068,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,5.513657531,5.989996857,8.2346108605,8.6408990135,6.951987311,5.427275568,4.81315432,11.09630685,8.7663150285,4.818404856,6.276594949,11.90487657,7.087386262,9.019494215,8.625828568,9.569462627,8.021513207,10.24459905,6.14308278,12.00461736,12.21264541,8.784989627,11.64558419,8.913054791,10.32139858,6.167122676,7.209456107,8.838747853,7.7194592,7.638763741,5.125580074,5.064162066,6.213644369,4.937828406,11.29220962,4.703782956,5.047681518,5.510179653,5.93470004,5.317422789,9.946928611,4.983234478,5.185481295,10.0318327905,10.17096442,6.9557694,5.163308771,5.002490161,6.272261775,5.638081984,5.277995204,5.193979903,4.918399651,5.313437469,5.479142629,8.732490639,6.664060114,6.316241362,5.741879005,5.996056084,5.943283297,5.767529834,5.745379368,5.467940713,5.154424477,4.898947471,5.540872931,8.533603375,6.211553127,13.7210223,7.126784799,5.256643908,5.716175548,4.688059546,4.947679304,7.831435711,4.829610187,5.042218873,12.29242381,12.86342169,6.884418198,5.853628472,6.058647282,5.6731583795,9.433126963,4.801431976,9.329281228,5.651777341,5.212093857,6.889955486,6.890298101,9.60510548975,7.3111102725,6.597423627,Control
GSM427167,5.751417692,5.54798282,5.419801156,8.22564262,5.028581582,6.029900759,6.1451870755,7.555325194,5.95571488033,5.8288154675,5.946229943,5.194570965,4.897254041,5.688817657,6.068139401,5.511603435,5.993510911,5.255700175,8.5057825605,12.89900003,7.731063702,5.233246971,14.902030635,13.07564465,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.705018031,5.178725843,8.326192676,9.21366938,6.609995449,5.608307943,5.511603435,11.59444371,8.8395686345,4.980952113,6.011904408,11.970529085,7.848311718,9.731989781,8.74698545,9.87570602,8.274441892,8.92274875,8.252974189,11.21413864,11.43208526,8.102397265,9.6121607825,7.160580214,9.687682355,6.104919098,5.771232765,8.902421187,6.001752288,6.29655434,4.517251297,4.611660232,6.130576354,5.004514032,11.8267889,5.032113243,5.570167841,5.593959684,5.839966671,5.126612849,8.894060699,5.427950757,5.596496342,10.549058171,10.68693842,6.853562589,4.715361226,5.700724934,6.314610999,6.316060301,5.144669712,5.250403832,4.672729652,5.763950127,5.229983196,9.982822895,6.242988873,6.167925508,5.863264042,5.91379373,6.059891283,5.292976103,5.274272145,4.820703945,5.662925563,5.545359333,5.178725843,7.364881259,5.69600164,13.31043176,6.715691352,5.117810604,5.936526788,4.497725104,4.931459981,7.621669354,4.950948046,5.048553625,12.3968015,13.11510467,6.341457111,5.529517425,5.738099861,5.2099235515,8.876387348,5.071045314,9.555615411,5.802975918,5.028581582,6.54146572467,6.866787846,9.74319676975,7.191795379,5.849756153,BRCA
GSM427169,6.320850743,5.022158329,5.557663769,8.925377244,4.233626673,6.617655251,5.983491492,6.841040654,5.913804198,5.269484953,6.1008998075,5.442621133,4.42789603,5.598879718,5.538702079,5.190230876,5.970169897,4.585033079,7.7151803595,12.22983432,7.94413342067,4.937593039,14.77735648,12.75620088,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,4.810457607,5.114586962,8.946522269,9.279853427,6.810382449,5.898295272,5.250782787,11.24175993,9.503521366,5.101199635,6.582936515,11.70336494,7.091597036,10.03012262,8.465740992,9.73943051625,8.0221203545,9.128046616,6.105390642,11.25995523,11.17484162,7.452973135,9.2963027245,7.170979399,7.986440979,6.112705996,5.524354632,9.801199537,6.090647705,6.232282407,5.081308998,4.726575091,6.031666056,5.272033689,12.45248586,5.168332398,5.745379368,5.159075364,6.090647705,4.821979637,8.2864551,5.279296008,5.224977213,10.2223433115,10.4183642,6.723152797,5.2209212,5.476390801,6.408334517,5.360725299,5.634020526,5.229598736,4.421060285,5.279296008,5.422747045,9.05864872,6.367550714,5.66903474,5.275576309,5.946971318,5.853503721,5.259094728,5.072117861,5.224977213,4.981865493,4.821979637,4.490583929,8.647873119,6.021041727,14.29890208,6.228150688,4.963487128,5.822354928,5.233822166,5.287630431,7.713525923,4.700180125,5.003390009,12.26341894,13.75810714,6.908516092,5.524354632,6.021041727,5.327779404,9.033320526,4.821979637,8.420129842,5.909779853,5.287630431,6.567837574,6.74143707,9.326777148,7.028214693,6.052030675,BRCA
