@relation data

@attribute 2205 numeric
@attribute 2206 numeric
@attribute 2207 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3578 numeric
@attribute 3586 numeric
@attribute 3596 numeric
@attribute 5553 numeric
@attribute 6037 numeric
@attribute 6356 numeric
@attribute 7124 numeric
@attribute 8288 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCA}

@data
10.07526224,7.440290157,11.00670145,12.33906368,12.16828986,9.699746436,7.711014946,12.91282298,7.910644417,10.84714372,5.515077886,9.158313751,13.336444535,12.12065594,10.83822324,9.558860226,5.387510099,5.10371924,5.4767379555,5.2954882695,5.2052474705,8.8805531315,4.847259412,7.200778784,5.015706349,4.306417629,6.992205122,5.735529792,7.398515374,6.586994086,BRCA
10.79624673,6.84856387,11.27393851,12.30321003,12.69228318,9.822443813,7.953456048,13.49077697,8.695855636,11.67143283,5.447257868,5.420222366,14.133262905,12.13760287,11.43314739,9.3921496365,5.257964097,4.884855828,4.9594614325,5.236038782,5.0756432285,8.629169544,5.622060057,7.206333395,4.264516339,5.112711859,7.871691396,5.024819696,7.2307473315,5.575699011,Control
9.442757511,6.411854672,10.61025923,12.51214052,12.18670552,9.650073918,7.021260744,13.12486126,8.086509293,11.58870072,5.279110251,5.457225929,13.717874695,11.35464901,10.4353997,8.7147983615,5.431465218,4.263099122,5.0479553105,5.753817663,5.1236133575,8.100279525,4.802724808,6.966479856,5.422074229,4.58082496,6.162699096,5.918392943,7.3267732685,5.411605257,Control
6.312207384,6.381591076,10.43052602,12.74633592,12.32890637,9.942749483,8.077191083,13.36098494,8.864968521,12.06323168,5.333791561,10.3670273,13.99859808,5.168332398,7.780213504,10.631558985,5.431298057,5.605117409,5.1469376925,5.61349928,4.888360989,8.0593538555,4.854508448,6.759292761,5.125166757,4.62091844,5.841225451,5.953970144,7.630971039,6.274546467,BRCA
8.376560764,6.625420731,10.47189392,12.46516723,11.98345514,8.978768455,7.638474153,12.89109452,7.920890416,11.34473713,5.297201735,8.485971282,13.808752855,10.46950983,9.120018232,8.9144644015,12.3181333,5.001814906,5.1417521165,5.322639635,5.0304882975,8.1004276705,5.541492575,6.29131404,4.710961176,4.772692515,5.923868951,6.480512034,6.968230665,5.045935721,BRCA
8.246765682,6.977683836,10.75224706,12.2754728,11.75625619,9.262635828,8.117164017,13.08056861,8.101399429,11.41646783,5.555211263,8.63870843,13.981464,10.19314989,8.861467793,8.7313364485,12.4899797,5.391983545,4.942154083,5.594179114,5.4271323535,8.34204317,5.740665359,7.75301801,5.185877691,4.883878898,7.264445239,5.918750708,7.8925894395,5.923274739,BRCA
7.834788826,6.555897139,10.15940501,12.43084983,11.64347756,9.503239959,7.258898404,13.05207472,8.205061485,11.61752958,6.078210195,9.87752231,14.06575512,4.91887665,9.566249648,9.449604418,5.472171943,5.183299167,4.8414910265,5.4511408555,5.0966617685,7.8964651425,5.349799819,7.843012016,5.300134022,4.915295312,6.665268844,6.153405728,7.583313165,6.163806263,BRCA
9.061277435,7.141599152,10.9757443,12.23093318,11.65676462,9.574726497,8.263599169,13.41513704,8.03068248,11.60575973,5.57834344,8.920911903,13.712322535,5.394901009,7.643335147,10.225497431,6.025976276,4.727256081,5.141070657,5.254707192,5.17876861,7.6852114755,5.838454683,6.514126699,4.975688932,4.314057196,7.183985468,6.574711303,7.3956632475,6.951608556,BRCA
9.626394018,6.50315441,10.85687312,12.13138765,11.71129928,10.12959893,8.503548623,13.40512953,8.137965979,11.84476863,5.238988625,5.599177363,14.275570095,11.24502395,7.749066799,8.854760398,13.57316849,5.115835678,4.993426328,5.518342789,4.992318657,7.728983218,5.467777725,7.556086644,5.27222036,5.025927152,6.778573689,6.218980304,7.433039697,5.827572151,BRCA
9.032060281,8.530075742,8.662954149,14.1941174,12.69058957,10.25507022,8.173903359,14.28224325,8.876978171,9.385733612,5.441376616,11.32825714,13.81356339,5.039808741,5.377654117,10.338725997,4.977521783,5.557280839,4.634263323,5.463931152,5.495224459,7.9403482215,5.279110251,8.954865965,5.451714936,5.279110251,5.97155002,6.779394753,7.4031008765,5.557280839,BRCA
