@relation data

@attribute 2205 numeric
@attribute 2206 numeric
@attribute 2207 numeric
@attribute 3108 numeric
@attribute 3109 numeric
@attribute 3111 numeric
@attribute 3112 numeric
@attribute 3113 numeric
@attribute 3115 numeric
@attribute 3117 numeric
@attribute 3118 numeric
@attribute 3119 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3125 numeric
@attribute 3126 numeric
@attribute 3127 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3567 numeric
@attribute 3578 numeric
@attribute 3586 numeric
@attribute 3596 numeric
@attribute 5553 numeric
@attribute 6037 numeric
@attribute 6356 numeric
@attribute 7124 numeric
@attribute 8288 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute Class {Control,BRCA}

@data
8.491293067,6.774659006,10.42552569,12.53699151,11.71707458,8.653437275,6.986698549,12.55918115,7.781935242,11.54630621,5.298302041,9.05221557,13.17461947,5.209464331,8.455307825,10.872628553,4.927435762,5.089382945,5.0072306655,5.421372531,5.03756193,8.621509826,5.014814152,7.232999148,4.532839823,4.757305356,8.519696323,6.18239994,7.8256296225,5.703219255,Control
11.32350252,6.491216266,10.02820346,12.64414927,12.24572955,9.739840141,7.281144442,13.34981755,8.649032592,11.98934847,5.536838744,10.20167708,13.80159564,6.166218956,10.05747773,11.272491057,4.805564985,5.541105329,4.7333277815,5.340579688,5.2627891075,9.0225626735,5.076613872,8.127763684,4.696429422,5.456322582,7.177920594,5.402083668,7.1910294905,5.355449107,BRCA
10.09936791,5.929560972,10.46214465,12.41967063,12.12389031,10.36525103,7.608404767,13.42453443,8.937801287,12.03603115,6.236545833,10.70468636,13.830710045,6.220528877,9.645289663,11.203772912,5.616777635,5.29242402,5.313506773,5.7194123975,4.988913529,8.5481499285,5.241660263,7.180956218,4.725757479,5.321216715,8.414834386,5.575623385,7.2054038215,6.511322251,BRCA
10.27256013,5.455665247,10.02390718,12.73729283,12.44264168,9.910005977,7.829676956,12.65253473,8.826152109,10.73799536,6.235732444,10.52975779,13.10958531,5.78869305,9.452334495,10.460565705,5.99820185,4.893861206,5.4457486575,5.472305765,5.362714252,8.7223001635,5.402254249,7.748278612,5.264171629,4.475747249,8.370459788,5.734852697,6.308850296,6.235732444,Control
10.7044551,6.691119292,10.2658146,12.54078076,11.97837451,9.620316579,7.554207264,13.40746897,8.252229158,11.62550351,5.561716584,9.840864894,13.67035693,12.58150432,11.12211636,9.409379341,5.56971228,4.885099957,4.9685946665,5.0515537875,5.185809559,8.63491322,5.759829109,6.989340921,4.703782956,4.846005888,6.675961001,6.256449903,7.0635894335,6.303968491,BRCA
9.923424476,6.455126318,10.17570583,12.60891324,11.80634431,9.126537434,7.231847873,12.82188064,7.960568361,11.3294966,5.78110476,6.358348455,13.80707185,12.50251243,10.51325413,9.4130184875,13.23175973,5.421064416,4.916242232,5.1215765945,4.996475113,8.5984358945,5.148742216,8.737501821,4.877267261,5.249266367,6.320264091,5.778347403,7.223262653,5.453691444,BRCA
9.121676695,5.709711946,9.478952156,13.03029388,12.38541089,9.037218243,8.219678124,11.51045032,8.154072682,9.519577839,5.920240442,7.503032882,12.56767587,10.54658128,9.4537342,8.787562717,11.67464041,5.516024013,5.173542303,5.2625027255,5.136192569,9.1479749325,4.541660082,7.791799626,4.748745084,4.942762263,6.423120638,5.410418489,6.3213830765,5.665201768,BRCA
9.802112873,6.013133512,10.95407835,12.60023009,12.15504123,9.091403071,7.56483756,13.04549694,7.851001152,12.09119909,5.651777341,8.982538116,13.646442645,11.59208337,9.770623066,10.614422057,5.464350722,4.626327643,5.2313828535,5.5434679,4.933053994,8.2346108605,5.007208117,6.058647282,4.703782956,4.571162912,6.14308278,5.929442617,7.3111102725,6.597423627,Control
9.946665485,5.873820117,10.48162315,12.23971048,11.79378019,9.779514641,7.754087662,13.32090986,7.884523325,12.05538931,5.841225451,9.306774385,13.92629211,12.10466109,10.89786457,9.5314758395,12.95548196,5.476714818,4.865162184,5.272333773,4.9698303565,8.326192676,5.032113243,7.211063618,5.092557633,5.112086282,8.252974189,5.48205062,7.191795379,5.849756153,BRCA
8.20347174,5.803040518,9.994474054,12.08864757,11.68597092,9.513254412,7.082364963,12.38431166,7.134300849,10.29950601,5.241850906,8.930486858,12.911595045,11.29724747,9.397268784,9.642308618,6.698430771,5.072117861,5.2729194505,5.5195452685,4.6012373475,8.946522269,5.679206489,7.296207587,5.144669712,5.241850906,6.105390642,6.012630823,7.028214693,6.052030675,BRCA
