@relation data

@attribute id string
@attribute 10000 numeric
@attribute 1050 numeric
@attribute 11040 numeric
@attribute 1147 numeric
@attribute 1978 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 2322 numeric
@attribute 23533 numeric
@attribute 2475 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3551 numeric
@attribute 369 numeric
@attribute 3728 numeric
@attribute 3815 numeric
@attribute 3845 numeric
@attribute 4609 numeric
@attribute 4790 numeric
@attribute 4893 numeric
@attribute 51176 numeric
@attribute 5290 numeric
@attribute 5291 numeric
@attribute 5292 numeric
@attribute 5293 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5296 numeric
@attribute 5371 numeric
@attribute 5467 numeric
@attribute 5594 numeric
@attribute 5595 numeric
@attribute 5605 numeric
@attribute 572 numeric
@attribute 5894 numeric
@attribute 5914 numeric
@attribute 595 numeric
@attribute 5970 numeric
@attribute 6198 numeric
@attribute 6199 numeric
@attribute 6654 numeric
@attribute 6655 numeric
@attribute 6688 numeric
@attribute 673 numeric
@attribute 6774 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute 6932 numeric
@attribute 6934 numeric
@attribute 7704 numeric
@attribute 83439 numeric
@attribute 8503 numeric
@attribute 861 numeric
@attribute 862 numeric
@attribute 8900 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.6797332095,-0.1180834439,0.5273494816,0.2841429040,1.8609808237,2.3584245311,0.3070585448,-0.1549757404,-0.0131690648,0.3341965944,1.6104626348,0.8212452234,0.2679063242,0.6620092707,0.5190507571,0.0389790288,0.1314761901,0.1863047483,0.0372776528,0.8848718814,-0.0819218758,0.3417825494,-0.1444193100,2.1550619303,0.8497827404,-0.0743738270,0.0027666772,1.1555331424,0.3611614266,0.9156794252,0.3768321643,1.1201675758,0.1390805759,0.3923970497,0.3860900013,0.0054718762,1.4593906332,1.2157194917,0.2291788254,0.4274157418,-0.0234144181,0.2904654710,-0.1286248620,0.1777965052,0.9251024214,0.2833559974,0.2282767607,0.0388651469,0.4804667581,-0.0415352312,1.2487681582,-0.0795126762,0.2503281431,-0.0529290038,-0.1256733159,BRCA
GSM481003,0.3007907103,-0.0157824914,1.3356010043,0.2877502063,1.5956025160,2.5114432043,0.3973698837,-0.1151991762,-0.0067144994,0.2224102620,1.7524189089,0.9474795161,0.4162924297,0.6213931068,1.9954492914,0.0624867354,0.0738842817,0.2694517161,0.0608519517,0.9542065300,-0.0555656530,0.1791957579,-0.1042557524,1.8772542179,1.4233998538,-0.0506758328,0.0220997693,1.4443705760,0.6512300783,1.0483523456,0.4223379152,1.1333078442,0.1453346393,0.8256779464,0.2815908568,0.0321289996,1.6346685103,1.5458108518,0.1360396983,0.6306912280,-0.0553885548,0.0839562974,-0.0310134614,0.0848102706,0.6155722956,0.3305765474,0.2317580214,0.3832931219,0.3278736179,-0.0580289182,1.0709934719,0.1190332978,0.0761700562,-0.0327675066,0.9258902373,BRCA
GSM481004,0.4733082638,-0.0789709471,1.0113510864,0.3929689074,1.3697862736,2.2194539971,0.4676012300,-0.1491221954,-0.0146582856,0.2934368548,1.7306030480,0.8814408686,0.4565757285,0.7447423427,0.9421357878,0.1247700097,0.0657351969,0.3419797647,0.1890115326,0.9630198516,-0.0759171264,0.1934292825,-0.0326631340,1.7549905779,1.4479867770,-0.1540841441,0.0015714503,1.2018412555,0.6042566722,1.1945232449,0.5495924441,1.3982536542,0.0639251527,0.5918967704,0.4157156661,-0.0550780728,1.6619296756,1.4715695732,0.0275244191,0.4066202738,-0.0500999228,0.1372055122,-0.1428743303,0.1890694758,0.6308917645,0.6760884334,0.3548092483,0.0808795862,0.2659067271,-0.0913935064,1.4482506214,0.1043470586,0.2454496449,0.0206263259,-0.0354657281,BRCA
GSM481005,0.7983672971,-0.0691447504,1.1125758780,0.7559128657,1.2945557835,2.3890128664,0.4302809539,-0.0985862312,0.0304015636,0.2603539082,1.6458761891,0.8521304950,0.3903404364,0.7021117498,0.4197243881,0.2351409233,0.1621117626,0.1626732602,0.0661443981,0.8978069759,0.0912356529,0.2936143763,-0.0949890131,1.6545043441,1.0055721670,-0.1223234448,0.3289049813,0.9524374414,0.3517010318,0.9474653263,0.4403047296,1.3712493853,0.0764267961,0.5596565347,0.3888399490,0.0193623169,2.1236051734,1.2129281088,0.6309395681,0.4885815124,0.0180744121,0.2881692323,-0.1409813033,0.1629802437,0.7679728692,0.4335148484,0.3095768749,0.0376215268,0.4122424872,-0.0902552974,1.3552098126,0.0457376592,0.2719397081,0.0319122290,-0.0567762021,BRCA
GSM481006,0.6102282105,-0.0752461007,1.3314135970,0.5505344721,1.7321545370,2.7993582883,0.4174783649,0.0398417017,0.0247047886,0.2802438269,1.6704388113,0.8876503406,0.2354427614,0.7695110285,1.2653572094,0.0794755013,0.1676137317,0.2744588943,0.1223146532,0.6079864987,0.0818538499,0.2433270854,-0.0674328190,2.6100898834,1.3385462081,-0.0515387084,0.2390861619,1.1112498336,0.6067214539,0.8009999103,0.3909603753,0.9865753614,0.1169393467,0.4886666650,0.3354175018,0.0438292581,1.6552993021,1.3122026393,0.4139080834,0.2278557571,0.0128678733,0.2175775908,-0.1630058094,0.2528915434,1.0187069334,0.6613827465,0.3820596916,0.1508554700,0.5129803772,-0.1037629724,1.4518673271,0.1659671659,0.1448328871,0.0944054428,0.7741621174,BRCA
GSM481007,0.3836162349,0.3331640382,1.6744053693,0.2756707471,1.8791123627,2.4604020782,0.2757121727,-0.1815012768,0.0693962222,0.0997455566,1.7786090209,1.1560421735,0.2572633833,0.9390580363,1.8259181446,-0.0297455482,0.1433539864,0.2869294803,0.0016019143,0.8448888773,-0.0362453415,0.1014056848,-0.0381952070,2.4705133587,1.4767880777,-0.1263724936,0.1471414633,1.4279245571,0.7937499296,1.0537320631,0.2606000659,1.0516917631,0.1837086821,0.9255183645,0.2957258879,0.0882056575,1.2351145123,1.4910032429,0.1694968132,0.6210500084,-0.0621160632,0.2030390211,-0.1158936100,0.2699643974,0.7596731636,0.6584754725,0.2433287780,0.0523900811,0.3945177911,-0.0501626701,1.2766758504,0.0523188741,0.0798980014,-0.0463317425,0.4225386212,BRCA
GSM481008,0.5217626055,-0.0723455251,1.4788457837,0.9329660580,2.0799901485,2.1300801171,0.4476290999,-0.0673005681,-0.0033952392,0.1532034397,1.6622805248,1.2938889639,0.3088421996,0.8205010526,0.6175316408,0.0477316900,0.1743810166,0.2562567367,0.2086261566,0.9191996994,0.2017045878,0.1758980179,-0.0852505426,1.1117707862,1.1338950680,-0.0720937303,0.0879067641,1.1462765579,0.5300908375,1.3008506936,0.4047704326,1.0726860836,0.1199409844,1.0612640086,0.3589827556,0.0870531864,1.6781765093,1.3571830794,0.5929385196,0.5373691567,0.0012555714,0.1490175020,-0.0880431144,0.1605632000,0.4238343863,0.1243573846,0.2195734002,0.4492832672,0.2421337500,-0.0265493276,0.7799835039,0.0282589524,0.2294827466,0.0228487654,-0.0585649649,Control
GSM481009,0.5489170128,-0.1463405704,0.3548656160,0.4141671401,1.2341214847,1.7882246540,0.1436777954,-0.0635557971,-0.0460119554,0.1104632507,1.3427748691,0.5253295350,0.1725846681,0.6588328657,0.2610165252,0.0007197229,0.1793832846,0.0096561856,0.0623427681,0.7767756040,-0.0457928035,0.2437746771,-0.0950082633,2.2614719794,0.4174557194,-0.1321362915,0.1336468826,0.6547553167,0.2101479178,0.7895660317,0.2795271149,0.7096309500,-0.0310865428,-0.0767497015,0.2270372226,-0.1141318615,0.9449293574,0.9630623995,0.1911922992,-0.1626200724,-0.0048567386,0.0807280921,-0.2779894632,-0.0320870272,0.7435965043,0.1552610239,0.1357923958,0.0965627080,0.5029285724,-0.1258245725,0.8893958329,0.0289410084,0.0262241433,-0.0310353175,-0.1077079204,Control
GSM481010,0.6249280034,-0.1358522807,1.2672209319,0.8322192047,1.9422432633,2.1086231072,0.3798376370,-0.1251469134,0.0036142197,0.3681621031,1.7509254467,0.9039840400,0.3174347172,0.5558823925,0.6622367236,-0.0137498037,0.1744263203,0.2640629692,0.1809599443,1.2621549368,-0.0746804124,0.2892597577,0.0721562371,2.0660228432,1.1752510060,-0.0223426086,0.1319778106,1.1194783820,0.3771579172,0.9473898024,0.5158594621,1.1154199801,0.1620686616,0.7550900512,0.3965836786,0.0060520500,1.1449683505,1.2152642781,0.5689818496,0.4924584213,0.0688335455,0.2435579410,-0.1595492806,0.2509317977,0.8288929381,0.1787025944,0.2733712041,0.0227985563,0.3422708611,-0.1066722102,0.9106897973,0.2118905579,0.1441223709,0.0687514122,0.0923581907,Control
GSM481011,0.3773361022,-0.0141221937,0.9571394523,0.2562781054,1.8786059805,2.7272794777,0.4895673924,-0.0620418374,0.0986143788,0.1710649889,1.9492786230,1.1300241724,0.2600992171,0.8748071725,0.8639014032,0.1759308717,0.1905613793,0.2834044827,0.0443784665,0.7011700384,-0.0571184079,0.2223992294,-0.1192103243,1.8421034590,0.9093435548,-0.0940577877,0.0018939260,1.3710955015,0.6213076331,1.1376254112,0.3978262835,1.5733309313,0.2404869166,0.8490704160,0.2711141126,0.0494356066,2.1114134911,1.4994342731,0.2854890496,0.6076260573,-0.0475626586,0.0857347009,-0.1073841202,0.2114646371,0.5340521790,0.3469468820,0.2940408219,0.0344876326,0.2851886856,-0.0086285076,1.5787073300,-0.0562693753,0.0358801501,-0.0891412528,-0.1251882654,Control
GSM481012,0.6217948134,-0.0813577630,0.7830000131,0.5080775619,1.7686657459,1.8813959094,0.2876286948,-0.1154220378,-0.0456573765,0.2847575255,1.5784882939,0.8123865621,0.4779004869,0.4382156656,0.7756033108,-0.0288340252,0.1563635992,0.2250499161,0.1195168558,0.9596517943,-0.0537787851,0.2830991491,-0.1024960368,2.1847537608,1.1253169480,-0.1372564608,0.1236136932,1.0652331748,0.5150555666,1.1353855986,0.4602609591,1.1019343174,0.0911824431,0.4327418197,0.3464573934,-0.0119034234,1.0900593742,1.1187853771,0.4983770618,0.3534324144,-0.0046310019,0.2235082760,-0.1044691598,0.2223655503,0.6768378452,0.2328366154,0.2785303607,0.0501443366,0.3992790022,-0.0945295104,1.0675151346,0.0897456310,0.2948370866,0.0656830321,0.7922066413,Control
GSM481013,0.5423872353,0.0253171747,1.8044512539,0.4805216451,2.6001427921,2.6179897917,0.5135772455,-0.0689378790,-0.0002743240,0.2269266956,1.6565090109,1.6534560970,0.2342290882,1.2216475745,0.5299239622,-0.0439559420,0.0518168313,0.2549379326,0.2367984392,0.9881928860,0.3265263024,0.0987440369,-0.0858398766,1.2062035500,1.2742863821,-0.0740173064,0.0858122040,1.2047459455,0.5669232821,1.4134164264,0.2502310655,1.2130804397,0.2032989389,1.6294833929,0.4000868027,0.0679759015,1.8421658798,1.5556905367,0.3492456234,0.9812003274,-0.0280898488,0.0460112942,-0.0661965981,0.2532499727,0.4573096954,0.2194713784,0.2140877245,0.6779698055,0.2575548780,-0.1296490278,0.5954043641,0.0658498511,0.2247311698,-0.0187530009,-0.1281214105,Control
GSM481014,0.4683649742,0.1646374093,2.0151191630,1.1938015563,2.0119884610,2.0626784828,0.3600116801,-0.0379481390,0.0064120490,0.3165627693,1.2421748134,1.0210845322,0.4391812867,1.1458699588,0.6315056550,0.3289118851,0.3313925304,0.0906496075,0.3497016751,0.7378481291,0.3256052658,0.4610486274,-0.0988339452,2.2441695331,0.7996720764,-0.0827646763,0.3309938921,1.0719225659,0.5815166299,1.0470499021,0.3728799876,0.7769479156,0.1858299267,0.7193479280,0.4424410221,0.0934995478,1.7763802502,1.1714154971,0.4589858494,0.3693084121,0.0084851914,0.2950834701,-0.1267831717,0.2921107814,0.5172496938,0.1398099494,0.3323237256,0.2751078612,0.3848910336,-0.0320977157,0.6666336246,0.4407607048,0.2135456265,0.0193779672,-0.0523097490,BRCA
GSM481015,0.4323678063,0.0789491248,1.3736774199,0.4266784830,2.1398900522,2.7202442222,0.5539258319,-0.0691012578,0.0138058434,0.2872301042,1.6013563458,1.1101989111,0.4624862845,0.9273627931,1.4218555690,0.6842061010,0.2065840998,0.0833212485,0.1032914892,0.4385461199,0.0294819180,0.2014516948,-0.0560449199,1.4034810067,1.1271836070,-0.1182794240,0.1974025599,1.1527584208,0.6482438049,1.2005679142,0.3970232428,1.2662113122,0.2108010371,1.0519241758,0.3921028600,0.1600088173,1.7866000267,1.3739821009,0.1846217488,0.5889218277,-0.0340474368,0.1494769473,-0.1133233377,0.2929708429,0.6427168198,0.5084051885,0.3527782936,0.1579560364,0.4554121921,-0.0629729968,1.5981967302,0.1557607413,0.0275838414,0.1868225522,-0.0869364806,BRCA
GSM481016,0.5793673010,-0.0712811669,0.9810148467,0.8205403303,1.3715990856,2.0178352594,0.2557678411,-0.0367630419,-0.0094697879,0.2759529561,1.8586949196,0.9262994193,0.2666076076,0.7253977396,0.2741741969,0.1799476008,0.1550476976,0.0930074888,0.0883782635,1.7372866348,-0.0465262772,0.1879192361,-0.0344923580,0.9305836055,1.0464032756,-0.0886256854,0.1428325966,0.8869743069,0.3748121813,1.2531776893,0.5611247425,1.1607094455,0.0464867247,0.3827381908,0.2947261601,-0.0427479039,1.9076823832,1.1017041531,0.1344851521,0.2011716290,0.0025573775,0.1807201017,-0.1140112263,0.3239871639,0.6364554825,0.2426523455,0.3917667262,0.0947415436,0.2435445953,-0.0266577987,0.6754211410,0.0906989098,0.1752002457,0.0108692179,0.0737791614,BRCA
GSM481017,0.8371084574,-0.1481111981,0.6102159726,1.4483107159,1.0182582229,1.3314801619,0.1612408568,-0.1065237789,-0.0445100988,0.2625540499,1.3855678936,0.5171931558,0.3823814951,0.4791269582,0.0933364129,0.1141412109,0.3532067962,0.1540562862,0.1718103302,1.3459072037,0.0294834772,0.5053033147,-0.0261733573,1.0126686879,0.4564138799,-0.0809388944,0.3781367167,0.4736469695,0.1890148525,0.7735356247,0.4672802847,0.5629059449,-0.0165517380,0.1373565855,0.4142338808,-0.0195518144,1.8173271818,0.8351121861,0.9595155914,0.0836652006,0.0984201438,0.3590581081,-0.1074790881,0.2230204127,0.6101666623,0.1354017081,0.1603660412,0.0146931159,0.3729160931,-0.1218720111,0.4917927029,0.0575535062,0.2324480114,0.1233863381,0.0749368924,BRCA
GSM481018,0.1781137291,0.2148024177,0.8061801429,0.1831822459,2.8471015840,2.3386700948,0.4512738995,-0.0691392819,0.0271392566,0.2328508874,1.5609027490,0.9430964104,0.7476205934,0.6670534183,0.2372038051,0.0802311899,0.0635509115,0.3944780438,-0.0151011771,1.2553287445,-0.0617383748,0.2168153361,-0.0960018568,1.1255556419,0.5272339107,-0.1337999874,0.0426955287,1.4251999246,0.4240598994,1.0990589407,0.4103365585,0.9598313551,0.2315901537,0.7911132642,0.3959389863,0.0578485642,1.0530253495,1.2476541475,-0.0054797439,0.3291925809,-0.0661165698,-0.0092683027,-0.1671726023,0.0697378496,0.6826786094,0.7320139526,0.2114256294,0.9914585015,0.4693396788,-0.0654963652,1.3039377629,0.0133991402,-0.0240325511,0.0768932768,-0.1618459179,BRCA
GSM481019,0.5892617554,-0.0143766737,1.4044223171,0.7841421493,1.9825872408,2.3733375204,0.4021947691,-0.0199261142,0.0166942897,0.3207782535,1.6939296023,1.1114784536,0.4987236189,0.6759159609,1.2510102921,-0.0517190133,0.3104414724,0.2397816159,0.1585245694,1.0174876302,-0.0332765080,0.4036104572,-0.1094830778,1.0466743260,1.2683555657,-0.1359831804,0.2832725297,1.3293069480,0.5918387840,1.1925539435,0.4554223602,1.0253944844,0.1500525396,0.8715875683,0.4703316232,0.0722920809,1.8847912549,1.1705218292,0.5919812719,0.6459896448,0.0599291107,0.2534917277,-0.0455060549,0.2816247902,0.5548542439,0.1600523178,0.3175308538,0.0796846489,0.3182122561,-0.0314867994,0.7200878692,0.2591291858,0.2343331281,0.1824311966,-0.0056944244,BRCA
