@relation data

@attribute id string
@attribute 114049 numeric
@attribute 124 numeric
@attribute 125 numeric
@attribute 126 numeric
@attribute 127 numeric
@attribute 128 numeric
@attribute 130 numeric
@attribute 131 numeric
@attribute 1312 numeric
@attribute 131965 numeric
@attribute 1621 numeric
@attribute 1638 numeric
@attribute 1644 numeric
@attribute 218 numeric
@attribute 2184 numeric
@attribute 220 numeric
@attribute 221 numeric
@attribute 222 numeric
@attribute 259307 numeric
@attribute 2805 numeric
@attribute 2806 numeric
@attribute 2954 numeric
@attribute 3081 numeric
@attribute 314 numeric
@attribute 316 numeric
@attribute 3242 numeric
@attribute 4128 numeric
@attribute 4129 numeric
@attribute 4282 numeric
@attribute 51409 numeric
@attribute 51451 numeric
@attribute 5409 numeric
@attribute 6898 numeric
@attribute 7054 numeric
@attribute 7173 numeric
@attribute 7299 numeric
@attribute 7306 numeric
@attribute 8639 numeric
@attribute 9836 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,2.5695371362,-0.0524310057,-0.1347198700,0.0613976857,-0.1346931132,0.6253889886,-0.0707705465,-0.0907943317,0.6958642481,0.3547335890,-0.1071769282,-0.0655926939,-0.0875897597,-0.2854896040,0.4370163949,1.2724361456,0.4390143225,-0.1159840439,-0.2454691876,0.5626744674,2.8148930073,0.9395131395,0.1888885266,-0.0317160022,0.1939221078,-0.2214313621,0.1451245776,-0.0869280419,2.8571139971,0.5191571830,1.5280890531,-0.0597783029,-0.1039383443,-0.2512615576,-0.2022863563,-0.1209550743,-0.1448446427,-0.1886582139,0.3576045201,BRCA
GSM481003,2.3194196621,-0.0628011676,-0.0588399746,-0.2279347480,-0.1010824245,0.5544932642,-0.1061360456,-0.1076664133,0.7476968945,0.1173904967,0.0190064174,-0.0624441278,-0.0910439536,-0.2035900616,0.5056440006,2.3741602134,0.3642119825,-0.0836361832,0.1988751299,0.4312056128,3.0352369150,1.1483629123,0.0746402840,0.0301934800,0.2487585688,-0.0644792560,0.0484505714,0.0015658356,3.0290108126,0.6175628711,1.7073953947,-0.0281594202,-0.0294739802,-0.1495431560,-0.2082409407,-0.1345887136,-0.1549727859,-0.1504128043,0.6405506167,BRCA
GSM481004,2.1559533413,-0.0942149338,-0.0325418087,-0.0818094390,-0.0825328696,0.6702453066,-0.0472293821,-0.0060980176,0.6642833777,0.1991565252,-0.0422159154,-0.0464840005,-0.0636410970,-0.2686957158,0.6290295343,2.1709424416,0.5950805777,-0.0865501958,0.6251669753,0.4539665281,3.1931924820,0.7132488500,0.0214053321,-0.1242649171,0.2808902524,0.0277454964,0.2435479094,-0.0635522279,2.0678131581,0.5508109982,1.8107213577,-0.1103307949,-0.0780701595,-0.1139772636,-0.2222200623,-0.0949517241,-0.0336544121,-0.0840600951,0.7248171401,BRCA
GSM481005,2.2830483517,-0.1359807491,-0.0978901217,0.1046764377,-0.1295259394,0.6667113444,-0.0822802793,0.0134372121,0.6180538165,0.2697204029,-0.0242268404,-0.0164464587,-0.1217813995,-0.2333305496,0.3948744223,1.3321897744,0.2255821759,-0.1352569876,-0.1438278636,0.4137655492,2.6438763537,0.6578700376,0.2199284622,-0.1447849048,0.3733750724,-0.2451757248,0.1857583780,-0.1267775762,2.7063416906,0.4678315234,1.4925532804,0.0219535819,-0.0928968261,-0.1839957377,-0.2046659691,-0.1545842136,-0.1431722826,0.2788623667,0.6689957811,BRCA
GSM481006,1.9004744026,-0.2108166909,-0.0805793162,-0.1030335463,-0.1095244659,0.4597174816,-0.1015294299,-0.0258435596,0.6335657793,0.3059331031,-0.0296859952,-0.1182510795,-0.0822029562,-0.3008817545,0.5633333359,2.0070518163,0.4114961186,-0.1216376777,0.0760559282,0.5263185232,2.5650868017,1.0643834956,-0.0322659229,-0.0033132997,0.0753132584,-0.1810597430,0.2731100519,-0.0209217585,3.1831733517,0.4942414016,1.3595508006,-0.0854933924,-0.0911331807,-0.1161467007,-0.3066764671,-0.1057230226,-0.0963050015,0.0930584413,0.5224335061,BRCA
GSM481007,1.7596490847,-0.0505406322,-0.0999831486,-0.0483416160,-0.0626799167,0.4754699913,-0.0399487634,0.0323586727,0.6043026530,0.1309264127,-0.0196187584,-0.0457385158,-0.0765860844,-0.3107484635,0.3755279411,1.7591606010,0.5989918505,-0.1305413990,0.3044010517,0.4112270022,2.5857946080,0.9248790181,0.0593639538,-0.0802383079,0.2111238170,-0.2469661724,0.4147273969,-0.0663053751,3.5401644178,0.3282661110,1.3244977992,0.0301187311,-0.0485382267,-0.1227744416,-0.2548820310,-0.0786862498,-0.1443611355,-0.0888141567,0.7024494043,BRCA
GSM481008,1.6309041448,-0.1226232383,-0.1182529541,-0.1074391420,-0.0697250808,0.5187395788,-0.0369367304,-0.0538307900,0.5085953276,0.2318749602,-0.0491436993,-0.0769493770,-0.0771261006,-0.2534886757,0.6183794552,1.7301716414,0.3176785913,-0.0930229935,0.4847984499,0.4905906091,3.0588130157,0.8017106932,0.0076649558,-0.1749120204,0.2509681765,-0.2113904879,0.0451314856,-0.1486230927,2.8907331094,0.7742425809,1.5086545149,0.0079413007,-0.0572749781,-0.1272905630,-0.1798503539,-0.1116673821,0.1667388402,-0.1237392973,0.6865265768,Control
GSM481009,1.3418768711,-0.0897806554,0.4015985835,1.5265520810,-0.1022301665,0.6267679782,-0.0866576479,-0.1129501712,0.3081738615,0.0633921731,-0.1843517235,-0.0542227454,-0.1145213829,-0.4060247298,0.0539997905,2.1016619261,0.2640226102,-0.0507299871,-0.2309491953,0.4440469943,2.0944252810,0.6324392874,0.0001841012,-0.1110957666,0.0827444900,-0.4016623809,-0.0830280202,-0.0906468695,2.3090589013,0.3819612985,0.7599476203,-0.2011931678,-0.0798087349,-0.2682367118,-0.3292680393,-0.1432290091,-0.1218108059,-0.0893934176,0.3906163987,Control
GSM481010,2.0246730909,-0.0922809699,-0.0685862102,-0.2346951363,-0.0906205110,0.5929383701,-0.0452846128,-0.0210349226,0.6754612406,0.2789965944,-0.0437719781,-0.0644110430,-0.1344144997,-0.0958842543,0.4216642409,2.3740760535,0.3253444095,-0.0682366275,0.0672627829,0.6426227603,3.0485917730,0.8935827463,0.2453877389,-0.1006249860,0.7114939772,0.0309763646,0.0537018078,0.0547498727,2.7385778692,0.3541039047,1.7826094892,-0.0491915908,-0.0933794826,-0.0482597125,-0.1871980018,-0.0969774251,0.0203954376,-0.0319023414,0.5221093099,Control
GSM481011,2.3966485659,-0.1052115387,-0.1361586765,-0.1073137047,-0.0029908553,0.5669863396,0.0027235979,0.0021021766,0.8348298926,0.0391805458,-0.0616497993,-0.0780781132,-0.1056464588,-0.2011037404,0.5497903836,1.1143954872,0.3225665058,-0.1064031793,-0.1174775181,0.5536915518,2.8247204623,1.2148902156,0.1172020797,-0.1085641736,0.1194972085,-0.0663515140,-0.0094730394,-0.1208987912,2.8712642589,0.6076717139,1.5693177648,-0.1416828756,-0.0392444069,-0.1738262996,-0.2313585828,-0.1255581962,-0.1451740928,-0.1815969126,0.5328414870,Control
