@relation data

@attribute id string
@attribute 1311 numeric
@attribute 1378 numeric
@attribute 1440 numeric
@attribute 22914 numeric
@attribute 2532 numeric
@attribute 2993 numeric
@attribute 2995 numeric
@attribute 3039 numeric
@attribute 3043 numeric
@attribute 3045 numeric
@attribute 3082 numeric
@attribute 3383 numeric
@attribute 3458 numeric
@attribute 3553 numeric
@attribute 3569 numeric
@attribute 3576 numeric
@attribute 3586 numeric
@attribute 3592 numeric
@attribute 3606 numeric
@attribute 3683 numeric
@attribute 3689 numeric
@attribute 3820 numeric
@attribute 4035 numeric
@attribute 4233 numeric
@attribute 4615 numeric
@attribute 5175 numeric
@attribute 54106 numeric
@attribute 6347 numeric
@attribute 6382 numeric
@attribute 6383 numeric
@attribute 6385 numeric
@attribute 6401 numeric
@attribute 6403 numeric
@attribute 7040 numeric
@attribute 7042 numeric
@attribute 7043 numeric
@attribute 7057 numeric
@attribute 7058 numeric
@attribute 7059 numeric
@attribute 7060 numeric
@attribute 7097 numeric
@attribute 7099 numeric
@attribute 7124 numeric
@attribute 7412 numeric
@attribute 948 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 9672 numeric
@attribute 975 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.1885957939,-0.0576510539,-0.0375441256,-0.0535336546,-0.1558868954,-0.1042978212,-0.0435171978,-0.1021436100,-0.0123068200,-0.1824294915,-0.0906822892,-0.1035979016,-0.1502639149,-0.0177594677,0.1266020980,0.8618448906,-0.2551962770,-0.1427666815,0.7036440041,-0.1629247241,0.0159100612,0.0096652626,-0.0520840566,0.8759700277,2.0220233733,-0.0977560243,-0.0480750479,-0.0133626043,3.0741053328,0.3099377871,1.5485496501,-0.1551491330,-0.1138486331,-0.0716510054,1.2115081400,0.2120186358,0.7807964061,0.3932873070,0.1708268752,-0.0471005226,0.1084792829,0.2804396783,-0.0286056817,-0.0580768910,-0.0807422423,-0.0538285408,-0.1593005250,-0.0168667693,1.9410274476,BRCA
GSM480985,-0.1265682912,-0.0329578288,0.2360492327,0.1197194079,0.3743497044,-0.1103191358,-0.0026697804,-0.1695725505,0.0039227061,-0.1535055972,-0.0898872891,0.5833301749,-0.1919777421,0.2870424135,-0.0603622181,1.2310367167,-0.2261143029,-0.1356333635,0.2756597614,-0.1544825037,0.4165791678,0.0199232041,0.0130867648,0.7798522333,1.8178075153,0.2792669382,-0.0342530832,1.7034978403,2.7443737702,0.9386319431,1.6302405003,-0.1737338810,-0.1547061069,0.0824852629,2.2415468245,0.3937102099,0.8786496086,1.1186759538,0.6906665528,-0.0798309424,0.9595268907,0.4057916362,0.0503361004,-0.0668805957,-0.1179885435,0.0384253590,-0.1639282239,0.0609114160,2.6223033666,BRCA
GSM480986,-0.1488533476,-0.0682137781,-0.0736170338,0.0275756286,-0.1216023209,-0.0640621795,-0.0942013208,-0.1077085847,-0.0141209895,-0.1367192818,-0.1205275572,0.0910193258,-0.1827084002,-0.0239051148,0.1871303074,1.1678017355,-0.1601737868,-0.1428892811,1.3583709663,-0.0598317276,0.2119055211,-0.0314414858,-0.0514127102,0.9021996147,2.2257816393,0.0578492413,-0.0651264098,0.1796802489,3.0896990790,0.4058650790,1.6415454167,-0.1231412375,-0.0896091402,0.0753126589,1.7475938090,0.3265607800,0.8583921324,0.4738288340,0.2894723339,-0.0423304369,0.3079955788,0.4525440362,-0.0117659394,-0.1428943199,-0.0998193118,-0.0640416026,-0.1522055960,-0.0610784786,2.2950280980,BRCA
GSM480987,-0.1636390826,-0.0586184299,0.6482088058,-0.0909626355,0.8487556104,-0.0451683908,0.5472377425,-0.1425522163,-0.0677865784,-0.1430072873,-0.0090221537,0.0811703488,-0.0920013336,0.1687085862,0.4079698621,1.1729830871,-0.2000680720,-0.1302193291,0.0018086004,-0.0277132272,-0.1507511987,-0.1032938143,0.2327732826,0.2276951068,1.6798553201,0.0666340686,-0.1253291883,1.7397336760,1.0051738785,1.0496575733,1.1795413494,-0.1486848816,-0.0830762666,0.1392795458,0.3280445553,0.7380631556,0.0778492043,3.6860260434,0.0506128571,-0.0087590822,-0.0101977218,0.0066104551,-0.0407701192,0.0192796569,0.0493138283,0.0094975195,-0.1375176070,0.0106357998,2.2694300339,BRCA
GSM480988,-0.2000510053,-0.0017623047,-0.0823529740,-0.0626841221,-0.0502948857,-0.0873522586,-0.0702775221,-0.0551853118,-0.0732097540,-0.0736225555,-0.0750667196,0.0125506422,-0.1157230785,-0.0187831094,0.0463543034,0.4444268425,-0.1748360544,-0.1597166529,0.5375493863,-0.0952885697,0.1527472083,-0.0378967066,-0.0048583256,0.6423381358,2.2301817603,0.0560007524,-0.0204962117,0.0024683304,2.9943793590,0.3906642454,1.3530614412,-0.0991857880,-0.1503732246,-0.0270612048,1.3875513934,0.3109506394,0.5305066860,0.2420938261,0.3373033951,0.0140038898,0.4413706618,0.2433668587,0.0001304974,-0.1002006726,-0.1065245837,-0.0275243978,-0.0947629332,-0.0961687959,2.0274857433,BRCA
GSM480989,-0.2807606428,-0.0339873365,-0.0650946480,0.0601247004,-0.1602823389,-0.0717791624,-0.1077177207,-0.0551380948,-0.0091619717,-0.1880646123,-0.0368859072,0.1448837195,-0.2689341306,-0.0912345345,0.0336776683,0.7921105779,-0.2916233484,-0.1920061474,0.9557667673,-0.0876169978,0.2589396170,0.1041865319,-0.0198415767,0.7024636094,2.0839382543,-0.0272980543,-0.1052780208,0.0938955087,3.6682605744,0.3431360258,1.8110213104,-0.0660730357,-0.0572108633,0.0133025040,1.2185817174,0.1787676166,0.5293077247,0.3304908373,0.1493101121,0.0237075466,-0.0287181588,0.0364966773,-0.0217998318,-0.0519749711,-0.0805394203,0.0307232283,-0.1816061430,0.0015464605,2.6022959201,BRCA
GSM480990,-0.1743133251,-0.0190065218,0.9507265409,-0.1018482266,0.1154187588,-0.0584660067,0.0924542982,-0.0477370933,-0.0376377894,-0.1384073747,-0.0446085129,0.0809441500,-0.1534946757,1.2702010869,0.1569095779,0.7562215037,-0.1563080516,-0.1445224128,0.3972254762,-0.0603801500,0.0421455834,-0.0106810340,0.1240490571,0.5615265150,1.9516628450,-0.0833004629,-0.0677892822,0.0859327726,4.1096160131,0.2302340026,1.6411135348,-0.1942993655,-0.0600925009,0.2451527447,0.8158590440,0.1661497030,0.6818625948,2.7857392100,0.0977478973,-0.1419418324,0.2468266006,-0.0570322130,-0.0152148257,-0.0223002396,-0.1016850573,-0.0896845966,-0.1055990883,-0.0146075526,2.5189896225,Control
GSM480991,-0.1893013819,-0.0251235024,-0.1556206161,0.0423795409,-0.0212006791,-0.0755029577,0.0001118790,-0.0324834312,-0.0536134558,-0.1654221290,-0.1119926799,0.4397473894,-0.1411837970,0.1146655146,0.0010899390,1.1222321147,-0.1673274888,-0.1728493255,1.0451854930,-0.0431565059,0.2775288068,-0.0626543839,-0.0125254013,0.7570488190,2.3958708842,0.0727533391,-0.0556087527,0.8448822292,3.6162503886,0.6904866907,1.7358619571,-0.1286949196,-0.1155560841,0.1592403697,1.9517531172,0.4247659047,0.8245584206,0.2750927868,0.2869539791,0.0469225929,0.4888265900,0.4451607267,0.1726690396,-0.0388794719,-0.0926914101,-0.0468050021,-0.1121194788,0.0401366718,2.8027356268,Control
GSM480992,-0.1370802910,0.0291223202,-0.0647908387,-0.0279400161,-0.1407064193,-0.0482083459,-0.0057650431,0.1059712928,-0.0518654926,-0.1542208156,-0.0559256946,-0.0112701706,-0.1471509594,0.2461778623,0.0448783156,0.0302081386,-0.1863134343,-0.1686027116,0.7666563989,-0.0750062975,0.2887557880,-0.0656360820,0.0354275908,0.4905067957,2.3023018834,-0.0834281884,-0.0616170052,-0.0703406178,3.6835959239,0.0356883310,1.7462103264,-0.1506419356,-0.0242750157,0.2146601245,1.2877959238,0.3493119074,0.6463765361,0.6661785153,0.2548571003,-0.0645301006,0.0087293616,0.0764855271,-0.0538811761,-0.0905293676,-0.0947553344,-0.0313747032,-0.1507984696,0.0007479164,3.0308103859,Control
GSM480993,-0.1235905596,-0.0868276205,-0.1131959442,0.1119978719,-0.0759363542,-0.0751676916,-0.0155592751,-0.0845676603,-0.0283074285,-0.1601245526,-0.1118735073,0.0740493629,-0.1658804081,0.0334400552,0.2203348601,0.6293743797,-0.0972517151,-0.1339600720,1.2378913033,-0.0977074247,0.1604505838,-0.0478212661,-0.0385480588,0.6604025472,2.1670868793,0.1558390237,0.0025515491,0.1024647596,3.2545978602,0.6769448463,1.6531071879,-0.1817883469,-0.0761097056,0.1564938422,1.7717089691,0.2084418686,0.8519720612,0.7746434411,0.2323772727,-0.0580847655,0.3206592424,0.3591011205,-0.0270253466,-0.0898974359,-0.0884887581,0.0125217407,-0.1587878019,0.0324880207,2.7095573025,Control
