@relation data

@attribute id string
@attribute 10858 numeric
@attribute 10998 numeric
@attribute 1109 numeric
@attribute 1581 numeric
@attribute 1582 numeric
@attribute 1593 numeric
@attribute 23600 numeric
@attribute 3295 numeric
@attribute 51302 numeric
@attribute 570 numeric
@attribute 6342 numeric
@attribute 6718 numeric
@attribute 80270 numeric
@attribute 8309 numeric
@attribute 9023 numeric
@attribute 9420 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0506379264,0.4732009415,-0.0603850419,-0.1544413325,-0.1257529047,0.0827052529,0.2204577298,0.5121318598,-0.0007947414,-0.1039827502,1.6474101823,-0.1656120817,1.3844643882,0.0970783673,0.1672385156,0.0954549246,BRCA
GSM480985,-0.0575053684,0.3026447457,-0.1008843696,-0.1390370326,-0.1358111336,0.9721574185,0.1643583178,0.4998827064,0.4123705135,-0.0788189772,1.7188576495,-0.1166585766,0.9002115603,-0.0900201139,-0.0465247840,-0.0450604692,BRCA
GSM480986,-0.0322341052,0.5061001109,-0.1126963974,-0.1350079182,-0.1038942073,0.1870853779,0.3330737351,0.4177752157,0.0910020771,-0.0872652922,1.3991157552,-0.1731365281,1.2428257638,0.0261544572,0.0361106383,0.1338707320,BRCA
GSM480987,-0.1077442177,0.3140809181,0.0270504221,-0.0826320147,-0.0953085799,0.2668292613,0.1659381919,0.3299822877,-0.1044582358,-0.1032722484,0.8280340398,-0.0503693871,1.7752535708,0.0829175309,0.4554331723,-0.0983005570,BRCA
GSM480988,-0.0481454713,0.3366798059,-0.0918342666,-0.1273434198,-0.1113271977,0.1537195443,0.1829655876,0.7515428386,0.0875959588,-0.0452212076,1.1775287372,-0.0842867750,0.6131784138,0.1547978283,0.0019676951,0.0181000009,BRCA
GSM480989,-0.1134308068,0.8310205770,0.0076348343,-0.1256726845,-0.1929920531,0.4667257686,0.0571603439,0.4461944626,0.0275654254,-0.0328773668,1.0369834970,-0.1216344851,1.6430569327,0.2939728828,0.4912292830,0.0366498826,BRCA
GSM480990,-0.0918220792,0.4743824331,-0.1060551690,-0.1488304301,-0.2142020464,0.1435606516,0.0652200635,0.2938667585,-0.0942201533,-0.0435397670,0.9327234854,-0.1358257774,1.5803347529,0.0999626331,0.0479239327,-0.1474319339,Control
GSM480991,0.0423719084,0.5365256367,-0.0503578847,-0.1028993103,-0.1761730472,0.4899383191,0.3359514892,0.4310497078,-0.0191232073,-0.0768788428,1.2589701729,-0.0881593771,1.8337562350,0.0167411723,0.2105045003,0.0047732129,Control
GSM480992,-0.0074471504,0.5677276943,-0.1083797440,-0.0901375347,-0.1149665894,0.2777332394,0.1185469039,0.3601751156,-0.0508994976,-0.1204136663,1.0345205839,-0.0956189347,1.8329831098,0.1046201518,0.0880621867,-0.0679638069,Control
GSM480993,0.0209714663,0.7603304386,-0.0765873460,-0.1405898641,-0.1103986067,0.2399686668,0.1876959675,0.3505771477,0.0019660174,-0.0779142717,1.2678796018,-0.1441562103,1.3186519908,0.2231144259,0.0413850370,0.1803422486,Control
GSM480994,-0.0515371389,0.6653239969,-0.1019420414,-0.2192992969,-0.1648513087,0.4654317530,0.0172401300,0.3855854247,-0.0589742430,-0.1938796944,1.2374025234,-0.1061503896,1.4829610353,0.1146603334,-0.0427288609,0.0191660192,Control
GSM480995,-0.0346624471,0.2290438795,-0.0634833344,-0.1147699256,-0.1221913647,0.3847972602,0.2232593990,0.2963196897,0.0034857215,-0.1052333443,1.2562748649,-0.0867152466,1.0520129080,0.1411037496,0.1845176292,-0.0962635366,Control
GSM480996,-0.0155665558,0.4667836583,-0.0169027220,-0.0928653879,-0.1706686999,0.1156908048,0.3234388951,0.4199764678,-0.0355988211,-0.1061036681,1.0775236872,-0.1414537578,0.8766809933,-0.0116605183,-0.0184909559,0.0000859156,BRCA
GSM480997,0.0380173862,0.3575691934,-0.0964728153,-0.2016788860,-0.1978709367,0.3580295016,0.1568532754,0.4283408943,-0.0134982295,-0.0346879282,1.3782257612,-0.0653248742,1.7179725007,0.9853553473,1.1044383719,-0.1629965273,BRCA
GSM480998,-0.0208622771,0.4038458119,-0.0875737470,-0.1174534609,-0.1646466720,0.4056878594,0.1447112196,0.4814547874,-0.0071165662,-0.1399369066,1.3997276812,-0.1242722103,0.7504333492,0.2400252612,0.1006294222,0.1406385751,BRCA
GSM480999,-0.0870540933,0.3346888779,-0.0376198383,-0.1459056539,-0.1672470876,0.4610653251,0.3305081945,0.5498845859,0.2354156396,-0.1719786338,1.6643416636,-0.1747863010,1.2272494289,-0.0087398400,0.1332517641,0.0965316625,BRCA
GSM481000,-0.0525177502,0.4730539834,-0.1500015063,-0.1331055671,-0.1041820064,0.7350646389,0.2072946545,0.4614366709,0.1973909732,-0.0901145420,1.6694852078,-0.0495986912,1.0618052550,0.0093154519,-0.0551807080,0.0843659095,BRCA
GSM481001,-0.0602055034,0.1466819561,-0.0212248156,-0.1348303064,-0.1450074316,0.5742854160,0.1814458803,0.4611424518,0.1863726568,-0.0915909928,1.4724617916,-0.1009307557,1.4570802648,-0.0953277280,0.2189316151,0.0454820219,BRCA
