@relation data

@attribute id string
@attribute 9287 numeric
@attribute 9288 numeric
@attribute 11255 numeric
@attribute 3360 numeric
@attribute 3361 numeric
@attribute 1128 numeric
@attribute 3362 numeric
@attribute 1129 numeric
@attribute 3363 numeric
@attribute 155 numeric
@attribute 154 numeric
@attribute 3356 numeric
@attribute 59340 numeric
@attribute 152 numeric
@attribute 3355 numeric
@attribute 153 numeric
@attribute 3358 numeric
@attribute 150 numeric
@attribute 3357 numeric
@attribute 151 numeric
@attribute 1132 numeric
@attribute 1131 numeric
@attribute 83551 numeric
@attribute 134864 numeric
@attribute 134860 numeric
@attribute 3274 numeric
@attribute 146 numeric
@attribute 147 numeric
@attribute 1133 numeric
@attribute 148 numeric
@attribute 3352 numeric
@attribute 3351 numeric
@attribute 3354 numeric
@attribute 9038 numeric
@attribute 3350 numeric
@attribute 1812 numeric
@attribute 1813 numeric
@attribute 1814 numeric
@attribute 1815 numeric
@attribute 1816 numeric
@attribute 3269 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.0486,-0.0971,-0.0312,-0.0938,-0.0076,-0.0945,-0.0039,-0.1075,-0.0057,-0.1167,0.8869,-0.0538,0.8209,-0.1034,-0.1434,0.2657,-0.1945,0.1935,-0.0356,0.2432,0.0897,-0.0951,0.0545,-0.0018,-0.1011,0.9402,-0.1455,-0.059,-0.0967,-0.1665,-0.0497,0.3044,-0.0193,0.0827,-0.2372,-0.1543,-0.0716,-0.1481,-0.3061,0.1896,0.0204,Control
A02,0.0185,-0.0264,0.03,-0.0729,-0.0024,-0.0756,0.0523,-4e-04,-0.096,0.0403,1.4668,-0.0955,0.5011,0.0362,0.0988,0.3733,-0.1454,0.1463,-0.0898,0.2493,0.0018,-0.0649,0.2779,-0.0165,-0.0261,0.7404,-0.1136,0.0118,0.0182,-0.1767,0.0987,0.3495,0.1014,0.0369,-0.1709,0.0368,-0.0425,-0.0916,-0.1258,0.1351,0.0204,Control
A03,-0.0214,0.1055,-0.0133,-0.0906,0.018,0.0205,0.0877,-0.0811,-0.0632,0.0356,1.5002,-0.0527,0.4626,-0.0536,0.0037,0.4794,-0.1503,0.1414,0.0051,0.2611,0.2177,-0.0745,-0.008,0.258,-0.1101,1.0445,-0.2402,-0.005,-0.1752,-0.164,0.0817,0.4209,0.0175,0.0693,-0.1025,0.0483,-0.1353,-0.09,-0.1858,0.2741,0.0092,Control
A04,-0.0261,-0.0555,0.0941,-0.0622,-0.0612,-0.0453,0.1066,0.0263,-0.1162,0.0273,1.1408,-0.0576,0.1239,0.1673,0.0465,0.2936,-0.1147,0.3277,-0.1042,0.1884,0.0918,-0.0538,0.0589,0.1718,-0.0116,0.7695,-0.1047,-0.0296,-0.0325,-0.1122,0.1115,0.3193,0.0112,-0.0457,-0.1461,-0.0589,-0.0381,-0.0506,0.0376,0.257,-0.0221,Control
A05,0.0163,-0.0904,0.0768,-0.0746,-0.0243,-0.0769,0.1006,-0.0295,-0.0275,-0.0141,1.4539,-0.0329,0.3634,0.141,-0.0203,0.3667,-0.1345,0.4528,-0.0206,0.2744,0.147,-0.0631,-0.021,0.0507,-0.012,1.1946,-0.0352,0.0112,-0.0653,-0.1278,0.0327,0.24,-0.0123,0.0584,-0.0819,-0.0172,-0.0513,-0.0959,0.0116,0.1656,-0.0328,Control
A06,-0.0583,-0.0968,-0.0844,-0.0582,-0.0033,-0.017,0.1104,-0.1029,-0.1676,0.0107,1.1527,-0.0742,0.4203,-0.0068,-0.0043,0.1835,-0.1787,0.0831,-0.0278,0.2752,0.0926,-0.1064,0.0629,0.1291,-0.0072,0.9477,-0.1059,0.0052,-0.1356,-0.1758,0.0123,0.2158,0.0594,0.0171,-0.1695,-0.0728,-0.0561,-0.0446,-0.3234,0.0463,0.0149,Control
A07,0.0795,-0.015,-0.0054,-0.0683,0.002,-0.1049,0.0958,-0.0154,-0.0744,0.038,1.4054,-0.1091,0.3091,0.1226,0.103,0.2235,-0.157,0.1454,-0.0126,0.2667,0.1188,-0.0667,-0.0173,0.0556,-0.0814,1.1663,-0.145,-0.045,-0.1382,-0.1678,-0.0538,0.4032,0.0421,0.0437,-0.1849,0.0067,-0.1329,-0.0833,-0.1672,0.1641,-0.0314,Control
A08,-0.068,-0.1057,-0.1288,-0.0532,-0.047,0.0325,-0.0135,-0.0918,-0.101,0.0577,1.2253,-0.0783,0.2095,-0.0886,-0.0091,0.24,-0.2026,-0.015,0.0226,0.1704,0.202,-0.0545,-0.0424,-0.0172,-0.0074,1.1305,-0.2035,-0.0437,-0.1116,-0.1458,-0.099,0.2987,-0.0187,-0.0451,-0.2444,-0.02,-0.0834,-0.1218,-0.3472,0.0419,-0.0035,Control
A09,-0.0936,0.0185,-0.0175,-0.0364,0.0316,-0.0209,0.079,-0.051,-0.0708,-0.0042,1.0532,-0.0353,0.1272,0.0523,-0.0142,0.1074,-0.1725,0.1729,-0.069,0.1701,0.1013,-0.0341,-0.0365,-0.057,-0.0546,0.8228,-0.0549,-0.0416,-0.0992,-0.1119,0.1206,0.3711,-0.0661,0.0745,-0.1137,0.0243,-0.0685,-0.1277,-0.1196,0.3581,0.0414,Control
A10,-0.0949,-0.0386,0.0609,-0.1086,-0.0781,-0.0142,0.0121,-0.0743,-0.0568,0.0101,1.7605,-0.0094,0.0735,0.0128,0.0241,0.3245,-0.1581,0.2587,-0.0221,0.1727,0.07,-0.0632,-0.042,0.0849,-0.0415,1.1963,-0.0431,-0.0599,-0.1272,-0.0938,0.0116,0.2343,-0.0011,-0.0275,-0.1747,-0.1168,-0.0094,-0.1156,-0.0378,0.3071,0.0264,Control
A11,0.0527,-0.1761,-0.1402,-0.1052,0.0742,0.0799,-0.0015,-0.1479,-0.0055,0.0344,1.1858,-0.0591,0.1673,-0.0731,-0.1499,0.3024,-0.2104,0.0897,0.0374,0.0971,0.2128,-0.0919,-0.0034,0.1347,-0.0863,0.6048,-0.0737,-0.1148,-0.0719,-0.165,-0.0597,0.2735,0.0695,0.1181,-0.3568,-0.0555,-0.0401,-0.066,-0.2444,0.2313,0.0248,Control
A12,-0.0738,0.0955,-0.122,0.0321,-0.0122,0.2217,0.1256,-0.0402,-0.0938,0.2711,0.979,-0.0013,0.2475,-0.1459,0.154,0.1707,-0.2293,-0.0884,0.1667,0.0132,0.2523,-0.0203,0.4797,0.363,0.0673,0.6146,-0.1656,0.0539,-0.1625,-0.114,0.2646,0.3314,0.0844,-0.0765,0.0632,0.1766,-0.1589,-0.0062,-0.4623,0.3516,0.1616,Control
B01,0.0963,0.0593,-0.3847,0.0414,-0.0608,-0.1036,-0.1643,-0.1495,-0.1217,-0.0191,0.5007,-0.0272,0.093,-0.4272,-0.0997,-0.045,-0.241,-0.1864,0.0858,-0.0829,0.1668,-0.0686,0.3465,0.3422,-0.1084,0.9237,-0.3408,-0.0031,-0.0118,-0.0461,0.2167,0.2134,0.0042,0.0297,0.0234,-0.0062,-0.0379,-0.1797,-0.7314,0.1727,0.1959,Control
B02,-0.0502,-0.0478,-0.0447,-0.0604,-0.0058,0.031,0.0031,-0.0728,-0.0361,-0.0023,1.3154,-0.044,0.1014,0.0046,-0.0151,0.3319,-0.1712,0.1601,-0.0492,0.1931,0.0587,-0.0744,0.1008,0.0535,0.0343,0.7985,-0.0953,-0.017,-0.0232,-0.1012,0.0135,0.1698,-0.0642,-0.0109,-0.1919,-0.0443,-0.0714,-0.1191,-0.1211,0.2404,0.0162,Control
