@relation data

@attribute id string
@attribute 1869 numeric
@attribute 8317 numeric
@attribute 5682 numeric
@attribute 9861 numeric
@attribute 8318 numeric
@attribute 5686 numeric
@attribute 5685 numeric
@attribute 5684 numeric
@attribute 5683 numeric
@attribute 9491 numeric
@attribute 10926 numeric
@attribute 10197 numeric
@attribute 6117 numeric
@attribute 6119 numeric
@attribute 6118 numeric
@attribute 81620 numeric
@attribute 23649 numeric
@attribute 5708 numeric
@attribute 5709 numeric
@attribute 5706 numeric
@attribute 5707 numeric
@attribute 5704 numeric
@attribute 5691 numeric
@attribute 5690 numeric
@attribute 5705 numeric
@attribute 5693 numeric
@attribute 5702 numeric
@attribute 51053 numeric
@attribute 5692 numeric
@attribute 7314 numeric
@attribute 5695 numeric
@attribute 5700 numeric
@attribute 5694 numeric
@attribute 5701 numeric
@attribute 5696 numeric
@attribute 5687 numeric
@attribute 5688 numeric
@attribute 5689 numeric
@attribute 5717 numeric
@attribute 5718 numeric
@attribute 5719 numeric
@attribute 5557 numeric
@attribute 5710 numeric
@attribute 5558 numeric
@attribute 5711 numeric
@attribute 5713 numeric
@attribute 5714 numeric
@attribute 5715 numeric
@attribute 5716 numeric
@attribute 5422 numeric
@attribute 84515 numeric
@attribute 5699 numeric
@attribute 5698 numeric
@attribute 23594 numeric
@attribute 4173 numeric
@attribute 5427 numeric
@attribute 4172 numeric
@attribute 4175 numeric
@attribute 4174 numeric
@attribute 4176 numeric
@attribute 5426 numeric
@attribute 1017 numeric
@attribute 10213 numeric
@attribute 5720 numeric
@attribute 5721 numeric
@attribute 4171 numeric
@attribute 1871 numeric
@attribute 1870 numeric
@attribute 4998 numeric
@attribute 4999 numeric
@attribute 55388 numeric
@attribute 5000 numeric
@attribute 5001 numeric
@attribute 990 numeric
@attribute 23595 numeric
@attribute Class {Control,BRCACancer}

@data
B04,0.0856,0.2124,0.6641,1.3187,-0.0356,1.2159,1.6349,0.7592,0.7522,1.1591,0.307,1.2859,1.0246,0.1981,0.7201,-0.1281,0.7034,0.7583,0.7532,0.8164,1.1183,0.6917,0.5701,0.5,0.6659,0.5299,0.7298,0.1149,1.6032,0.5802,0.9213,0.362,0.7854,0.9307,1.3361,0.43,0.8662,1.3156,1.1022,1.227,0.6876,0.3273,0.4074,0.349,1.0742,1.2071,0.9934,0.3526,0.7512,0.4616,0.3958,0.7446,1.5167,-0.1145,0.3557,0.2035,0.554,0.711,0.7722,1.2078,0.4285,0.6027,0.5822,0.5982,0.532,0.2301,1.0343,0.0739,-0.0012,0.9319,-0.0982,1.0071,0.7645,-0.0055,0.4904,BRCACancer
B05,0.0428,0.0968,0.4998,1.5183,0.1132,1.2429,2.0268,0.9316,1.174,0.8754,0.3154,1.6402,1.0899,0.2809,0.8936,-0.0319,0.6674,0.867,0.9331,0.9919,0.9368,1.0003,0.9015,0.4308,0.8073,0.7146,0.8987,0.2106,2.0038,0.6688,0.734,0.552,1.5464,0.8191,1.5411,0.6264,1.1755,1.4834,1.0066,1.1738,0.9233,0.4508,0.4039,0.2079,1.0145,1.6096,1.3985,0.2699,1.0492,0.2492,0.2493,1.1769,1.5913,-0.0658,0.4454,0.202,0.5846,0.927,0.9025,1.1826,0.3747,0.6699,0.5016,0.9427,0.6192,0.4728,0.3223,0.147,0.0165,0.5449,-0.0946,0.715,0.6071,0.0555,0.3363,BRCACancer
B06,-0.1297,0.0778,0.5394,1.5241,-0.049,0.9935,1.9138,0.8557,0.5738,0.9137,0.1185,1.0762,0.7113,0.1391,0.2559,-0.5067,0.5871,0.7356,0.6284,0.8053,0.9391,0.6287,0.824,0.3787,0.6545,0.4161,0.3225,0.038,1.6827,0.3067,0.6805,0.4319,0.8128,0.6862,1.3414,0.4238,0.7555,1.1662,0.938,0.9982,0.513,0.327,0.3035,0.2249,0.7681,1.1673,0.8828,0.0837,0.6808,0.2769,0.2196,0.4185,1.3222,-0.2892,0.2116,-0.1099,0.5576,0.6711,0.5168,1.1649,0.1725,0.3813,0.4211,0.4525,0.7975,0.0443,0.3981,-0.039,0.047,0.6201,0.0108,0.8392,0.4605,-0.0385,0.4244,BRCACancer
B07,0.1341,0.289,0.7537,1.9091,0.0447,1.535,2.4025,1.2451,1.1264,1.1449,0.4564,1.7103,1.2793,0.3385,0.9212,-0.0123,1.0084,1.1877,1.0653,1.0502,1.2676,1.1842,0.9573,0.4861,1.0368,0.6541,0.9373,0.2945,2.2859,0.5137,0.9204,0.7544,1.6147,1.0189,2.2397,0.7379,1.2482,1.6522,1.3547,1.5087,0.8597,0.6518,0.5029,0.2704,1.2993,1.5772,1.2138,0.3315,1.0215,0.3963,0.6522,1.1975,1.9304,0.0133,0.5128,0.1673,0.7257,1.0448,1.0142,1.6304,0.5489,0.9456,0.707,0.9474,1.0373,0.3571,0.453,0.1748,0.0538,1.1003,-0.0693,1.1052,0.7528,0.0456,0.5355,BRCACancer
B08,0.1536,0.1771,0.6307,1.5749,0.0269,1.1041,2.4724,0.9824,0.9998,1.0391,0.2711,1.8224,1.4528,0.2123,0.7583,0.1484,0.7796,0.9673,1.062,0.7861,1.0822,1.2079,1.0871,0.3342,0.9131,0.8807,1.0778,0.2146,2.0109,0.6776,0.743,0.4762,1.8863,0.7968,2.0652,0.4582,1.2248,1.3486,1.245,1.3198,0.8665,0.6403,0.3574,0.1278,1.1014,1.5975,1.1363,0.416,1.2858,0.333,0.4962,0.986,1.528,0.0185,0.3426,0.4267,0.5004,0.7707,0.9774,1.1882,0.4409,1.0082,0.578,0.8738,0.6677,0.2219,0.2543,0.0765,-0.0163,0.781,-0.0493,0.8114,0.617,-0.0158,0.3198,Control
B09,0.108,0.1909,0.6417,1.215,0.0635,0.8308,1.2629,0.8244,0.5561,1.0422,0.2481,1.2302,0.9856,0.1203,0.4445,0.013,0.5542,0.6531,0.7593,0.89,0.7386,0.5747,0.5161,0.4334,0.7702,0.1995,0.5858,0.118,1.5406,0.6418,0.8573,0.4671,0.6779,0.6058,1.08,0.4534,1.0112,1.2277,1.1391,1.3103,0.7215,0.362,0.2216,0.3102,1.0304,1.191,0.9243,0.1691,0.4073,0.4133,0.3952,0.7431,1.2177,-0.0732,0.1836,0.1026,0.3385,0.6178,0.6803,1.235,0.4785,0.5934,0.3803,0.553,0.5919,0.1214,0.687,0.0464,-0.0203,0.7406,-0.1056,0.8514,0.4009,0.0481,0.3698,Control
B10,0.0312,0.1805,0.5281,1.3151,0.0644,1.0675,1.7748,0.7079,0.7416,0.8902,0.2533,1.3595,1.0861,0.2062,0.6674,-0.0757,0.4979,0.7622,0.6689,0.5647,0.9243,0.721,0.6734,0.3205,0.6304,0.5013,0.7639,0.1536,1.678,0.4341,0.6885,0.2212,1.0376,0.6489,1.5526,0.392,0.8341,1.1906,1.0019,0.9418,0.528,0.3396,0.3498,0.2392,1.0303,1.1254,0.9254,0.1589,0.7384,0.3217,0.2392,0.6345,1.456,-0.1313,0.3449,0.0697,0.4396,0.5903,0.5869,1.0816,0.31,0.5432,0.4835,0.6718,0.3828,0.244,0.5439,0.0388,-0.0149,0.7487,-0.0807,0.8455,0.5891,-0.0366,0.3141,Control
B11,0.1078,0.1942,0.5525,1.4457,0.0761,1.1548,2.041,0.9963,1.3807,0.9663,0.2603,1.6463,1.0332,0.2628,0.9558,0.0198,0.6891,0.9422,0.8672,0.7678,1.0391,0.9867,0.7767,0.3372,0.8679,0.9436,1.0296,0.2429,1.8797,0.5168,0.7893,0.3955,1.7366,0.7335,1.8617,0.4004,1.1809,1.399,1.0809,1.1522,0.7228,0.5217,0.3259,0.2368,1.0538,1.3598,1.3037,0.2884,0.9799,0.3741,0.3858,1.0719,1.644,0.0214,0.3963,0.2871,0.4649,0.7272,0.6963,1.1066,0.3183,0.8252,0.4884,1.0629,0.566,0.2666,0.4165,0.1632,0.009,0.6739,-0.0437,0.8711,0.5552,0.0854,0.288,Control
B12,-0.1489,0.0247,0.5368,1.0292,-0.0233,0.6572,0.8909,0.394,0.3577,0.757,0.0516,0.756,0.5146,0.0947,0.1422,-0.0677,0.5564,0.4638,0.4719,0.6306,0.6395,0.3401,0.0282,0.2622,0.358,0.1957,0.2875,0.0215,0.9851,0.3986,0.589,0.36,0.3356,0.4876,0.5478,0.2987,0.4999,0.93,0.7643,0.8777,0.355,0.2446,0.2231,0.1375,0.5455,0.7749,0.4588,0.1468,0.2552,0.2909,0.1986,0.5114,1.0059,-0.0871,0.158,-0.0673,0.2301,0.3515,0.3945,1.0056,0.2742,0.4276,0.2906,0.4064,0.5484,0.0919,0.5026,-0.0549,-0.0659,0.5862,-0.0539,0.6973,0.3544,-0.0499,0.2499,Control
C01,0.0792,0.1865,0.5674,1.4243,0.0557,1.2001,2.1928,0.8813,0.8302,1.1913,0.299,1.8359,1.1428,0.2283,0.7399,0.0148,0.952,1.0343,1.0569,0.7488,1.1206,1.2161,1.1095,0.4224,0.9443,0.942,1.1487,0.2632,1.8015,0.3999,0.8443,0.5663,1.7704,0.8143,1.7677,0.5206,1.1048,1.4811,1.4004,1.256,0.8471,0.5135,0.4626,0.1708,1.1922,1.4649,1.2808,0.3245,0.9823,0.3706,0.448,1.2186,1.6325,-0.0043,0.4377,0.2272,0.6406,0.8947,1.1433,1.3932,0.5509,0.8987,0.5636,0.8378,0.834,0.3131,0.6232,0.1987,0.0919,0.836,-0.0714,0.7895,0.553,0.1468,0.4797,BRCACancer
C02,0.2293,0.3034,0.5468,1.5019,0.0437,1.2205,2.1436,0.7649,0.8912,1.0022,0.4171,1.8728,1.2818,0.3141,0.8005,0.1285,0.8958,1.0645,0.9912,0.6351,1.1107,1.1337,0.9585,0.3131,0.7881,0.7661,1.1854,0.1944,2.0165,0.6141,0.6152,0.3909,1.9043,0.7874,2.1314,0.3874,1.0195,1.4608,1.264,1.1213,0.8496,0.5453,0.4136,0.1437,1.0138,1.5168,1.1764,0.3139,0.9165,0.3264,0.489,1.2063,1.6582,0.0711,0.4513,0.2103,0.6575,0.8188,1.0223,1.4547,0.4648,0.9179,0.6025,0.9275,0.5809,0.4325,0.3642,0.1571,0.037,0.947,-0.0666,0.8717,0.6618,-0.0314,0.4287,BRCACancer
C03,0.1494,0.5159,0.6119,1.6246,0.0508,1.2597,2.3473,0.8911,0.9009,1.181,0.4133,1.8688,1.2525,0.236,0.8696,0.113,1.0032,1.1993,1.1129,0.8112,1.1666,1.3253,1.158,0.4669,1.0535,0.9661,1.2636,0.3459,2.0854,0.6936,0.8242,0.635,1.8839,0.8351,2.0094,0.5449,1.2016,1.5763,1.4241,1.2289,1.1167,0.5438,0.5274,0.2199,1.1238,1.6441,1.3953,0.4269,1.0224,0.3202,0.5245,1.5499,1.8444,0.0775,0.4824,0.1263,0.7224,0.8914,1.1747,1.6553,0.7165,1.0317,0.6069,1.0556,1.012,0.4501,0.4234,0.2896,0.1266,0.9826,-0.0989,0.9153,0.6615,0.0859,0.4609,BRCACancer
C04,0.1212,-0.044,0.3917,0.9112,-0.0507,0.5558,1.838,0.4418,0.4868,0.7683,0.2352,1.5098,0.973,0.139,0.3499,0.109,0.5128,0.6011,0.716,0.5695,0.6769,0.82,0.7199,0.2811,0.5516,0.5465,0.8919,0.1208,1.4463,0.5745,0.511,0.2132,1.5195,0.4008,1.1275,0.3726,0.8602,0.9835,0.9048,0.728,0.5871,0.3296,0.2327,0.0455,0.526,1.3757,0.9195,0.1941,0.756,0.2073,0.1765,0.8746,0.9806,0.0398,0.2124,0.1672,0.3229,0.5252,0.6709,0.9192,0.3147,0.8647,0.3417,0.7455,0.3213,0.1375,0.122,-0.005,-0.0373,0.367,-0.0543,0.4168,0.3383,-0.0912,0.1818,Control
C05,0.0407,0.0924,0.357,1.0319,-0.0069,0.8116,1.9369,0.4137,0.5526,0.7498,0.1839,1.4885,0.9635,0.2382,0.4849,0.0306,0.4575,0.7556,0.7781,0.4434,0.8302,0.7519,0.8229,0.2295,0.4991,0.5147,0.8815,0.0968,1.5419,0.629,0.4663,0.2468,1.5928,0.5655,1.2544,0.2863,0.8311,0.9625,0.8526,0.8058,0.4906,0.3589,0.2022,0.0297,0.5554,1.3306,0.8346,0.2049,0.7498,0.1336,0.2041,0.951,1.2075,-0.0287,0.2362,0.0968,0.3537,0.4905,0.6621,1.0306,0.3144,0.7181,0.3533,0.7834,0.236,0.1724,0.1878,0.0125,0.036,0.4647,-0.0869,0.46,0.4038,-0.0966,0.2295,BRCACancer
C06,0.0727,-0.0986,0.1522,0.5197,0.1519,0.2504,0.5606,0.1853,-0.0303,0.2236,0.0018,0.588,0.2546,-0.0302,-0.1578,-0.0719,0.1857,0.1709,0.2161,0.0506,0.2588,0.266,0.3917,0.0678,0.3919,0.0205,0.4225,-0.134,0.439,0.6,0.3197,0.3014,0.3073,0.1562,0.3718,0.3064,0.4336,0.3603,0.3285,0.3164,0.2845,-0.1366,0.2803,-0.0669,0.1962,0.466,0.6778,0.0759,0.0963,-0.0334,-0.154,0.3958,0.5111,-0.0673,0.1314,-0.0471,0.0097,0.1415,0.2404,0.489,0.1062,0.4899,0.0655,0.2973,0.0313,0.0256,0.0945,-0.0858,-0.0593,0.0356,-0.0989,0.0693,0.0306,0.1507,-0.0545,Control
C07,-0.0121,0.1434,0.3663,1.1589,0.0127,0.8446,1.9947,0.4446,0.6296,0.7957,0.1306,1.6084,1.1354,0.1759,0.6355,0.0359,0.5466,0.8851,0.8624,0.4285,0.8382,1.0552,0.6389,0.2034,0.5647,0.5841,1.0206,0.043,1.7587,0.3876,0.5516,0.277,1.5491,0.519,1.7338,0.3129,0.8113,1.2166,1.0242,0.8724,0.5455,0.3254,0.3094,0.1193,0.8228,1.2489,1.0951,0.2253,0.8979,0.2119,0.2302,0.9101,1.3807,-0.017,0.2483,0.1908,0.5063,0.6593,0.8396,1.1559,0.4102,0.7979,0.457,0.7495,0.308,0.2355,0.2341,-0.0042,0.0015,0.6577,-0.0826,0.6963,0.4794,-0.1599,0.2573,Control
C08,0.1769,0.1257,0.5588,1.2544,0.0657,1.0479,2.1565,0.6982,0.8336,0.9843,0.1863,1.808,1.2479,0.2055,0.7478,0.0054,0.8229,0.9691,0.9618,0.609,1.0026,1.1349,0.9924,0.3018,0.7977,0.8123,1.1842,0.1952,1.7796,0.6977,0.6141,0.4157,1.7133,0.6745,1.8019,0.3597,0.9794,1.2524,1.2488,0.9924,0.7534,0.6139,0.3686,0.1478,1.0669,1.3479,1.1881,0.2391,1.1274,0.3563,0.4532,1.1873,1.4691,-0.0288,0.3353,0.3577,0.6207,0.8536,1.0232,1.2874,0.3894,0.9774,0.5145,0.9568,0.6286,0.2839,0.2505,0.1246,-0.0376,0.7657,-0.1169,0.8637,0.5755,-0.0317,0.3995,Control
