@relation data

@attribute 3570 numeric
@attribute 6714 numeric
@attribute 6774 numeric
@attribute 10401 numeric
@attribute 1154 numeric
@attribute 3716 numeric
@attribute 3569 numeric
@attribute 10076 numeric
@attribute 5967 numeric
@attribute 3718 numeric
@attribute 3717 numeric
@attribute Class {Control,BRCA}

@data
7.3607351665,6.75911734333,11.45883824,7.951053173,8.069115572,11.04382723,13.60771409,6.7133100305,4.997982479,4.963024656,8.378404463,Control
6.7993556185,6.586005659,11.6077021567,8.436358762,7.667965061,9.540845393,8.608616259,6.4020379255,4.113464519,5.442455259,7.325982508,BRCA
6.9885103885,7.22912163867,11.5512263767,8.70369695,7.904606211,10.145837,7.664022547,6.719045451,4.720021333,5.531000265,7.458490947,BRCA
5.437476412,6.91032494133,10.720960379,9.028169309,9.707333731,7.64196344,6.879402901,6.520998898,5.051166787,5.259471408,6.114997467,Control
6.713419624,6.72839437467,11.54329104,7.935814963,9.580758442,10.16184396,6.192791506,6.448476467,5.155031965,5.426609659,7.364180901,BRCA
8.2488358865,6.38912935567,11.6186680667,8.319853998,9.275729428,11.74013292,10.84461576,6.2351880285,5.190230876,5.36773034,8.052107626,BRCA
5.637194395,7.54701473933,10.620682972,8.944200421,9.766537656,8.66980731,6.331772944,7.2231956235,4.77796061,5.891547537,6.705498046,BRCA
6.608430203,7.00963552967,11.4495990067,8.72546095,7.846792788,10.70365297,10.45145612,6.501486998,5.392842236,4.806596392,8.158535374,Control
6.2591731015,6.85674479767,11.6033707233,8.134145359,9.912874791,10.41875948,10.12252426,6.7729031425,4.835180387,5.157459364,7.011789475,BRCA
6.5150511155,6.973025285,11.0351359567,8.169275047,8.207967411,9.172928193,7.723389827,6.572986239,4.867663307,5.735326697,7.088605737,BRCA
5.7333269735,6.89592443067,11.0871946533,8.253104235,8.59931884,8.551815066,9.620715209,6.6156340035,4.956069723,5.372961888,7.660782339,BRCA
6.6192000355,6.98144085767,11.5050606867,8.249304446,8.721869154,10.93235154,10.86030351,6.537635364,4.87013196,5.313437469,7.948076801,Control
6.8511911655,6.75905554167,11.3647894967,8.569856676,8.354404912,11.03036559,11.58397843,6.5352634785,4.341403747,4.716458988,7.573687183,Control
6.661347384,6.82951290367,11.2640425267,9.830864202,6.475494819,10.52922583,8.333559164,7.3863270135,4.866427394,5.186075849,8.115591386,BRCA
5.699136844,6.91208436433,11.33747121,9.398503824,8.916656615,10.46394351,7.561137318,7.3616244335,5.443947436,5.421737703,8.41854957,BRCA
6.2152459745,7.22720437133,11.2932842667,9.140766596,7.825374032,9.622015717,6.535668564,7.149018369,5.321216715,5.43205013,7.821265561,BRCA
6.137168282,7.35444662233,11.21401799,9.665123195,7.754388358,10.1691111,10.18060575,7.2131919075,5.425938643,5.476876799,8.145615208,BRCA
5.621692588,7.03736704367,11.2249138333,9.108433714,9.037520272,9.546605663,8.411575733,7.4901425165,4.91887665,5.35439155,7.912322211,BRCA
5.8148997265,7.07743364033,11.46263687,9.715593603,8.849390342,10.84149381,7.543536723,7.2874422305,5.339058306,5.16642548,8.111841355,BRCA
6.4403255475,6.94510312533,11.7207938433,9.320829383,8.3077144,9.58528234,8.685494426,7.675454023,5.726021414,4.953976689,6.034420016,BRCA
