@relation data

@attribute id string
@attribute 10000 numeric
@attribute 10672 numeric
@attribute 1742 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 23646 numeric
@attribute 4018 numeric
@attribute 4214 numeric
@attribute 4217 numeric
@attribute 4790 numeric
@attribute 4791 numeric
@attribute 4792 numeric
@attribute 4793 numeric
@attribute 4794 numeric
@attribute 4795 numeric
@attribute 4796 numeric
@attribute 5163 numeric
@attribute 5256 numeric
@attribute 5266 numeric
@attribute 5267 numeric
@attribute 5291 numeric
@attribute 5337 numeric
@attribute 5338 numeric
@attribute 5599 numeric
@attribute 5747 numeric
@attribute 596 numeric
@attribute 5962 numeric
@attribute 6093 numeric
@attribute 6416 numeric
@attribute 6722 numeric
@attribute 6915 numeric
@attribute 8517 numeric
@attribute 9475 numeric
@attribute 9826 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
GSM427158,6.02664600925,8.4534541335,8.85288926,9.746089281,7.466690585,8.151071889,5.398445547,10.46146439,9.636896969,12.34771002,6.613275006,15.00532806,6.709066159,6.748330821,6.192791506,5.201056716,7.374389909,10.76657469,7.630669612,5.379041481,7.339184439,8.517296488,8.102817052,5.939777752,9.55016911,8.4944607845,10.19628894,8.331209336,8.585478725,11.90369558,5.45627725533,10.2072374,12.232557025,7.02290830967,7.16387589625,Control
GSM427159,5.94776533325,8.420983873,8.71258815,9.68028616833,6.43012268,7.84259257667,5.53941872375,11.6627575,9.908805826,12.34109771,6.847355026,13.91249272,6.373840507,7.391761545,6.22776574,5.648473532,6.82117167,11.09418346,10.12116474,5.682862067,6.741201091,8.822380524,8.723286465,5.0886580415,9.45642471,7.97569312475,9.270774855,8.399610251,8.106593131,12.0948349,5.34176664833,10.39985497,12.3160764435,7.21726232233,7.17118701125,BRCA
GSM427160,5.52044016575,8.355686187,8.943878208,9.69256516467,6.416760061,8.13076223967,5.6473449425,11.77105209,9.513535713,12.51631937,6.882157689,14.51605303,6.74855168667,7.403653582,6.053334703,6.234487549,6.742616386,11.09221886,9.215752072,5.332718001,6.813047234,8.8794769,9.112766015,5.6701097255,8.9981409465,7.84053328475,8.849515449,7.854652002,8.6701660175,11.66204091,5.05988235767,10.04121461,11.8573344895,7.14763954633,7.03238297825,BRCA
GSM427162,5.58777326775,8.470632059,8.818774784,9.98949733167,5.863140121,7.91141483367,5.78691437275,12.00382718,10.2853274,12.26985874,7.43686989633,14.35403309,6.91424652367,8.142746712,6.605705905,6.056697995,7.875812501,11.67358746,8.367503347,5.407702206,6.506054132,9.316802576,9.088311981,5.7758281875,9.0133211855,7.5957045875,8.999866943,7.179165475,8.231806127,11.78440594,5.27411230067,10.50969117,11.581178851,8.05055294367,6.55593589375,Control
GSM427163,5.87271996825,9.0143276255,8.419687541,9.506100771,6.860966288,8.05132914867,5.41349168975,11.72645885,9.842350785,12.37603319,6.867992672,13.73047547,6.52162721267,7.427105645,6.823052312,5.699476154,7.242581369,10.82382918,11.71457622,5.31832701,6.944393257,8.026649483,8.873068105,5.704258658,9.0250253645,7.8450723755,9.435379153,7.894031227,8.6043275615,11.30524968,5.33256408333,9.78258103,12.51727103,7.28998991667,6.99171327025,BRCA
GSM427164,6.0241266485,9.5554462935,7.431102924,9.688092646,7.477052175,8.66312416833,5.36215725675,11.51112271,9.445998278,12.87483063,6.82836121733,13.77694807,6.160625593,7.759191003,6.248027763,6.068676855,6.583726382,10.7998525,9.742208842,5.388199225,7.80732453,8.511892099,8.949827531,6.517858181,9.420287121,7.89616385625,10.07167055,9.001704532,8.9337864765,12.47196608,5.480868779,10.54285319,12.441328291,7.03831259267,7.00999639125,BRCA
GSM427165,5.88751933675,8.505339801,9.772562477,10.0480993307,6.742953157,8.26149413933,5.72738524425,12.26224618,10.88558411,12.52075501,7.129972705,15.02279519,6.344653246,7.435068318,6.003271234,5.654644083,8.139859715,11.81348272,8.547551166,5.814301269,5.996847001,8.946870554,8.335882847,5.6011167705,8.8796586,7.264331835,8.720698396,8.073955593,8.457614913,11.85634588,6.24835161833,10.10111594,12.1160117875,8.002113911,7.10702874775,BRCA
GSM427166,5.55851851825,8.291126504,8.983991943,9.436876068,6.689303092,8.73926121467,5.5616245285,10.99477083,8.478204487,12.20475003,6.370347138,14.22362506,6.20271008933,6.971661738,6.744434014,6.220915761,7.255408968,10.20523766,9.795139114,5.793122872,7.162847292,8.972320105,8.236828767,5.401013329,9.585335464,8.05261194825,9.786433463,7.856831861,8.519260169,11.58622772,5.52508715367,10.4077487,11.963258885,6.58638857667,7.09973287325,Control
GSM427167,5.650041658,8.848894832,8.939638805,9.58057105933,6.500527718,8.30760287133,5.27903658225,11.9611296,9.024350935,12.42766909,7.15645079333,14.37348409,6.496869675,7.718706032,6.729828466,5.950124992,7.076765168,10.58546987,7.972134198,5.733497552,7.428655643,8.25505351,8.587722324,5.8779809975,9.2675642675,7.87109163775,9.248106134,7.307431087,8.505661469,11.78440594,5.74249156433,9.861979055,12.3255748965,6.90880436167,7.18183415025,BRCA
GSM427169,5.56331123875,8.389578647,9.017365988,9.75364579767,6.827314517,8.31241618833,5.42107091225,11.43790563,9.918602815,12.09766027,6.83844174133,13.54172225,6.537366551,7.388170429,6.427443278,5.825538406,6.954839344,11.29816872,9.340818779,5.332718001,6.850940421,8.468869519,8.349370945,5.5839936855,8.984597332,8.23267903825,8.861816698,7.897680799,8.616861979,11.68854659,5.11583337933,10.22738163,12.275687156,7.28371304933,7.09000222,BRCA
