@relation data

@attribute 23533 numeric
@attribute 5330 numeric
@attribute 23236 numeric
@attribute 5331 numeric
@attribute 2788 numeric
@attribute 2787 numeric
@attribute 59345 numeric
@attribute 2784 numeric
@attribute 2783 numeric
@attribute 2786 numeric
@attribute 2785 numeric
@attribute 2790 numeric
@attribute 2791 numeric
@attribute 2792 numeric
@attribute 2793 numeric
@attribute 146850 numeric
@attribute 387 numeric
@attribute 54331 numeric
@attribute 55970 numeric
@attribute 94235 numeric
@attribute 10681 numeric
@attribute 5170 numeric
@attribute 207 numeric
@attribute 208 numeric
@attribute 10000 numeric
@attribute 2782 numeric
@attribute 51764 numeric
@attribute 5294 numeric
@attribute Class {Control,BRCA}

@data
6.033979735,7.476788978,6.8772890085,5.876585242,8.735353884,8.440434347,7.4230773135,5.893611729,8.698011038,5.516024013,5.692518737,9.885094283,12.98372673,5.028139516,6.38362276,5.771100681,12.37603319,9.177283189,10.1038422,5.641987591,6.888464479,7.1007852408,9.746089281,7.466690585,6.02664600925,13.02719506,5.232287804,6.299304767,Control
6.539395847,7.453231788,6.8906417385,6.036839159,9.217703977,8.487841164,8.3643319965,6.113748025,8.720142595,5.853378958,5.195063332,8.481901451,12.07225833,5.682862067,6.120295558,5.682862067,12.57624761,7.381134364,9.681370693,5.277995204,7.24025073833,7.4312568682,9.68028616833,6.43012268,5.94776533325,13.00956452,5.31868854,7.09127967,BRCA
5.844744204,7.462177348,6.771545835,5.98687237,10.16381668,8.83146649,7.196995946,6.074361597,8.686203838,5.92077637,5.30807618,8.913937397,10.57663577,4.963487128,6.323194968,5.983798094,12.07257321,6.36768175,9.362086899,5.72110688,6.84021840933,7.2445861642,9.69256516467,6.416760061,5.52044016575,12.9979954,5.206732344,6.323194968,BRCA
5.341462114,7.601141445,7.226006717,6.1476177,10.21758854,8.646667718,6.7231615275,5.455665247,9.066695429,5.504788206,5.693773551,6.563810693,9.832676886,5.29683478,6.198794315,5.71562658,12.17972416,4.851263383,7.986995525,5.842043069,6.610917172,6.9971733014,9.98949733167,5.863140121,5.58777326775,13.11510467,4.790526167,6.299945779,Control
6.042212717,6.773076963,6.848015995,5.887775801,9.669660678,9.506942805,9.010303599,5.954086504,8.97289446,5.228252321,5.349976695,9.337042659,11.68740205,5.536217098,6.63172683,5.452209317,12.74633592,7.573687183,9.546605663,5.615159695,6.84786461333,7.3395574808,9.506100771,6.860966288,5.87271996825,12.87743566,4.850263431,7.300126299,BRCA
5.759695977,7.658927519,6.727722821,5.94872421,9.433805075,8.217135121,7.9243325035,6.143337929,8.838889641,5.268482349,6.086619917,9.258413586,11.15310882,5.717272857,6.186714102,5.594855484,13.08540943,8.547261958,11.06412655,5.093825554,6.695170111,7.3955993004,9.688092646,7.477052175,6.0241266485,12.98372673,5.178725843,6.725540512,BRCA
5.942169184,6.111350232,7.4861886795,5.48205062,9.675551824,8.678425073,8.7523926965,5.821334729,7.985772397,5.66903474,5.86196234,6.875906358,10.10831572,5.442621133,7.026996771,5.93517168,12.27941189,6.049582442,9.132211242,5.486079796,7.252915346,7.3536038904,10.0480993307,6.742953157,5.88751933675,12.64120964,4.959319531,7.476910459,BRCA
6.015923042,6.898937271,6.719520862,6.202570157,8.751335778,9.414337005,7.0132000305,6.338875075,8.510330132,5.967463325,5.380600673,10.49178825,12.76004735,5.865554662,6.403016818,5.032113243,11.89259415,8.11035427,10.18190731,5.42266296,6.439102376,7.0445753338,9.436876068,6.689303092,5.55851851825,12.98945487,5.229406468,6.726903149,Control
5.978888461,7.321975714,6.995146243,5.352274105,9.919504381,8.843419494,7.2793614545,6.092128797,9.04011237,5.496742949,5.789736585,9.495266002,11.3442156,5.659076304,5.886008211,5.178725843,12.60350703,6.738839176,9.085353696,5.104977394,6.907508702,7.1591884674,9.58057105933,6.500527718,5.650041658,12.96993872,5.411944154,6.426437217,BRCA
5.906897358,7.469827229,6.432879816,5.586623085,9.681765982,8.872952717,7.9356885615,6.563963185,8.934008606,5.619861398,6.135253322,8.717951507,11.6604752,4.958159726,6.083910741,5.78136709,12.28213433,7.211063618,8.350852048,5.034976365,6.995387545,7.3339069032,9.75364579767,6.827314517,5.56331123875,13.02126635,4.607083101,6.76752611,BRCA
