@relation data

@attribute id string
@attribute 1378 numeric
@attribute 1380 numeric
@attribute 1435 numeric
@attribute 1436 numeric
@attribute 1437 numeric
@attribute 1440 numeric
@attribute 1441 numeric
@attribute 1604 numeric
@attribute 1791 numeric
@attribute 2056 numeric
@attribute 2057 numeric
@attribute 2208 numeric
@attribute 2322 numeric
@attribute 2323 numeric
@attribute 2811 numeric
@attribute 2814 numeric
@attribute 2815 numeric
@attribute 290 numeric
@attribute 2993 numeric
@attribute 3122 numeric
@attribute 3123 numeric
@attribute 3552 numeric
@attribute 3553 numeric
@attribute 3554 numeric
@attribute 3559 numeric
@attribute 3562 numeric
@attribute 3565 numeric
@attribute 3566 numeric
@attribute 3567 numeric
@attribute 3568 numeric
@attribute 3569 numeric
@attribute 3570 numeric
@attribute 3574 numeric
@attribute 3575 numeric
@attribute 3589 numeric
@attribute 3590 numeric
@attribute 3655 numeric
@attribute 3672 numeric
@attribute 3673 numeric
@attribute 3674 numeric
@attribute 3675 numeric
@attribute 3676 numeric
@attribute 3678 numeric
@attribute 3684 numeric
@attribute 3690 numeric
@attribute 3815 numeric
@attribute 4254 numeric
@attribute 4311 numeric
@attribute 7037 numeric
@attribute 7066 numeric
@attribute 7124 numeric
@attribute 7173 numeric
@attribute 7850 numeric
@attribute 909 numeric
@attribute 910 numeric
@attribute 911 numeric
@attribute 912 numeric
@attribute 913 numeric
@attribute 914 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 920 numeric
@attribute 921 numeric
@attribute 924 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 928 numeric
@attribute 929 numeric
@attribute 930 numeric
@attribute 931 numeric
@attribute 933 numeric
@attribute 945 numeric
@attribute 947 numeric
@attribute 948 numeric
@attribute 951 numeric
@attribute 952 numeric
@attribute 960 numeric
@attribute 966 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0195448927,-0.1265238472,0.0450472246,-0.1315839647,-0.0995073779,-0.0857186879,-0.0841357390,0.3932238431,-0.0020146762,-0.0916093512,0.3866757604,-0.0464138835,-0.1549757404,-0.0400429211,-0.0043751488,-0.0406000489,-0.0861794051,0.7517795999,-0.0947516555,-0.1084095063,-0.1696438819,0.1661164924,0.4983481401,0.9742537492,-0.1253930259,-0.0178495133,-0.2027328952,0.7614912264,0.0127114221,-0.0189968347,2.1287122038,-0.0629327267,-0.1812260424,-0.1336563481,0.0750082335,0.2008448393,0.3311502892,0.0703873523,0.2081827146,-0.0711339900,1.2207996887,0.1586799756,3.2670671940,-0.0077028284,0.1012585052,0.0389790288,-0.1365547659,0.0005847169,0.7880415286,-0.1562515804,-0.1203307158,-0.2022863563,-0.0713908102,-0.1007241184,-0.1935302877,-0.1802459590,0.2028842934,-0.0172337607,0.1012033703,-0.0656518902,-0.2278303034,-0.0177773779,-0.1001903431,-0.0865949056,0.0610713277,-0.0700839953,-0.0188878691,1.0703750961,0.1341017106,-0.0653620412,-0.1013534295,-0.1006180968,-0.0553175818,0.0287567411,-0.0639162206,-0.1919145511,-0.0103162152,0.8173910399,2.4808306958,BRCA
GSM481003,0.0125319045,-0.1143867374,-0.0332043287,-0.1534141486,-0.1960046216,-0.0162799633,-0.0807876588,0.9500512694,-0.0321571126,-0.0973341820,0.4834203431,-0.0528963846,-0.1151991762,0.0277884053,-0.0949003638,-0.0896677458,-0.0021249864,0.3895851531,-0.0694701447,-0.1357929089,0.0581979249,0.2313655682,1.0770822940,0.5958689200,-0.0970763126,-0.0765174750,-0.1808650321,0.4453759759,-0.0190007393,-0.0425837654,0.8208781174,-0.0758487333,-0.1438449960,0.0378041541,0.1554474397,0.1675686060,0.3293958788,0.0857827171,0.3543389166,-0.0885409495,2.3638862711,0.0405183853,3.6435139973,0.4208200202,0.6416629085,0.0624867354,-0.0134893726,-0.0290859851,0.6154110680,-0.0867870070,0.3678463830,-0.2082409407,-0.0971855707,-0.0018841177,-0.2728861425,-0.1563133389,-0.0003069974,-0.0258412696,0.0149457140,-0.0770565563,-0.1819517889,-0.0574515264,-0.0606260283,-0.0585473684,0.1897626710,-0.1348725014,-0.0825786177,1.7889225968,0.4719330388,-0.0820714727,-0.0946186246,0.0601921672,-0.0303988393,0.0987734194,-0.0715040995,-0.0716928273,-0.0489590437,1.0188161474,2.2357419864,BRCA
GSM481004,-0.0033682808,-0.1217251004,0.2923025550,-0.1331182973,0.0166177656,0.5621052188,-0.1760155807,0.7335618746,-0.0943533362,-0.1184247799,0.5903505848,-0.0435245077,-0.1491221954,0.0991942402,0.0045433962,-0.1348937088,-0.0530676909,1.1136212200,-0.0361835971,-0.1005801593,-0.1419382361,0.4731824256,2.5220021768,0.8160913169,-0.1208847655,-0.0381071386,-0.1681409277,0.7294014046,0.0046471892,-0.0386930445,2.5183840991,-0.0686005036,-0.1095325879,-0.1089372783,0.0185861854,0.2822133473,0.1119323884,0.0463520392,0.4201459893,-0.0504162911,1.5380832553,0.1066328658,3.6928061645,0.0661285739,0.1920933733,0.1247700097,0.0000928630,0.2491273127,0.8374643134,-0.1156885668,-0.0368083989,-0.2222200623,-0.0289039051,-0.1483907999,-0.2297445993,-0.0317790878,0.0960486096,-0.0169320069,0.0547877369,-0.0345862663,-0.0889438873,-0.1026754117,-0.0573946973,-0.1020735919,-0.0180363466,-0.0793726691,-0.0626230279,1.1662965714,-0.0484577012,-0.0403184684,-0.1222980218,-0.1097274943,-0.1205867013,-0.0252635851,-0.0965311680,-0.1649209691,-0.0394629655,1.2402453942,2.3844405236,BRCA
GSM481005,-0.0047267683,-0.1344726894,-0.0337740087,-0.1725769047,-0.2197902050,-0.1203495308,-0.1511522133,1.6037324242,-0.0202461784,-0.0638614118,0.3725537451,-0.0985614140,-0.0985862312,-0.1286236701,-0.0144689013,-0.1195217273,0.0674180773,0.2281151835,-0.0693018751,-0.1371304145,-0.1191317194,0.1596501422,0.5863126215,0.5047849688,-0.1742364263,0.0504073964,-0.1635580101,0.4434519666,0.0441278708,-0.0167270323,2.3123772144,-0.0557825877,-0.1662414547,0.0906165795,0.0310728523,0.2259037191,0.5618593327,0.1258562207,0.8104297589,-0.0677923652,1.1360747644,0.2469138296,2.9753657183,-0.0715960995,0.0977961318,0.2351409233,0.0801171582,0.0252006038,0.9798598295,-0.1026842058,-0.1027448054,-0.2046659691,-0.0732166236,-0.1477597880,-0.2183985288,-0.1581241861,-0.0232913301,-0.0282376017,-0.0331311966,0.0022492817,-0.1447939863,-0.0165831194,-0.0384553807,-0.1160869382,0.0494175486,-0.1266929486,-0.0229828025,1.3338098321,-0.0719963970,-0.0205959372,-0.0435313629,-0.1005422686,-0.0126633070,-0.0781033603,0.0500329547,-0.1739647185,-0.0969966923,1.0773006523,2.8124719901,BRCA
GSM481006,-0.0457815783,-0.0930764458,0.0357305081,-0.1079268521,-0.1641713104,-0.0946035889,-0.1289975787,0.8516002529,-0.0575491458,-0.0983582267,0.4453276856,-0.0397508522,0.0398417017,-0.0857491393,-0.0477597213,-0.1565462959,0.0308713989,0.2513129445,-0.0434729786,-0.0759507445,-0.0455616355,-0.0282404839,0.4520055540,1.0806472635,-0.1047275276,-0.0354233446,-0.2067404358,0.5230445001,-0.0116900326,-0.0508107910,1.9709999030,-0.0798954021,-0.1411766639,-0.1336784916,0.0149849991,0.1143865676,0.4575556130,0.2863816976,0.3456578131,-0.0607893218,1.3974689841,0.1961680456,2.8718997637,-0.0732725291,0.4037492653,0.0794755013,0.0314879373,0.4931064882,0.7899807988,-0.1013889803,-0.0591356744,-0.3066764671,-0.0937931580,-0.1034583882,-0.1508771803,-0.1693163990,0.0184563075,-0.0217201323,-0.1143870599,-0.0095844398,-0.1266725116,-0.0899901250,-0.0865613314,-0.1127335011,0.1644841389,-0.0666833480,-0.0923834387,1.2492968785,0.1540413657,-0.0921381399,-0.1291355363,-0.1800866224,-0.1402228785,-0.1637762469,-0.1116888564,-0.1748886809,-0.1198226669,1.0198318217,2.2044010677,BRCA
GSM481007,0.0183963460,-0.0572355194,0.2156018590,-0.0829808796,-0.1757316024,-0.1176624930,-0.1172293948,0.5690123534,-0.0054928979,-0.0644430971,0.7489756107,-0.0689347333,-0.1815012768,0.0688723803,-0.0935247757,-0.1086405012,0.0521081630,0.1324073782,-0.0187939971,-0.0705216141,-0.0176842651,0.0713577823,0.3051382034,1.0442474703,-0.0901606191,-0.1021307824,-0.1542351009,0.4993439765,0.0073881931,-0.0363229954,1.5888246496,-0.0451582672,-0.1145721024,-0.0478119128,-0.0452537463,0.2641144161,0.5650354502,0.1095050505,0.1127845207,-0.0777350301,2.6161405700,-0.0270793494,2.1931279500,0.6109497668,0.1081938795,-0.0297455482,-0.1152506597,0.1887912698,0.6875856585,-0.1361364397,0.1398046748,-0.2548820310,0.2278721504,-0.0495443469,-0.1521592315,-0.0601258639,-0.0180297549,0.0053261978,0.0499042900,-0.0307395773,-0.1174677125,-0.0112537179,-0.1007549883,-0.1057512574,0.1017784921,0.1509046249,-0.0544135109,1.5635478645,2.0794822507,-0.0958110776,-0.0815966120,-0.1181798951,0.1102172473,-0.0337320498,-0.0562751821,-0.1376580972,-0.0128815731,0.7332884655,1.8317994922,BRCA
GSM481008,0.0135383108,-0.1175224256,0.0270650922,0.0257056719,0.3109835955,3.1095010177,-0.2092877155,0.5402429052,-0.0446417521,-0.0832351605,0.8695532818,-0.0842149748,-0.0673005681,0.3966173912,-0.0797181074,-0.1069575390,-0.0270064181,2.4334105551,-0.0470563950,-0.1340358588,-0.1062880354,1.0422426972,3.7100130320,0.1960139611,-0.0697390577,-0.0274456507,-0.1944486666,0.6907179117,-0.0449356602,-0.0455401294,2.6366142299,0.0411062172,0.0186494550,0.1377506236,2.2366237441,0.1683518896,0.2387165987,0.1862932138,0.9229596694,-0.0674781555,1.0337207864,0.0454254805,3.1072435775,0.0155054001,0.1811905690,0.0477316900,0.0990413619,1.2443220487,0.9254768908,-0.1404769703,-0.0821399172,-0.1798503539,-0.0390614055,-0.1244530466,-0.2110865472,-0.1334128209,-0.0943048004,-0.1253856248,-0.0823487298,-0.0317761449,-0.1770474609,-0.0888971100,-0.0427051691,-0.1582629651,-0.0269442917,-0.1495604314,-0.1106136142,0.8487464356,-0.0937278436,-0.0645745573,-0.1286440429,-0.1301826210,-0.0461593740,-0.0663466330,-0.0258508692,-0.0864082746,-0.0410551444,1.5206683466,1.4251803596,Control
GSM481009,-0.0831521150,-0.1562503147,-0.0160436108,-0.1941199377,-0.2666411584,-0.1363151893,-0.2397303771,0.5333521560,0.0276488228,-0.1911623354,0.2129262354,-0.1432144875,-0.0635557971,-0.1245673481,-0.1460126650,-0.0997905679,-0.2185989576,0.7901227976,-0.0797914446,-0.1188073308,-0.1019401512,0.0095844022,0.3269794668,0.8982515966,-0.1146336404,0.1083741087,-0.1727654666,0.5125457647,-0.1201731059,-0.1236046367,0.9991316413,-0.0428546361,-0.0251751532,-0.0040676375,-0.1055642647,0.2824583088,0.2941268267,0.0512844025,0.2340035045,-0.1688489413,0.2928126499,0.0679936685,2.5266020498,-0.0843627745,-0.0225474585,0.0007197229,-0.0230382109,-0.0582148823,1.2445097206,-0.1605251481,-0.1245508698,-0.3292680393,-0.0442889572,-0.1735190395,-0.0951484728,-0.0866553514,0.0661188532,-0.1345915529,-0.0305082104,0.0485846690,-0.2456428629,-0.0362032268,-0.0360599128,-0.2225289306,-0.0032111824,-0.0830179619,-0.0742771829,0.6482622323,-0.2243902548,-0.0180100151,-0.1228430416,-0.1688175578,-0.1911288863,-0.0802411665,-0.0695099781,-0.2777693186,-0.0404937682,0.9517410872,2.4387348175,Control
GSM481010,-0.0740054093,-0.1162956918,0.0140369745,-0.0949845209,-0.1030195266,0.1831499014,-0.1188640743,0.7144130823,-0.0414440651,-0.0527222298,0.2679224305,-0.0361879172,-0.1251469134,0.0225329156,-0.0371436307,-0.1408410529,-0.0039206772,0.0226994641,-0.0692639355,0.0576899002,-0.0129843161,0.4967245454,1.3842930889,0.9215106960,-0.1113122021,-0.0778213033,-0.1556283878,0.5562831773,0.0210424410,-0.0651180082,1.8094631367,-0.0557047272,-0.0829674659,0.0119828965,0.0216706173,0.1555255588,0.4107004470,0.0979645552,0.3112823277,-0.0877833051,1.5243606313,0.0781252100,2.9012349447,-0.0250544287,0.2973005544,-0.0137498037,0.0069278436,0.0383274638,1.2271804080,-0.1060796085,-0.0689478631,-0.1871980018,0.1234290477,-0.0886756063,-0.1751084885,-0.0823933241,0.2909650804,-0.0523433309,-0.0671264859,-0.0380152711,-0.0665421138,-0.0303304419,-0.0627427894,-0.1077371225,0.0064952513,-0.0702841424,-0.0651846437,1.9091593474,-0.0494453826,-0.1299125630,-0.1261141853,-0.0495022550,-0.1664135703,-0.0072475783,-0.0988731951,-0.0751420790,-0.0489380526,0.9313174859,2.5799589171,Control
GSM481011,0.0505490041,-0.1143522616,-0.0138938338,-0.1545149676,-0.2106334986,-0.0415977651,-0.1579528339,0.6454081595,-0.0351481419,-0.0640695822,0.2958536067,-0.1227688665,-0.0620418374,0.0659118951,0.0623097229,-0.0616845063,-0.0663560761,0.2015644595,-0.0412042877,-0.0791338222,-0.0215034489,0.1365389772,0.0802930284,0.5540936148,-0.0677558711,-0.1111286889,-0.2382253656,0.5297162981,-0.0164073991,-0.0048387632,1.6893038817,0.0238853241,-0.0938822051,-0.1307185718,0.2107110365,0.4571443272,0.0860105640,-0.0307999963,0.3692471853,-0.0441689824,1.0867041347,0.0861695422,2.9495386283,0.0269770351,0.0853694100,0.1759308717,0.0026153166,-0.0510743456,0.6375528403,-0.1687885245,-0.0423061008,-0.2313585828,0.0194318666,-0.0725049386,-0.2261672688,-0.0562440773,-0.0329972739,-0.0365726048,0.1606687040,-0.0931687449,-0.1829459285,-0.0012088869,-0.0819519429,-0.0768118504,0.0574682683,-0.0139633389,-0.0550308053,1.3952920438,-0.1366306342,-0.1162713636,-0.1122769750,-0.1151434371,-0.0194042853,-0.0561168351,-0.0505232476,-0.1675569411,-0.0133706812,1.3648240197,1.8822362865,Control
