@relation data

@attribute 155184 numeric
@attribute 29988 numeric
@attribute 11182 numeric
@attribute 6518 numeric
@attribute 66035 numeric
@attribute 81031 numeric
@attribute 6517 numeric
@attribute 56606 numeric
@attribute 6514 numeric
@attribute 6515 numeric
@attribute 154091 numeric
@attribute 6513 numeric
@attribute Class {Control,BRCA}

@data
4.972246049,10.62563148,6.922498552,8.379801934,6.98130382425,8.294360192,5.689167221,6.29722834833,5.583993803,12.16931758,8.790251655,8.66464383,Control
5.10518698,10.45470056,6.511440859,6.816347305,7.06582258375,7.6277610105,5.667687262,6.377668927,4.472869269,11.62934992,7.937140034,10.69176121,BRCA
4.997530935,10.66108355,5.92077637,6.761953818,7.2942256675,8.4136452525,5.690704299,6.96420242433,4.910026549,9.970178212,7.790154807,9.826628375,BRCA
4.410788833,10.78687017,6.635867278,7.138991368,7.089594169,7.3911685565,5.801553978,6.32275632667,5.470383322,10.28488803,7.067491166,9.749233029,Control
4.997982479,10.06652016,6.32067026,6.615780886,7.35765897575,8.1011415635,5.981630781,6.984509024,4.327000131,10.13846417,8.484542105,9.520845097,BRCA
4.569953748,10.18842847,6.138226355,8.73811855,6.81445758325,8.2961958475,5.889480387,6.876219611,4.925775462,12.45384813,8.192984556,11.12792359,BRCA
5.606746643,10.75523626,6.032327486,6.531268867,6.73949764525,7.2311004805,6.082580853,6.26588569733,5.323740468,10.8936127,6.579810423,10.06394142,BRCA
4.607083101,10.33946621,7.138325884,6.868270444,7.11273270475,9.2461400085,5.931807875,6.948572356,4.795729695,11.38319952,9.14804506,9.624905607,Control
5.233246971,9.846936382,6.366327132,7.027217996,7.0342070535,8.538371432,5.950124992,6.54045026533,4.920187583,11.4905076,8.151525421,9.281942267,BRCA
4.993460669,10.83660293,6.54404145,6.734103713,7.1030434315,8.1645804415,6.047566334,6.05532912033,5.190230876,10.32699711,7.822700078,9.610619386,BRCA
4.901363214,10.56738599,7.112181766,8.413195399,6.52191263025,8.2914619575,5.641698649,6.25783365533,4.674142501,11.92978186,8.703506626,8.421603203,BRCA
4.894346386,10.11530417,7.097508418,7.637278986,7.0241231425,8.7927744885,6.239651629,6.264616355,4.835433068,10.11027486,8.413650273,9.886283826,Control
4.392949938,10.56208048,6.760856726,8.636643764,6.9902049315,8.1569540115,6.314792241,6.38388428733,4.951647528,11.10530635,8.404546734,9.442757511,Control
5.037614213,10.74199802,7.107193859,8.702935506,6.98886315025,8.7951450085,6.070449036,6.81155186533,4.482788153,10.39534164,7.947653191,10.45321433,BRCA
4.526932284,11.10564356,6.8430452,7.837282788,6.7293739365,9.5610645835,5.764082867,6.602516137,5.251351034,10.70167275,9.084051721,9.296882447,BRCA
5.243946308,10.80850192,6.440292493,8.823320364,6.89510295925,8.728690661,5.997919695,6.492926079,5.01168711,9.89030271,8.35411836,9.92732654,BRCA
4.299723531,10.68917271,6.389915763,7.542724538,7.202620301,9.12874548,5.903768142,6.64485398767,5.07383228,11.8471671,7.908033966,10.69010738,BRCA
4.74013387,10.66999253,6.986072764,7.662759375,7.00879998525,9.6365289855,5.835804886,6.909262677,5.503993644,11.16113206,9.098072313,10.22045122,BRCA
5.01915841,10.33465909,6.660285205,7.836115267,7.121479017,9.6261758335,5.706331104,7.05628867667,5.122477305,10.78342824,8.693731851,10.03270048,BRCA
4.726302606,11.79340834,8.272211173,7.747456426,6.84228464,6.19424942,5.398154738,7.062981326,5.255700175,9.119292054,9.077110201,10.67176022,BRCA
