@relation data

@attribute id string
@attribute 22974 numeric
@attribute 3837 numeric
@attribute 4926 numeric
@attribute 56992 numeric
@attribute 5901 numeric
@attribute 5905 numeric
@attribute 6790 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,0.1921569186,2.0615830533,0.2638914378,-0.2586000980,3.3882003890,0.2299692906,0.7715926355,BRCA
GSM481003,0.3256131188,1.9095450006,0.2690825331,-0.1924621016,3.1674969990,0.5140498824,1.4789532239,BRCA
GSM481004,0.3229550804,2.2159077413,0.2926408473,-0.1924290825,3.0404753419,0.3018920122,1.4670954508,BRCA
GSM481005,0.2337619473,2.3088889532,0.2763819218,-0.2134708431,3.4359046089,0.2324308546,1.0518769702,BRCA
GSM481006,0.2017075061,1.8174032327,0.3274727973,-0.1718853896,3.0453332796,0.2889485137,0.6284479305,BRCA
GSM481007,-0.0197898220,1.5689805019,0.2122027605,-0.1636561845,2.6327038078,0.3710870970,0.8138523585,BRCA
GSM481008,1.4482867254,2.2376493252,0.2580009148,0.0150437861,2.9570318858,0.4086776353,2.7611240697,Control
GSM481009,0.2405618338,1.8434993941,0.3059624568,-0.1800224408,3.2027866842,0.0100849440,1.1950537046,Control
GSM481010,0.4663511707,2.4841997289,0.2197716927,-0.0839283188,3.6277177333,0.3573975936,1.4860356199,Control
GSM481011,0.0972548116,1.4262088770,0.2765903565,-0.2194376625,3.1112367576,0.4067286859,0.9638049988,Control
GSM481012,0.6083441030,2.1908925623,0.3981686656,-0.1538467219,3.0364346770,0.2121939817,1.4348200593,Control
GSM481013,1.4860202802,2.0685135760,0.2616489843,-0.0424833854,2.5383037990,0.6943549856,2.5863133945,Control
GSM481014,0.4120648590,1.7674239055,0.2739907861,-0.1120277711,3.2129269441,0.4341400028,1.5350585971,BRCA
GSM481015,0.4184385629,1.7481945958,0.6511133956,-0.1787646430,2.5672305557,0.5893819439,1.4944712839,BRCA
GSM481016,0.7679013828,2.2654557601,0.2444712586,-0.2313505833,3.4716849857,0.2313025436,2.0210492245,BRCA
GSM481017,0.3883017672,2.0840271599,0.2164695776,-0.0399443191,3.6258344386,0.0652108136,1.3310317901,BRCA
GSM481018,0.7064897684,1.8056599908,0.3635575687,-0.2377552246,2.7468180922,0.3380843249,1.5473840895,BRCA
GSM481019,0.6990328381,2.1373831221,0.2517255382,-0.0395354378,3.2379045486,0.5361700841,1.7568814571,BRCA
