@relation data

@attribute 7535 numeric
@attribute 920 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 2534 numeric
@attribute 3932 numeric
@attribute 3123 numeric
@attribute 5788 numeric
@attribute 3122 numeric
@attribute Class {Control,BRCA}

@data
5.75848104033,7.587142037,7.280935014,6.11956952,6.720624337,8.7285712195,9.2289642325,5.69019779725,5.209464331,5.552770925,13.17461947,Control
6.016599109,7.564704211,8.193154688,6.912593359,7.355551793,9.701700705,8.8907159655,5.74326863275,6.166218956,5.761736804,13.80159564,BRCA
6.474589657,7.27775495,8.37636907067,7.731643389,8.04094875,10.17915014,8.275073194,5.8326297955,6.220528877,5.7813974245,13.830710045,BRCA
6.072880996,7.757275197,8.21299733433,7.627900667,7.285266093,10.0511208,8.08464112175,6.064440107,5.78869305,5.1671536775,13.10958531,Control
6.01685906633,7.922110302,8.28606754333,7.904094356,7.74183962,9.3494460205,8.34620788925,5.91669616975,12.58150432,5.93158530625,13.67035693,BRCA
6.03909155233,7.239410274,6.930751522,6.389657687,6.529942434,8.381411497,8.716652398,5.66966000725,12.50251243,5.9022013445,13.80707185,BRCA
6.25570060267,7.114005486,8.51372939333,7.380766509,7.791799626,9.811707063,8.39165280725,5.862304229,10.54658128,5.875906139,12.56767587,BRCA
5.73411668,7.840024324,7.87859624933,6.876858011,6.566324756,9.1744218995,8.80415305075,5.88068915225,11.59208337,5.4118146555,13.646442645,Control
5.905664806,7.470071357,7.83390275633,6.663348622,6.735255184,8.5153541335,8.0162301535,5.81485113325,12.10466109,5.575716739,13.92629211,BRCA
6.16140338633,6.98547517,8.282150397,7.296207587,7.591674041,11.141348535,8.42904151725,6.225327925,11.29724747,5.35829187075,12.911595045,BRCA
6.52833088567,7.572626574,8.51785897267,7.570768631,6.995713808,9.612806537,8.9502413505,5.790786971,12.12065594,5.0602911245,13.336444535,BRCA
5.90086299367,8.062317545,7.581881758,6.88402128,6.472573571,9.0080471655,8.477755757,5.852877388,12.13760287,5.3468143985,14.133262905,Control
5.88686611933,7.324655646,7.36965209267,6.499212576,6.042212717,9.0364114565,8.5293685075,5.8050524925,11.35464901,5.465254836,13.717874695,Control
6.55404359367,7.340030607,7.90980533,7.678848562,6.149448008,9.450971204,8.5706565075,5.77734798875,5.168332398,5.12336596575,13.99859808,BRCA
5.93021521,7.504284952,6.772887585,6.107798352,6.777686415,9.327483072,8.93480514275,5.62585714825,10.46950983,6.23823784275,13.808752855,BRCA
6.223640868,7.060753003,7.87435355567,7.259487003,7.154213379,10.315147335,8.1157153055,5.6869878525,10.19314989,5.7894712835,13.981464,BRCA
6.301003305,7.078260574,7.794650782,7.444975776,6.514442352,11.79381229,7.9997957695,5.8591069415,4.91887665,5.2330931355,14.06575512,BRCA
6.138188914,7.628739198,8.18961236433,7.680572483,6.785946496,8.947881972,8.34669283075,5.8570988385,5.394901009,5.380511539,13.712322535,BRCA
6.25104049967,7.524289246,7.67099175533,7.868808861,6.114789302,8.294422198,8.21665827025,5.677996665,11.24502395,5.27831365375,14.275570095,BRCA
6.73710692967,7.818200484,6.22075007433,6.848156962,7.653850253,7.8549590105,7.74146486825,5.6576825155,5.039808741,6.02382361625,13.81356339,BRCA
