@relation data

@attribute 842 numeric
@attribute 3265 numeric
@attribute 4303 numeric
@attribute 1147 numeric
@attribute 5898 numeric
@attribute 5894 numeric
@attribute 598 numeric
@attribute 2002 numeric
@attribute 5970 numeric
@attribute 5604 numeric
@attribute 10928 numeric
@attribute 5900 numeric
@attribute 207 numeric
@attribute 5290 numeric
@attribute 387 numeric
@attribute 5337 numeric
@attribute 5595 numeric
@attribute 572 numeric
@attribute 4790 numeric
@attribute 5294 numeric
@attribute 5295 numeric
@attribute 5879 numeric
@attribute 998 numeric
@attribute Class {Control,BRCA}

@data
7.924560768,7.4423513115,9.212004536,9.004698798,12.06834846,10.11570732,9.8313225965,9.719046985,8.69026092,10.49127719,9.377872676,9.6517073415,9.746089281,6.685313404,12.37603319,8.517296488,11.634256725,7.546352606,12.34771002,6.299304767,7.0703331436,8.85850435833,7.16387589625,Control
7.7506065195,7.8897640555,9.251175332,8.974945912,11.8054921,10.34726733,9.2628993675,9.192268846,8.669346719,9.559434991,9.253115391,9.5949501985,9.68028616833,7.098719371,12.57624761,8.822380524,11.27623323,7.48196166867,12.34109771,7.09127967,7.6111323212,9.23532012167,7.17118701125,BRCA
8.1061247785,7.856102429,8.82901003,8.986710369,12.13502955,10.45388564,9.6706944665,9.676230874,9.073024297,9.65317699,9.361132921,9.3783225215,9.69256516467,6.212526175,12.07257321,8.8794769,11.198356615,7.496409352,12.51631937,6.323194968,7.448654099,9.280236709,7.03238297825,BRCA
7.389583129,8.398114105,10.06056798,8.742495656,12.02968073,10.09500831,8.999297312,9.684192438,7.67194989,9.580847928,9.850210723,9.3120333535,9.98949733167,5.584068992,12.17972416,9.316802576,11.274247985,7.166098701,12.26985874,6.299945779,7.6522265588,9.422761191,6.55593589375,Control
7.637528126,7.697637374,9.04746554,8.684828488,11.68152186,10.22872886,9.819947042,9.981439248,9.268495874,9.966174165,9.356210469,9.6541939785,9.506100771,7.405441727,12.74633592,8.026649483,11.21839075,7.33013335533,12.37603319,7.300126299,7.950268865,9.29741101033,6.99171327025,BRCA
8.5459358775,7.3388634815,8.339762197,9.33884841,12.29172622,10.624983,9.444171974,9.979768545,9.673230059,10.23164154,9.291666361,10.930540346,9.688092646,7.460253403,13.08540943,8.511892099,11.07534033,6.96976629,12.87483063,6.725540512,7.4183463498,9.14697742367,7.00999639125,BRCA
6.9179834015,7.9742866725,9.180127421,8.17437786,12.09842044,9.961088297,9.718924317,9.212867878,7.262755244,8.977681421,9.991267129,9.7207434685,10.0480993307,6.662423158,12.27941189,8.946870554,11.151396135,6.54175895867,12.52075501,7.476910459,8.3350079456,9.62804284167,7.10702874775,BRCA
8.3320404855,7.7095138065,8.872275583,8.824657385,11.95847307,10.12277013,9.632114784,9.290572499,9.194320487,10.00443156,8.685494426,9.2094695665,9.436876068,6.020263967,11.89259415,8.972320105,11.40345044,7.84441516067,12.20475003,6.726903149,7.757716558,8.82865486733,7.09973287325,Control
7.7930385845,7.94496816,8.632069254,8.659854224,11.88601099,9.9831294,9.7227322955,10.01823535,9.012625324,9.452231522,9.697254787,9.550898016,9.58057105933,7.205282841,12.60350703,8.25505351,10.99057863,7.80894971567,12.42766909,6.426437217,7.6719006758,9.29235500067,7.18183415025,BRCA
7.6247556515,8.148239231,9.629630344,8.645245129,11.97982718,10.28660429,9.564546958,9.726661428,8.33670864,9.69476318,9.657095607,9.179039416,9.75364579767,7.606018576,12.28213433,8.468869519,11.551814785,7.79374473733,12.09766027,6.76752611,7.3060563712,9.23513699733,7.09000222,BRCA
8.198860636,8.198599078,9.030874784,8.670710349,12.14240395,10.23292486,8.478052396,9.68790976,8.687254178,9.736317839,9.550160511,9.1529017865,9.592833039,6.657000843,12.64120964,9.35965136,11.573459625,8.04104994467,12.2590489,6.847562044,6.9076540764,8.92818876867,6.604948967,BRCA
7.692121379,7.4409667175,9.043410897,8.807082076,11.9684077,10.11618835,9.3012466535,9.524248408,8.875473781,9.990983614,9.04992417,9.5842430075,9.66262953467,6.822223857,12.30040269,8.862560746,11.32136754,7.56627437633,12.38541089,6.739109305,7.509195938,8.97755484267,7.351535111,Control
7.8122716905,7.6537280945,8.575786096,9.155780297,12.08367055,10.13087976,9.2475715835,9.844219734,8.978067698,10.29596436,9.058229305,9.648764126,9.935713008,6.672535396,12.38074251,8.559712748,11.488573795,7.59129591867,12.24889125,6.521369295,7.3656981534,8.882604615,7.359104133,Control
8.7262881565,8.1909422715,9.919347951,9.260861404,12.19911107,10.76657469,10.160659071,10.24378721,9.226388785,10.01433476,8.632523723,9.4849334175,10.2127518167,4.904979261,11.64892389,9.181625078,11.695521545,7.66188804867,12.29388695,5.09930704,7.1534205814,8.867882958,6.6884391885,BRCA
8.6813768815,7.2806843915,8.417938067,9.241179451,12.63069834,10.37973064,8.9891806855,9.913970625,8.761435816,9.712540381,9.203483287,9.4691263995,10.3303371883,5.472171943,11.744773,9.677900683,11.206231375,7.66703628367,12.41257918,6.107798352,7.0222287176,8.552349278,6.843482732,BRCA
8.248373031,8.539009948,9.684065293,9.022833232,12.24753009,10.55366796,9.423520902,10.00415062,8.629266563,9.812386363,8.94638079,9.406931471,10.0295226957,4.944168843,11.37964115,9.203752442,11.49634678,8.02569258867,12.40655986,6.07692847,6.9209080238,8.787767491,7.08107622375,BRCA
8.6068554675,8.146852134,9.882467716,9.175650046,12.22228482,10.73881029,10.2211742005,10.22872886,9.515749664,9.916141133,8.953397026,9.534231038,10.1231177773,5.538546893,11.16916418,8.916223677,11.796022585,7.95110622133,12.32574401,5.439300032,6.8965544166,8.934366304,6.38540810175,BRCA
8.073461174,8.041917075,9.477526124,9.44260202,12.3345988,10.51457134,9.52090632,10.30881145,8.496794995,10.0322459,8.976994451,9.308902558,10.182290716,5.070616072,11.66819594,9.373311685,11.46459896,7.89435356167,12.39966386,6.101508918,6.895239566,9.01840760867,6.7911300605,BRCA
8.5559423875,7.888636145,9.985543523,8.973504462,12.11865571,10.54450111,10.1528186875,10.45750942,9.61434228,9.833428205,8.982138771,9.061057539,10.3257906717,5.353156751,11.52630619,8.860614559,11.5411915,8.071594068,12.00382718,5.379907907,7.0040046146,9.258466301,6.67358924525,BRCA
8.6535305615,8.85628218,9.534634151,8.965922146,12.21264541,5.97155002,7.5182568945,10.01669727,9.315772892,9.724718956,5.781235931,10.538921337,10.2867156497,5.027033758,9.38829779,9.440475292,12.52079595,8.530428344,12.05629403,5.039808741,7.4112322548,8.91017192567,6.6605798635,BRCA
