@relation data

@attribute id string
@attribute 2353 numeric
@attribute 2885 numeric
@attribute 3265 numeric
@attribute 3562 numeric
@attribute 3717 numeric
@attribute 5595 numeric
@attribute 5777 numeric
@attribute 5894 numeric
@attribute 6464 numeric
@attribute 6654 numeric
@attribute 6776 numeric
@attribute 6777 numeric
@attribute Class {BRCA,Control}

@data
GSM481002,-0.0801269710,1.6104626348,0.8212452234,-0.0178495133,0.0485487563,1.1201675758,0.0470554000,0.3860900013,2.2882412161,-0.0234144181,0.2833559974,0.2282767607,BRCA
GSM481003,-0.1516893194,1.7524189089,0.9474795161,-0.0765174750,0.0121588141,1.1333078442,0.4993370962,0.2815908568,2.4272642752,-0.0553885548,0.3305765474,0.2317580214,BRCA
GSM481004,-0.2391101478,1.7306030480,0.8814408686,-0.0381071386,0.1063429446,1.3982536542,0.0360935164,0.4157156661,2.7043259995,-0.0500999228,0.6760884334,0.3548092483,BRCA
GSM481005,-0.1103455591,1.6458761891,0.8521304950,0.0504073964,0.0221718806,1.3712493853,0.0269206680,0.3888399490,2.3308550971,0.0180744121,0.4335148484,0.3095768749,BRCA
GSM481006,-0.1162875150,1.6704388113,0.8876503406,-0.0354233446,0.0171736931,0.9865753614,0.1963789132,0.3354175018,2.3295555881,0.0128678733,0.6613827465,0.3820596916,BRCA
GSM481007,-0.0361999132,1.7786090209,1.1560421735,-0.1021307824,0.0266022543,1.0516917631,0.5863196452,0.2957258879,2.3985712954,-0.0621160632,0.6584754725,0.2433287780,BRCA
GSM481008,-0.1402303537,1.6622805248,1.2938889639,-0.0274456507,0.0374788624,1.0726860836,-0.0404729063,0.3589827556,2.4446920753,0.0012555714,0.1243573846,0.2195734002,Control
GSM481009,-0.1590186953,1.3427748691,0.5253295350,0.1083741087,0.0230332860,0.7096309500,0.0173634809,0.2270372226,2.4154436141,-0.0048567386,0.1552610239,0.1357923958,Control
GSM481010,-0.0893704778,1.7509254467,0.9039840400,-0.0778213033,-0.0186596700,1.1154199801,0.0461772423,0.3965836786,2.2814118394,0.0688335455,0.1787025944,0.2733712041,Control
GSM481011,-0.1973138971,1.9492786230,1.1300241724,-0.1111286889,0.0504960761,1.5733309313,0.0494558051,0.2711141126,2.8155515152,-0.0475626586,0.3469468820,0.2940408219,Control
GSM481012,-0.0651978801,1.5784882939,0.8123865621,-0.0758638756,0.0850258547,1.1019343174,0.1572296184,0.3464573934,2.6636632381,-0.0046310019,0.2328366154,0.2785303607,Control
GSM481013,-0.0780185167,1.6565090109,1.6534560970,-0.0664141561,-0.0107482306,1.2130804397,-0.0275734051,0.4000868027,2.5264454656,-0.0280898488,0.2194713784,0.2140877245,Control
GSM481014,-0.0927657989,1.2421748134,1.0210845322,-0.1180271517,0.0364320597,0.7769479156,0.0083820471,0.4424410221,2.1941194408,0.0084851914,0.1398099494,0.3323237256,BRCA
GSM481015,-0.1341951147,1.6013563458,1.1101989111,0.0336531569,0.0352191013,1.2662113122,0.0544453243,0.3921028600,2.8591947300,-0.0340474368,0.5084051885,0.3527782936,BRCA
GSM481016,-0.1218642277,1.8586949196,0.9262994193,-0.0003961197,0.0166699116,1.1607094455,0.0047498098,0.2947261601,2.4599850390,0.0025573775,0.2426523455,0.3917667262,BRCA
GSM481017,-0.0937838936,1.3855678936,0.5171931558,-0.0270248804,0.2420565581,0.5629059449,0.0186426963,0.4142338808,1.9582755479,0.0984201438,0.1354017081,0.1603660412,BRCA
GSM481018,0.3026921824,1.5609027490,0.9430964104,0.0055237950,0.0515010548,0.9598313551,0.0723211143,0.3959389863,2.4696819614,-0.0661165698,0.7320139526,0.2114256294,BRCA
GSM481019,-0.1735437464,1.6939296023,1.1114784536,-0.0389095801,0.0446857553,1.0253944844,0.6140498097,0.4703316232,2.7068592139,0.0599291107,0.1600523178,0.3175308538,BRCA
