@relation data

@attribute id string
@attribute 5551 numeric
@attribute 1676 numeric
@attribute 1677 numeric
@attribute 3148 numeric
@attribute 328 numeric
@attribute 1387 numeric
@attribute 3001 numeric
@attribute 6418 numeric
@attribute 8125 numeric
@attribute Class {Control,BRCACancer}

@data
A01,2.1925,0.9683,0.4112,1.3566,1.5644,1.4764,1.7428,0.9307,0.7468,Control
A02,3.0505,0.8495,0.2916,1.0761,1.2665,1.2354,2.2728,0.6581,0.4636,Control
A03,3.1792,0.9197,0.4401,1.2845,1.1479,1.4513,2.49,0.9665,0.7372,Control
A04,2.9768,0.8958,0.3836,1.1978,1.0389,1.2933,2.3914,0.8492,0.4954,Control
A05,3.0195,1.0382,0.4936,1.467,1.3652,1.4436,2.116,0.9035,0.7408,Control
A06,3.2279,0.9035,0.424,1.3279,1.2598,1.3768,2.0467,0.8596,0.5891,Control
A07,3.1708,0.9215,0.4549,1.3004,1.2858,1.4744,2.2448,0.9519,0.929,Control
A08,2.7722,0.6569,0.3883,1.162,1.007,1.5962,1.964,0.772,0.8351,Control
A09,2.9496,0.8576,0.38,1.1143,1.3196,1.4502,1.9319,0.7565,0.8138,Control
A10,3.059,0.9305,0.3818,1.2314,1.0772,1.5075,2.5977,0.7537,0.8154,Control
A11,3.5948,0.5846,0.1932,1.1184,1.0441,1.3339,2.5938,0.747,0.6212,Control
A12,2.4145,0.4109,0.2302,0.9357,0.7755,0.7983,2.6047,0.3111,0.2221,Control
B01,1.6091,0.5758,0.2783,1.1415,1.358,1.305,1.3478,0.9925,0.6603,Control
B02,3.135,0.9058,0.4105,1.5086,1.5252,1.342,2.413,1.0874,0.5913,Control
B03,2.5667,0.8294,0.3312,1.3905,1.3174,1.3124,2.1396,1.0267,0.6628,BRCACancer
B04,2.7885,0.6866,0.3861,1.0196,0.7235,1.5339,1.9698,0.7119,0.9792,BRCACancer
B05,3.2679,0.5665,0.3089,0.972,0.928,1.3523,2.4985,0.7776,0.5435,BRCACancer
B06,2.1502,0.2895,0.1266,0.8696,0.8698,0.9722,1.5711,0.5607,0.3816,BRCACancer
B07,3.0756,1.0043,0.4318,1.4779,1.2557,1.4398,2.4822,0.8983,0.735,BRCACancer
B08,3.0811,0.7748,0.3083,1.2208,1.2155,1.2348,2.0107,0.778,0.5562,Control
B09,2.4618,0.3019,0.2388,1.2592,0.7684,1.42,1.4612,0.9394,0.8823,Control
B10,3.3869,0.5803,0.2655,0.988,0.8506,1.2259,2.6888,0.5713,0.6724,Control
B11,2.186,0.6707,0.1709,1.1665,1.0508,1.3433,2.2612,0.5788,0.6489,Control
B12,1.6624,0.1609,0.1779,0.7097,0.3783,1.2857,0.5672,0.5538,0.7306,Control
C01,3.2412,0.8839,0.4281,1.0555,1.2677,1.5436,1.8143,0.7801,0.8975,BRCACancer
C02,3.3812,0.9332,0.426,1.2068,1.4237,1.2473,2.299,0.775,0.5396,BRCACancer
C03,3.6691,1.1123,0.6258,1.2589,1.4707,1.5083,2.356,0.7373,0.7399,BRCACancer
C04,2.7825,0.5197,0.2512,0.6276,1.0414,1.0889,1.2065,0.5761,0.4482,Control
C05,3.4718,0.4566,0.2506,0.7435,0.828,1.0149,1.6623,0.7113,0.3853,BRCACancer
C06,1.0801,-0.0671,-0.0378,0.3551,0.3987,0.5342,0.5822,0.3461,0.1499,Control
C07,3.6259,0.7299,0.2545,0.9501,1.0612,1.1525,2.1494,0.6166,0.3034,Control
C08,3.3609,0.747,0.3765,0.9944,1.3198,1.3209,2.1155,0.6208,0.4377,Control
C09,3.3721,0.6612,0.2909,0.8851,0.9168,1.17,2.2654,0.7299,0.344,Control
C10,3.5526,0.7982,0.378,0.98,1.0209,1.0482,2.4041,0.5511,0.3464,BRCACancer
C11,3.4649,0.6789,0.4007,1.0505,1.2878,1.3615,2.3809,0.7523,0.4974,Control
C12,2.8118,0.2846,0.1419,0.5561,0.8974,0.9045,1.3381,0.6264,0.3266,BRCACancer
D01,1.6338,0.3369,0.2899,0.9294,0.9803,1.4633,0.8841,0.646,1.0532,BRCACancer
D02,3.1141,0.5444,0.2533,0.8452,1.1857,1.3231,1.7762,0.6243,0.4428,BRCACancer
D03,3.1195,0.4401,0.2875,0.8212,0.9764,1.1635,1.6599,0.569,0.4215,BRCACancer
D04,2.6056,0.6352,0.2588,0.9547,1.1488,1.2884,1.1941,0.6629,0.5004,BRCACancer
D05,3.653,0.8331,0.2896,1.0655,1.0385,1.1492,2.2901,0.6332,0.5279,BRCACancer
D06,3.3181,0.8262,0.3799,1.0177,1.5019,1.3435,2.0993,0.7023,0.5162,BRCACancer
D07,4.2581,0.7728,0.3698,1.1382,1.2677,1.2675,2.3793,0.7239,0.4371,Control
D08,3.1491,0.3837,0.2762,0.7689,0.9739,0.9839,1.5253,0.5377,0.3093,Control
D09,2.4256,0.6881,0.3251,1.0243,1.1825,1.1948,1.6913,0.579,0.4228,Control
D10,2.6625,0.6663,0.2132,1.0767,1.3229,1.1877,2.5265,0.6071,0.3931,Control
D11,1.3439,-0.0214,0.1312,0.3077,0.6997,0.7755,0.6896,0.4087,0.1998,Control
D12,2.5158,0.3133,0.0714,0.8558,1.0609,1.0953,1.3653,0.6456,0.3528,Control
E01,3.3984,0.5059,0.1806,1.0383,0.9502,1.0924,2.0306,0.6633,0.3039,BRCACancer
E02,3.4862,0.8616,0.3763,1.2084,1.1903,1.3505,2.4578,0.6665,0.3688,Control
E03,3.5895,0.7884,0.3139,1.0357,1.3131,1.3706,2.1263,0.6848,0.4148,Control
E04,3.0583,0.89,0.4572,1.2318,1.3314,1.2958,2.1839,0.7672,0.4645,Control
E05,2.8226,0.7022,0.2798,0.9923,1.1818,1.149,2.1063,0.6018,0.2615,Control
E06,2.3308,0.4358,0.2679,0.7619,0.7852,1.0223,1.7713,0.4616,0.3955,BRCACancer
E07,2.8233,0.6208,0.3044,1.2172,1.2078,1.2683,1.9329,0.8527,0.4821,BRCACancer
E08,3.2955,0.7973,0.3267,1.0675,1.2488,1.2895,2.1071,0.7624,0.5058,Control
E09,3.1316,0.6443,0.2149,1.1707,1.1651,1.2887,2.6019,0.6565,0.4263,BRCACancer
E10,3.1627,0.9334,0.3724,1.265,1.1664,1.4734,2.2273,0.6654,0.6185,BRCACancer
E11,3.3942,0.5976,0.2183,0.9453,0.948,1.0671,2.1704,0.5738,0.295,Control
E12,4.1491,0.3071,0.0726,1.0019,0.8238,0.878,2.4209,0.5911,0.2189,BRCACancer
F01,2.2772,0.9191,0.4108,1.0733,1.6008,1.5042,1.2544,0.8242,0.667,Control
F02,2.9445,0.9783,0.5051,1.1789,1.5386,1.3825,1.7963,0.676,0.6014,Control
F03,3.5314,0.8676,0.4182,0.9223,1.4296,1.203,2.1475,0.6879,0.3678,Control
F04,3.0208,0.576,0.3398,0.9299,1.4114,1.4245,1.7822,0.8793,0.7794,Control
F05,3.012,0.8307,0.3892,1.1561,1.5403,1.2224,2.1805,0.8983,0.4762,Control
F06,2.6714,0.6988,0.2628,1.1764,1.0452,1.0151,2.0481,0.5449,0.3596,Control
F07,2.8735,0.7495,0.3892,0.9713,1.4682,1.4566,1.7568,0.7145,0.7452,Control
F09,2.7149,1.1215,0.4746,1.3774,1.818,1.3906,1.7676,1.0197,0.6382,Control
F10,3.1343,1.0092,0.5102,1.2637,1.4316,1.4589,2.1927,0.7904,0.6714,Control
F11,3.5268,0.7389,0.3672,1.0485,1.2331,1.2694,1.9975,0.6781,0.4029,Control
F12,3.0056,0.6999,0.363,1.1874,1.1993,1.3727,2.3417,0.7097,0.8656,Control
G01,2.4328,0.6673,0.368,0.9061,1.1697,1.3309,1.4681,0.5433,0.5387,Control
G02,3.0366,0.3922,0.2146,1.0627,1.2662,1.0978,1.4902,0.6649,0.4494,Control
G03,2.9336,0.9716,0.4551,1.175,1.5556,1.3824,1.9097,0.7679,0.5576,Control
G04,3.0462,1.0286,0.4078,1.1531,1.3823,1.2765,1.5383,0.7324,0.5433,BRCACancer
G05,2.2463,0.3025,0.1148,0.7547,0.9216,1.0448,1.297,0.6731,0.4823,BRCACancer
G06,2.8394,0.86,0.3487,1.1494,0.9799,1.2456,1.9125,0.5616,0.4888,BRCACancer
G07,2.9124,0.531,0.2649,0.7626,1.4038,1.1834,1.3567,0.7913,0.3662,Control
G08,3.0255,0.7787,0.3761,1.154,1.4363,1.371,1.874,0.6618,0.6397,Control
G09,2.7394,0.3243,0.1936,1.1242,1.006,1.1469,1.9458,0.6556,0.4405,Control
G10,3.4047,0.4685,0.2022,0.8353,0.8653,1.1103,2.6359,0.6768,0.3396,BRCACancer
G11,2.439,-0.0405,-0.0163,0.607,0.8783,0.8313,1.4055,0.5958,0.3077,BRCACancer
G12,2.9448,0.5389,0.2871,1.0281,0.9931,1.2607,1.6819,0.5156,0.4968,BRCACancer
H01,3.0909,0.4456,0.1784,0.7799,1.1114,1.1227,1.5221,0.5925,0.3269,Control
H02,3.2598,0.4642,0.2358,0.8484,1.3244,1.2111,1.6838,0.6344,0.3,Control
H03,3.0035,0.372,0.1906,0.7378,1.1858,1.0907,1.831,0.7811,0.4046,Control
H04,3.2771,0.7451,0.3073,1.0711,1.6308,1.3597,1.9089,0.9505,0.6483,Control
H06,2.961,0.5241,0.2251,0.8515,1.1358,1.3155,1.7058,0.8038,0.5423,Control
H07,2.757,0.5047,0.3193,0.8294,1.299,1.2099,1.3234,1.0206,0.5207,BRCACancer
H08,3.3593,0.2874,0.1791,1.1791,0.8589,1.1873,1.7496,0.7555,0.4456,BRCACancer
H09,2.5328,0.0184,0.2401,0.6343,0.5104,1.0587,1.0278,0.666,0.4764,BRCACancer
H10,1.7692,0.3684,0.2429,0.7444,0.8904,1.1599,1.1591,0.6287,0.5274,BRCACancer
H11,3.0929,0.6541,0.3867,1.0868,0.9675,0.9598,2.0697,0.5537,0.34,BRCACancer
H12,3.5512,0.8248,0.417,1.1929,1.3276,1.3754,2.4718,0.6199,0.4908,BRCACancer
I01,3.5468,0.8367,0.4246,1.3232,0.865,1.5051,2.6665,0.8059,0.6447,Control
I02,2.2293,0.3608,0.2454,0.7886,0.7497,1.144,1.3152,0.503,0.5293,Control
I03,3.1551,0.4091,0.1857,0.5891,0.779,0.9464,1.703,0.5073,0.1955,Control
I04,3.4626,0.8809,0.4111,1.1467,1.4078,1.2589,1.7777,0.7701,0.469,Control
I05,3.0087,0.7703,0.3265,0.9037,1.2836,1.1821,1.5567,0.6548,0.4026,Control
I06,3.8259,0.731,0.3946,0.9716,1.2387,1.2519,2.0203,0.7569,0.3715,Control
I07,2.8578,0.929,0.5054,1.2462,1.273,1.539,1.9815,0.7172,0.7691,Control
I08,3.1597,0.9949,0.3986,1.2857,1.3201,1.2441,2.3174,0.6774,0.532,Control
I09,2.7394,0.4561,0.2321,0.8418,1.1858,1.1139,1.5394,0.6508,0.4578,Control
I10,2.843,0.8787,0.4042,1.1734,1.4992,1.3324,2.0642,0.7764,0.583,Control
I11,2.026,0.378,0.2237,0.6677,0.6206,0.7861,1.5926,0.4897,0.2458,Control
I12,2.6082,0.6481,0.2561,0.9334,1.2819,1.0864,1.7913,0.7024,0.4051,Control
I13,3.8334,0.8034,0.3457,0.968,1.5029,1.3318,2.0009,0.6771,0.4765,Control
J01,2.5836,0.4664,0.2102,0.9039,0.8844,1.1088,1.8386,0.6992,0.3545,Control
J02,2.5509,0.5248,0.2476,0.7811,1.1597,1.1512,1.3922,0.7459,0.4404,Control
J03,3.9225,1.0508,0.4512,1.3318,1.3801,1.3969,2.8461,0.7443,0.4569,Control
J04,3.3281,0.7143,0.3419,1.1024,1.3417,1.4794,2.0166,0.7863,0.6127,Control
J05,2.0348,0.3977,0.3786,0.7113,0.945,1.4833,0.9376,0.5711,0.8236,Control
J06,2.405,0.3431,0.4094,0.9613,1.0662,1.2766,1.5964,0.6532,0.6931,Control
J07,3.2645,1.0116,0.42,1.2788,1.5038,1.4014,2.1845,0.9479,0.662,Control
J08,3.0682,0.7302,0.3056,0.8682,1.2033,1.3653,1.8038,0.6226,0.6249,Control
J09,2.336,0.4227,0.1973,0.9658,1.0777,1.1458,1.3627,0.8421,0.5445,Control
J10,2.9757,0.6977,0.4089,1.2793,1.2908,1.6095,1.9641,0.9314,0.8789,Control
J11,3.3342,0.4833,0.3396,0.8562,1.2295,1.6299,1.7169,0.8617,0.7873,Control
J12,2.6335,0.3418,0.2159,0.9511,1.1312,1.197,1.7423,0.8267,0.5924,Control
K01,2.8266,0.9605,0.43,1.3292,1.3445,1.6457,2.0135,0.7022,0.8674,BRCACancer
K02,3.1902,0.9768,0.4295,1.2568,1.3957,1.5054,2.0275,0.6449,0.6947,BRCACancer
K03,2.5904,0.5411,0.326,0.9517,1.0532,1.2985,2.386,0.7496,0.5222,BRCACancer
K04,3.4581,0.8178,0.4103,1.0279,1.2964,1.5492,2.5033,0.8613,0.7043,BRCACancer
K05,2.7309,0.6219,0.3256,1.017,1.1084,1.4881,2.4777,0.7523,0.6685,Control
AA3226,2.488,0.6236,0.1939,1.1052,1.0991,1.423,1.4696,0.8332,0.5998,Control
AB3227,3.7456,0.8397,0.4327,1.0062,1.0925,1.3966,2.8124,0.6591,0.5872,Control
AC3228,2.3642,0.5674,0.3747,0.9492,1.3344,1.2887,1.4409,0.7792,0.4045,Control
AD3231,2.5829,0.9359,0.4001,0.6664,0.9061,1.545,1.5699,0.6399,0.9474,Control
AE1543,3.0219,0.5365,0.2468,0.9818,1.4566,1.2903,2.0247,0.8118,0.5739,Control
AF3229,2.5463,0.6415,0.1354,1.0692,0.7745,1.1627,1.6652,0.6122,0.5457,Control
AG3230,2.3617,0.6339,0.3101,0.6752,1.2388,1.4073,1.5344,0.6736,0.4409,Control
AH3232,2.8166,0.5362,0.2057,0.6939,0.8718,1.0832,1.7447,0.7518,0.3276,Control
AI3233,3.0536,1.0459,0.5025,0.9576,1.2885,1.3073,2.0676,0.9303,0.4443,Control
AJ3234,3.8987,0.9196,0.4703,0.98,0.9853,1.3841,2.473,0.7199,0.4522,Control
AK3235,3.3306,0.8643,0.4275,1.1296,1.2448,1.1568,2.3481,0.7265,0.4376,Control
AL3236,3.0656,0.7694,0.3629,0.761,1.1793,1.2268,1.5447,0.6816,0.3113,Control
AM3237,3.4321,0.9262,0.4185,1.2685,1.1896,1.3269,2.2834,0.807,0.7915,Control
AN757,2.9407,0.5735,0.3247,1.3832,1.4026,1.4866,1.6629,0.7333,0.4928,Control
C474,1.9245,0.3554,0.2126,1.1186,1.2387,1.266,1.2376,0.6616,0.5186,Control
D480,2.8997,0.5583,0.3048,0.9314,1.0811,1.2919,1.8257,0.4715,0.5213,Control
E519,2.6262,0.4413,0.3135,1.3927,1.2316,1.2272,1.7245,0.6165,0.7402,Control
F548,2.5478,0.3223,0.1287,1.0985,1.3273,0.7793,2.0026,0.5546,0.1685,Control
G660,3.0965,0.5484,0.2812,1.1611,0.6994,1.1819,2.1348,0.454,0.5023,Control
H663,2.2099,0.593,0.2407,1.0485,1.124,1.2861,1.6574,0.7726,0.462,Control
I782,3.0582,0.6075,0.3008,1.442,1.2928,1.2737,1.831,0.9133,0.4602,Control
J787,3.1052,0.6825,0.2763,1.3023,1.2317,1.6111,2.2543,0.7167,0.7608,Control
K1162,4.1103,1.1263,0.4846,0.988,1.3228,0.9386,3.1336,0.7381,0.4135,BRCACancer
L1176,2.5685,0.6465,0.3075,0.7048,0.71,1.5427,1.4602,0.6913,0.4933,BRCACancer
M1263,2.9314,0.742,0.3271,1.2408,1.783,1.2418,2.0115,1.0494,0.4916,BRCACancer
P1075,3.2265,0.3328,0.2503,1.0698,1.4069,1.2826,1.8475,0.8368,0.9664,BRCACancer
Q1080,3.235,0.2848,0.2174,1.2039,0.8189,1.297,1.8202,0.6283,0.5657,BRCACancer
R1104,2.1696,0.6452,0.3011,1.0101,1.1586,1.6598,1.509,0.9629,0.6512,BRCACancer
S1133,2.1627,0.364,0.1325,1.0565,1.1069,1.2141,1.284,0.7094,0.6328,BRCACancer
T1463,4.01,1.0833,0.5687,1.1492,1.0592,1.3845,2.3815,0.7572,0.7156,BRCACancer
U2017,3.1827,0.631,0.2868,0.686,1.0776,1.2682,1.8099,0.7261,0.5515,BRCACancer
V432,2.4981,0.2702,0.0759,0.5668,0.9271,1.1892,1.4531,0.3474,0.4914,BRCACancer
