@relation data

@attribute id string
@attribute 10219 numeric
@attribute 10225 numeric
@attribute 10288 numeric
@attribute 10666 numeric
@attribute 10859 numeric
@attribute 10870 numeric
@attribute 10990 numeric
@attribute 11006 numeric
@attribute 11024 numeric
@attribute 11025 numeric
@attribute 11126 numeric
@attribute 120425 numeric
@attribute 131450 numeric
@attribute 135250 numeric
@attribute 1525 numeric
@attribute 2213 numeric
@attribute 22914 numeric
@attribute 28908 numeric
@attribute 3105 numeric
@attribute 3106 numeric
@attribute 3107 numeric
@attribute 3133 numeric
@attribute 3134 numeric
@attribute 3135 numeric
@attribute 3383 numeric
@attribute 3384 numeric
@attribute 3385 numeric
@attribute 3386 numeric
@attribute 3676 numeric
@attribute 3683 numeric
@attribute 3688 numeric
@attribute 3689 numeric
@attribute 3695 numeric
@attribute 3805 numeric
@attribute 3812 numeric
@attribute 3824 numeric
@attribute 4277 numeric
@attribute 4345 numeric
@attribute 56253 numeric
@attribute 567 numeric
@attribute 5817 numeric
@attribute 5819 numeric
@attribute 6402 numeric
@attribute 6955 numeric
@attribute 6957 numeric
@attribute 718 numeric
@attribute 7305 numeric
@attribute 7412 numeric
@attribute 79465 numeric
@attribute 80328 numeric
@attribute 8174 numeric
@attribute 8519 numeric
@attribute 915 numeric
@attribute 916 numeric
@attribute 917 numeric
@attribute 919 numeric
@attribute 925 numeric
@attribute 926 numeric
@attribute 930 numeric
@attribute 947 numeric
@attribute 958 numeric
@attribute 959 numeric
@attribute 975 numeric
@attribute 999 numeric
@attribute Class {BRCA,Control}

@data
GSM480984,-0.0630971888,-0.1495981747,-0.0613403300,-0.0171257749,-0.0613177792,0.0653416110,-0.1187777021,0.0544893457,-0.0967118126,0.0881659725,0.1413634452,0.0200125958,-0.1158771455,-0.0925584040,0.1480082223,-0.1128402543,-0.0535336546,0.0238109802,1.6537600474,1.3405720888,2.1069503623,1.1231825212,0.2924461898,0.3239665159,-0.1035979016,0.0374044644,0.6199815604,-0.0845800299,-0.0461405370,-0.1629247241,0.1778868698,0.0159100612,0.2677830725,-0.1709275341,-0.0607703884,-0.1101566781,0.4590627637,-0.0822250086,-0.0927741950,1.7066748172,0.3120588039,0.0574635073,0.0217876301,-0.1095956348,-0.1305549891,0.8278927778,-0.0403560555,-0.0580768910,-0.0620411376,0.4413633247,0.0080617629,0.5409834104,-0.0947839043,-0.2453502594,0.0172649335,-0.1217983118,-0.0480929209,-0.1294551434,-0.0663593947,-0.1466915503,-0.0538285408,-0.1593005250,1.9410274476,1.3886794052,BRCA
GSM480985,-0.1136920620,-0.0961232428,-0.1536940629,-0.0836839851,-0.1688849557,0.2570980116,0.0022847530,0.0391070661,-0.1021974199,0.1933316690,0.0933633820,0.0231672721,-0.0938842996,-0.1277366974,0.3847776950,-0.0980658331,0.1197194079,0.1577928896,2.4575460184,2.4352716603,3.1083826223,1.8947312062,0.9323109125,0.4446605109,0.5833301749,0.0934262342,0.4192813296,-0.0914765051,0.0015946848,-0.1544825037,0.1802411383,0.4165791678,-0.0354555250,-0.1677823680,-0.0707471493,0.0011808020,0.9360170428,-0.0799789718,-0.1219237916,2.2545238521,0.2540088786,0.1497217030,0.0602316141,-0.1162348533,-0.1539827696,1.8315040226,-0.1356768269,-0.0668805957,-0.1320720119,1.0082425673,0.1844577724,2.1752673218,-0.0976470362,-0.1420515836,-0.0755412145,-0.1453095515,-0.0884987430,-0.1462289999,-0.0869951070,-0.1548175293,0.0384253590,-0.1639282239,2.6223033666,1.4782442701,BRCA
GSM480986,-0.0540674967,-0.1087392394,-0.1307171923,-0.0992400407,-0.1031842090,0.2081880370,-0.0134018991,0.0437780307,-0.1305893755,0.1271744452,-0.0351978503,0.0622087121,-0.0727458605,-0.0862688314,0.5198280193,-0.0504659953,0.0275756286,0.0915992342,2.0518530268,1.2703523437,2.4764992397,1.4104321598,0.3907815265,0.4288124712,0.0910193258,-0.0188112816,0.8200452162,-0.1097047580,0.0710682853,-0.0598317276,0.1151252413,0.2119055211,0.0656593170,-0.1811368391,-0.0240202736,-0.0314933395,0.5785904991,-0.0966636872,-0.0898493207,1.6450680888,0.2919620126,0.1392051461,0.0832920320,-0.0997965085,-0.1145835604,1.1685674731,-0.0621800834,-0.1428943199,-0.0639060729,1.0063296360,0.1407315514,1.5535266272,-0.1025164721,-0.1836532933,-0.0764585939,-0.1005907862,-0.0300618196,-0.0785622794,-0.1053522054,-0.0776330233,-0.0640416026,-0.1522055960,2.2950280980,1.5077302921,BRCA
GSM480987,-0.0287921668,-0.1124742911,-0.1548963664,-0.1249408344,-0.0656372818,0.1549106194,-0.0991016341,0.1180675156,-0.1218410604,0.0864198867,0.0485383799,-0.0515723742,-0.1132137928,-0.0180783679,-0.1502615787,-0.0054656485,-0.0909626355,-0.0757004709,1.5371368601,0.6320671228,1.8324638603,1.4748642164,0.0766551047,0.2709267356,0.0811703488,0.1063041779,0.8684053154,-0.1529673729,0.0973028606,-0.0277132272,0.0755187708,-0.1507511987,-0.1750797953,-0.1851898127,-0.0118740331,-0.0158892594,1.5594181287,-0.1034701987,-0.1041204647,1.7874305205,0.2272325474,0.0809503158,-0.0276685995,-0.1423497388,-0.1286077277,0.3775965802,0.0068698870,0.0192796569,-0.1509982795,0.5406175553,0.0776746747,1.6406622657,-0.0586565112,-0.1135724699,0.0434554065,-0.0885654808,-0.0132302226,-0.0993839056,-0.1145178413,-0.0833706268,0.0094975195,-0.1375176070,2.2694300339,0.2715312235,BRCA
GSM480988,-0.0208752264,-0.1669944913,-0.0946038656,0.0003868609,-0.1570588444,-0.0086648957,0.0591273364,-0.0090545955,-0.1113093745,0.0223932308,0.2443275359,-0.0311074641,-0.1027118992,-0.1191489320,0.1259148170,-0.0717158681,-0.0626841221,-0.0740411404,1.8993243343,1.3362236422,2.2586958013,1.0490108484,0.2393908122,0.3191216097,0.0125506422,0.0282862249,0.3909809184,-0.0621831186,-0.0622308738,-0.0952885697,0.1863922891,0.1527472083,0.0897573340,-0.1670038421,-0.0502397537,-0.0465752083,-0.2288546230,-0.0315641228,-0.0999688516,1.4467981017,0.1591009188,0.1457537254,0.0491378606,-0.0811823946,-0.1205688132,1.5271120535,-0.0573013577,-0.1002006726,-0.1005970779,0.6891021530,0.0258540309,1.4016105043,-0.1690102578,-0.0861505206,-0.0714377011,-0.0758738198,-0.1150906629,-0.0891134516,0.0090365910,-0.0214478538,-0.0275243978,-0.0947629332,2.0274857433,1.3151372973,BRCA
GSM480989,0.0041076755,-0.1543479184,-0.1323855330,-0.0111269366,-0.1332633008,0.3922061681,-0.0259014111,0.0486164202,-0.0386460042,0.0961905462,0.0172797470,-0.0179757294,-0.0649903287,-0.0867790860,0.0458777300,0.0028768714,0.0601247004,-0.0660845452,2.3293326482,1.6630823217,3.0372506777,1.7113409392,0.3886206459,0.4232647989,0.1448837195,0.1144658652,1.2562578982,-0.1078969799,-0.0301781461,-0.0876169978,0.1971728543,0.2589396170,0.0087692556,-0.1933943856,0.0210698834,-0.0271696066,1.1190277273,-0.0037668526,0.0828131801,1.4996691811,0.3311461127,0.2048680367,0.0852566429,-0.1242563192,-0.1198005188,1.7690416786,-0.1510295816,-0.0519749711,-0.0522948630,0.8711559873,-0.0140119313,1.7173576058,-0.1072041952,-0.2747554749,-0.0726881843,-0.1262440262,-0.1193337496,-0.0522587583,-0.0339797231,-0.0988664956,0.0307232283,-0.1816061430,2.6022959201,1.6750301521,BRCA
GSM480990,-0.0500488531,-0.0976472168,-0.1050688576,-0.1103891028,-0.0678496624,0.1692434503,-0.0752969791,0.0515474472,-0.1286710665,0.0880798517,0.0167472014,0.0302786489,-0.1193713441,0.1298528008,0.0950870547,-0.0370647031,-0.1018482266,-0.0646462349,2.1450957076,0.6589503208,1.9529268740,1.5506209451,0.2228912147,0.5529283491,0.0809441500,0.0807747776,1.1077937717,-0.1725832631,-0.0030183041,-0.0603801500,0.2156330049,0.0421455834,0.0730921239,-0.1573350882,0.0692344261,-0.1040510756,1.3459583853,-0.0437940776,-0.0279416939,1.0134730950,0.2485136800,0.1954480700,0.0295025672,-0.1065446070,-0.1599072747,1.3251033657,-0.0588782404,-0.0223002396,0.0297004106,0.6999574003,0.0983385976,0.4170393737,0.0162873660,-0.0756518555,-0.0923157431,0.0351502841,-0.0524672205,-0.0772161086,-0.0823874113,-0.0729616611,-0.0896845966,-0.1055990883,2.5189896225,1.5135529946,Control
GSM480991,-0.1896065435,-0.0829169633,-0.1412018267,-0.0822868111,-0.1254885283,0.2660780676,-0.0282512667,0.0988813714,-0.1103990236,0.1765805247,0.1155891132,0.1035464254,-0.1142625192,-0.0128772154,0.2575851033,-0.0302126615,0.0423795409,-0.1185876710,2.4425219173,1.6814781328,2.7070651850,1.8251722632,0.4402090488,0.4654662125,0.4397473894,0.0569011591,1.0823135640,-0.1810354589,-0.0114926056,-0.0431565059,0.1428165244,0.2775288068,0.1206107850,-0.1926721820,0.0261982086,-0.0208668880,0.6857734736,-0.1067037376,-0.0124381496,1.6864060450,0.2259082551,0.1881264911,0.0887812584,-0.1362817270,-0.1380241071,1.6375737222,-0.0449670081,-0.0388794719,-0.0778569280,1.1174520353,0.0651544957,1.5508916314,-0.0287864372,-0.1731978334,-0.0621004389,-0.0616410336,-0.0360897136,-0.0783442961,-0.1017688297,-0.0784483226,-0.0468050021,-0.1121194788,2.8027356268,1.6498906129,Control
GSM480992,-0.0958433427,-0.0630916055,-0.1008893218,-0.0572067397,-0.0747954448,0.2300415442,0.0099901227,0.0867466336,-0.0904462714,0.1791825715,0.1148813650,0.0230982366,-0.1664943739,-0.1197903341,0.2358127857,-0.0798499438,-0.0279400161,-0.0789544420,2.0768291049,0.8279471597,2.0167463620,1.5038647161,0.3282676265,0.3809352829,-0.0112701706,0.0283512898,0.9982920687,-0.1389540937,-0.0469060921,-0.0750062975,0.0501170250,0.2887557880,0.3144829865,-0.1654000706,-0.0251651127,-0.0550066709,0.1240078542,-0.0252710869,0.0482978231,0.8879585187,0.2857994941,0.2318742438,0.0538574363,-0.1215875586,-0.0995902242,1.4677773779,-0.0017623576,-0.0905293676,-0.0247177789,0.8688821793,0.1573493549,1.0788117092,-0.1138536607,-0.1843718206,-0.0304064613,-0.0767812506,-0.0394278675,-0.0389066301,-0.0275508091,-0.1603798569,-0.0313747032,-0.1507984696,3.0308103859,1.6639675334,Control
GSM480993,-0.1203036900,-0.0692497224,-0.1199984096,-0.0130218336,-0.0997794577,0.2637492607,-0.0373426731,0.0545610795,-0.1013690783,0.1550178952,0.0602832634,0.0426996444,-0.1144014074,-0.0380970418,0.2329758730,-0.0883154576,0.1119978719,0.0211376818,2.2138408538,1.6431057453,2.7194665273,1.5650096220,0.4914898902,0.5762706393,0.0740493629,0.0794099440,0.8226225577,-0.1116435379,-0.0107081314,-0.0977074247,0.0346996909,0.1604505838,0.0919554279,-0.1648529066,-0.0217197123,-0.0790436161,0.6547313299,-0.0412908785,-0.1116116052,1.7298643403,0.2867408966,0.2080406723,0.0428199144,-0.0916492745,-0.1186775381,1.6169113333,-0.0374159531,-0.0898974359,-0.0637510794,1.1396450600,0.0862863856,1.9642353400,-0.0829404122,-0.1479692379,-0.1244298857,-0.0306474256,-0.0681744929,-0.0773493846,-0.1360782200,-0.1101572819,0.0125217407,-0.1587878019,2.7095573025,1.5387369182,Control
