@relation data

@attribute 5436 numeric
@attribute 5437 numeric
@attribute 5435 numeric
@attribute 55746 numeric
@attribute 23511 numeric
@attribute 5438 numeric
@attribute 5439 numeric
@attribute 6874 numeric
@attribute 6872 numeric
@attribute 23279 numeric
@attribute 79902 numeric
@attribute 4927 numeric
@attribute 4928 numeric
@attribute 53371 numeric
@attribute 11097 numeric
@attribute 2957 numeric
@attribute 5440 numeric
@attribute 2959 numeric
@attribute 2958 numeric
@attribute 5441 numeric
@attribute 8021 numeric
@attribute 4686 numeric
@attribute 6882 numeric
@attribute 8732 numeric
@attribute 6883 numeric
@attribute 6884 numeric
@attribute 8731 numeric
@attribute 6880 numeric
@attribute 6881 numeric
@attribute 9150 numeric
@attribute 7175 numeric
@attribute 6875 numeric
@attribute 7936 numeric
@attribute 6878 numeric
@attribute 6877 numeric
@attribute 23636 numeric
@attribute 7518 numeric
@attribute 920 numeric
@attribute 79023 numeric
@attribute 7514 numeric
@attribute 51497 numeric
@attribute 2071 numeric
@attribute 9883 numeric
@attribute 2068 numeric
@attribute 7520 numeric
@attribute 6749 numeric
@attribute 9631 numeric
@attribute 2966 numeric
@attribute 2965 numeric
@attribute 2963 numeric
@attribute 2962 numeric
@attribute 2961 numeric
@attribute 22916 numeric
@attribute 2960 numeric
@attribute 5431 numeric
@attribute 5430 numeric
@attribute 5433 numeric
@attribute 129401 numeric
@attribute 5432 numeric
@attribute 2968 numeric
@attribute 2967 numeric
@attribute 8178 numeric
@attribute 6829 numeric
@attribute 25920 numeric
@attribute 5478 numeric
@attribute 6827 numeric
@attribute 11198 numeric
@attribute 7852 numeric
@attribute 9972 numeric
@attribute 6921 numeric
@attribute 6924 numeric
@attribute 6923 numeric
@attribute 23225 numeric
@attribute 9818 numeric
@attribute 57122 numeric
@attribute 23165 numeric
@attribute 1234 numeric
@attribute 9688 numeric
@attribute 10762 numeric
@attribute 4331 numeric
@attribute 1025 numeric
@attribute 8815 numeric
@attribute 348995 numeric
@attribute 7469 numeric
@attribute 6908 numeric
@attribute 8480 numeric
@attribute 5905 numeric
@attribute 3159 numeric
@attribute 8086 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 3981 numeric
@attribute 5903 numeric
@attribute 1022 numeric
@attribute 2237 numeric
@attribute 11168 numeric
@attribute 6917 numeric
@attribute 3978 numeric
@attribute 904 numeric
@attribute 2547 numeric
@attribute 81929 numeric
@attribute 902 numeric
@attribute Class {Control,BRCA}

@data
11.06244102,10.33896506,12.07353083,10.70099474,8.948514067,11.03306523,7.484019523,9.687087433,8.164904587,9.944646595,10.73828676,10.65747949,6.766641794,8.4982454305,9.6648727675,6.19672199167,6.365977347,10.27876338,10.74598122,9.950818724,10.56852647,8.059859689,6.021097265,9.43438904,9.785191339,7.3903396625,10.14362273,6.350618223,10.89144978,7.07162794567,10.73458709,5.911039136,8.551430581,7.834513538,7.971286497,9.4780677085,5.081735071,7.587142037,10.87230572,11.18170219,10.76402632,10.0776573,9.1153257685,8.220113618,9.908633222,8.188701494,7.400200831,5.474931823,6.107234293,10.64948099,10.15511583,11.58443655,7.88145338567,8.647639314,9.502643438,11.4871292,9.588630847,7.2678836785,9.734545643,10.43957668,8.439499644,8.691587488,10.94111386,8.71481121475,7.340653781,10.68956587,11.66916423,8.430868108,9.744439113,10.4289609365,8.711943205,10.7153314145,6.645049976,6.03436478667,9.872136606,10.53897001,5.0969811815,10.32181006,6.28022878033,6.69676284,10.30035288,10.1769854865,8.3668938445,7.416293235,9.808393548,7.571167906,10.70560671,6.22128216925,7.158562039,10.31245505,10.0236002615,5.79541874633,5.945099216,9.361681261,8.6356430945,7.1936943155,7.69516215867,8.306085763,8.433503159,11.102244477,8.61174871767,8.45525079,Control
11.20928598,11.03103278,12.14356347,10.79163118,9.07757757,11.31379869,6.750074255,9.75485875,9.135722787,10.06496539,10.96132689,9.904401726,6.824600342,8.242744387,9.4416045875,6.546755609,6.504704302,10.07359638,10.36236061,8.536044277,10.58008449,8.25492364,5.428620839,9.832676886,8.631014334,7.7342694025,10.66444309,5.5164426775,11.18055585,7.14929121367,10.82235197,5.99820185,8.601288997,7.4807953015,8.225979952,9.602807458,4.759304314,7.564704211,10.78405837,11.36961249,10.981471505,10.50841903,9.331495089,8.497094498,9.347167964,7.769806651,7.6631158415,5.210049084,6.586162299,10.72254311,10.98225228,11.41027128,7.51004890567,8.485226676,9.076489033,11.94573106,9.975440003,7.1869489675,9.498501844,9.94572954,8.965352223,8.949243917,11.76903417,8.54949965075,6.648325671,10.52231943,12.03723816,7.282603072,9.026662535,10.312101354,8.029730494,10.392543967,7.623298306,5.56283592867,10.16400217,10.4051391,5.199818081,10.48239483,6.28489948567,7.086882265,10.56172258,9.7768108235,8.921735544,7.799979524,10.0579109,7.305644941,10.62072869,6.55093580175,6.991610063,9.706824548,9.670697232,5.73390055067,5.044843524,9.155780297,8.8318933355,6.870012812,7.36046158267,9.214775128,9.433126963,10.979063953,7.884970577,7.832012647,BRCA
11.27344029,11.02625388,12.38193096,10.97348951,9.349613594,11.43055462,6.90941648,10.16084871,8.307388572,10.10125057,10.8492802,10.74842792,6.87867607,8.419646614,9.7955411235,6.85562510067,6.401780305,10.18842847,10.38640712,8.618450775,10.85124954,8.146621018,6.095402957,9.247619677,9.210172782,7.1818242975,10.67109897,6.070670496,11.29154789,7.175120268,10.77184043,5.458620899,8.859830691,7.773135859,7.588473151,9.9134145385,4.707652488,7.27775495,11.02156667,11.3442156,11.4799612,10.71269919,9.184940914,8.892012333,10.39899511,8.791424313,7.834746884,5.664561948,6.582656103,11.17512864,11.02694718,11.23391938,7.94825784867,8.561241279,9.480992671,11.65775177,9.936402792,7.5858335005,9.55547611,10.27514127,8.580466923,8.748277668,11.62135377,8.83819816225,7.649240232,10.91737229,12.09587508,8.62440485833,9.755547386,10.168662834,8.294288896,10.539595686,7.919118257,5.945402415,10.14873431,10.93899899,5.2580703925,10.63133194,6.48209168833,6.839081327,10.31397736,10.584815644,9.1231107235,7.395536545,10.09283678,7.90182937733,11.18028854,6.56381717275,7.628593402,10.34072947,10.317806515,6.067924063,5.90202005,9.394656215,9.620597091,6.9074574945,7.362647587,9.862320087,8.897861429,11.344617395,8.57418991167,7.667131787,BRCA
11.08706186,11.73846187,12.34948589,10.74842792,9.614162807,11.62261253,7.827852559,9.991097026,7.892431063,9.560920839,10.67254493,10.67862239,6.97341843633,8.422447157,8.725553334,7.05714631167,6.648325671,9.386358915,9.683346055,8.674016666,10.75691093,8.803470139,5.504788206,9.96450012,8.173203811,6.6136457995,10.92486095,5.5449805545,11.70539708,7.27769495633,10.82887651,5.540408023,9.18800839,7.639337982,7.816841466,9.7641065265,4.59311789,7.757275197,10.77639419,11.04568478,11.162653415,10.43052602,9.5489799265,8.85164062,9.101877951,8.93233371,7.5634028845,6.002540089,6.970019164,10.8849167,11.21644291,11.44938612,7.58612819967,8.088365735,8.607368346,11.94385185,9.42569906,6.0686045945,9.5760667495,10.44466839,7.704562712,8.908123216,11.83833739,8.54354174375,6.934991518,10.6002268,11.91142767,7.01915103033,8.789559014,10.050980994,8.539198683,10.7255934155,8.215849806,5.71183285833,10.51689201,10.4760984,4.8089754805,10.62174996,6.13564318433,7.265055029,10.11489441,9.7730367005,8.954544083,8.236482005,9.728779829,7.11799945933,11.51729675,6.3860322555,7.810926842,9.043848309,9.690091307,5.688306841,5.082373945,9.99050151,9.0906394765,6.7982293745,6.74089657333,9.825110289,9.092513451,11.217717136,7.144783444,7.517316273,Control
11.3442156,10.79386361,12.13760287,10.51270618,8.571526197,11.5269639,6.693630261,9.595509779,9.091903594,9.716228343,10.55491043,10.38135939,6.60734282267,8.644246817,9.273737981,6.393300929,6.908516092,9.659657526,10.39839664,7.919118257,10.44585319,8.173353743,5.757564188,9.474446754,8.913428843,6.9668096915,10.71405897,6.3218157935,11.62333067,7.32058660367,10.12116474,5.931866956,8.729783122,8.0452593375,7.773437814,9.8283234625,4.583830504,7.922110302,10.58989012,11.24345683,11.113912375,9.889641277,8.7499691525,8.312657375,10.37139037,8.444405271,7.9042128665,5.206341637,7.045217151,11.02198648,11.01557728,11.1371034,7.93509094333,8.460968914,9.566592153,11.82274022,9.787507202,7.5611171875,9.5036457565,9.47543003,8.732388881,9.057451034,11.44205205,8.9363143475,7.31944887,11.07640162,11.71011775,8.171365118,9.278322331,10.4151315645,8.305675466,10.3104713005,7.766050346,5.86548072367,9.863230401,10.45025788,5.122460336,10.26227726,6.61995662867,6.867961695,10.36619136,10.6883639485,8.713297444,7.400753782,9.633676921,7.382879181,10.86373739,6.674462318,7.41187347,10.46214465,10.472084425,5.96365757867,6.183690582,9.627078354,9.329909791,6.8013036125,7.74437634867,8.767556421,9.376755481,11.22178646,8.52278816767,8.195898639,BRCA
10.31037169,9.875964751,10.92233559,11.02951865,8.935534242,9.599160216,6.361510132,9.783674007,8.460644928,10.68029603,10.93414071,10.79163118,7.501134809,9.349364842,9.6473876935,6.12875716333,5.738505243,9.681765982,9.709023968,7.686957644,10.38522909,8.315298042,5.868397398,9.407990591,8.850359642,7.645528089,10.30357275,6.2796543925,10.35756331,7.207519942,10.79624673,6.364489812,8.627160965,7.6045245685,7.327600078,9.647092859,4.83277771,7.239410274,10.38787223,11.78440594,11.29505313,10.75975321,9.0253311545,8.645353223,10.79813582,8.557780662,7.9929258645,5.527329405,6.922969386,10.94132297,10.5362572,11.27072181,8.084937371,7.788752789,10.07813116,11.63953303,10.20626383,8.0406116585,9.9366689445,9.72642302,8.769772669,9.741758161,10.73293927,9.0391301595,7.950324238,10.71201129,11.93079102,8.540582058,10.41359385,9.588315391,8.740220206,9.581731624,7.441390364,6.181169694,10.58354379,10.89604874,5.7395753315,11.03904603,6.74734580867,6.499332184,10.67791364,9.6624061835,8.490716209,7.048816858,9.121838552,7.42526526267,11.45168263,6.30019221625,6.875169162,11.35299256,10.116185412,5.914014792,6.835359227,9.01498366,9.476334725,7.0610143795,8.590482648,9.430484502,8.602996767,11.53243099,9.264684213,8.0884774495,BRCA
10.67974863,11.62683849,12.15346979,10.09962433,9.235907197,11.33246195,6.933398915,9.802294663,8.2889014185,10.5411695,10.12172813,10.10297665,6.583680554,7.9662791415,7.963427229,6.77246409467,6.973327498,8.997272028,9.240762195,8.661565351,10.19220376,9.040817876,6.035630095,10.36385855,8.121094588,8.751271778,10.55438287,5.775584767,11.63838852,6.984358523,10.55979796,6.512547399,9.768523916,7.182653392,6.78836312,9.597454927,4.202973577,7.114005486,10.55491043,10.95483991,10.41509076,10.0173308,10.0248169055,8.838495753,8.744658219,8.369075052,8.244454268,6.082580853,6.719438847,10.21664921,10.47933595,11.2607492,7.31864934033,8.020564879,7.728874776,11.94707994,8.931979298,6.0253561645,9.310331427,9.822443813,8.357575234,9.0923747,11.538548,8.4061443345,6.757593772,10.00748325,11.45963412,7.443708709,8.090034492,9.6829248285,8.772975245,10.68291734,7.649114461,5.96643391133,10.09372163,10.09113158,5.269756538,10.74125232,6.971693019,5.895672973,9.739662964,8.8883560625,9.0898110315,8.210952703,9.568545732,6.680431951,11.4461297,6.2255400635,7.580354917,9.805502513,9.4176405165,6.09141939833,5.28356184,9.547121611,8.2961196055,6.699965616,7.92873725133,8.95908991,10.2758862,10.8579926505,7.412940477,7.0980443305,BRCA
11.18055585,11.02111204,12.42339047,10.71490255,8.527976511,11.33541843,5.975453214,10.18512356,7.303212255,10.05901354,10.87818911,10.71990666,6.84616120133,8.654195741,10.2476641185,5.942053216,7.098982487,10.31245505,10.89094843,8.961436038,10.23748518,8.714478327,5.884604788,9.339995336,10.02000108,7.054603226,10.22471354,6.626526383,11.14770754,7.330917413,10.63068602,5.265109838,8.793457915,7.53936133,7.705565218,9.7110048545,4.846005888,7.840024324,11.19977372,10.88698849,10.834701835,10.17798975,8.5971275445,7.900747773,10.28617686,8.226413547,7.847019682,5.520745364,6.479895483,11.07640162,10.18342483,11.43055462,8.28694858433,8.703844,9.579754867,11.36417449,9.659501442,8.0799720185,9.9425822725,9.751904322,8.78938784,9.038034948,10.35421112,8.39148310675,7.417897071,11.09785784,11.51973221,9.188979403,9.660094472,10.350985893,8.573761846,10.9364970335,7.04734514,5.60097907267,10.10831572,10.49296002,5.094001894,10.09936791,6.54759325767,6.573196985,10.24684186,10.4853944925,8.391776024,7.431291005,10.09936791,7.88850129767,10.59585913,6.1147661175,6.930592839,10.51975691,10.3406692055,5.72950169833,5.455829609,9.825825817,8.609435701,7.1287178665,8.33785800367,9.111501597,7.901456932,11.191873825,8.57418226267,8.2150115435,Control
11.62550351,11.34089896,12.19349773,11.14957584,8.757432619,11.31701417,6.260971855,9.845200356,8.2507507325,9.760949066,10.81621191,10.92822987,6.846979965,9.104528772,9.6269068455,6.17643489533,6.517673816,10.03037096,10.61564829,8.771812245,10.45696041,8.472326439,6.153507065,9.206233641,9.368168734,6.561836431,10.26119615,6.85104186,10.8507848,7.209285101,10.65349026,6.522546714,8.608754849,7.940330264,7.581748786,10.2074034015,4.854508448,7.470071357,11.04774441,11.39833769,11.46096842,10.24019539,8.651042911,8.755431019,10.4297627,8.725588759,7.605598727,5.082799703,7.1126508515,11.32848436,10.89238744,11.12137181,8.102910264,8.446185008,9.777995431,11.48468963,9.969027107,8.1950312805,9.5458512545,9.751444107,8.620110863,9.048433146,11.14107911,8.71152100125,7.944069439,11.08076443,11.99166543,8.49157371467,9.775001605,10.3065809345,8.368507689,10.318720793,7.909294774,6.13996439133,10.40557791,10.94214079,5.5815958645,10.39839664,6.375129507,7.327824597,10.28488803,10.6850101165,8.726991346,7.772382418,10.068557,7.356748726,11.09993968,6.59270803075,7.685311433,10.97507253,11.02304684,5.85664665967,6.048874401,10.15470456,9.642109982,6.960321426,7.93997874133,9.394248914,8.77081346,11.506838215,8.92060182067,8.2231503775,BRCA
11.31223081,11.14633337,12.31595909,10.73828676,8.968033945,11.64258438,6.154418781,9.518988037,8.961559041,9.226822258,10.59585913,10.43232295,6.389484251,8.7062533825,9.087620074,6.51099236,6.645878602,10.04541878,10.38034502,9.146391192,10.56852647,8.368136601,5.416004724,9.584498023,8.918297617,7.3391111975,10.51229137,6.237159834,11.22892405,7.13411305333,10.50407936,6.22371757,8.919117419,7.952250149,7.564418422,9.5666536195,5.203799462,6.98547517,10.64603237,10.84633682,11.153986715,10.10676612,9.284031921,8.379801934,9.741079768,8.733287497,7.505618187,5.287630431,7.07342704,10.59878323,10.67333141,11.20148395,7.503244585,8.132128405,8.832954179,12.0199261,9.532570767,7.0389208815,9.4451757265,10.12301596,8.305344864,8.699295794,11.61281105,8.611721355,7.103736613,10.88991099,11.83281498,7.70676359567,8.632641862,10.0572264215,8.208735647,10.3885563575,8.020912072,6.20494726733,9.923803275,10.5220521,5.494948245,10.25455658,6.488023506,6.996504912,10.52792683,10.09158393,8.9027815345,7.845993534,9.813452991,7.65162541167,10.93590557,6.39620049775,7.582877963,9.562147541,10.41180642,5.67038463533,6.021041727,9.154553037,8.75940589,6.6625938955,7.448378636,9.143141549,9.602588049,11.385444715,7.88713234333,8.1149854775,BRCA
