@relation data

@attribute id string
@attribute 5905 numeric
@attribute 56992 numeric
@attribute 4926 numeric
@attribute 3837 numeric
@attribute 3838 numeric
@attribute 22974 numeric
@attribute 5901 numeric
@attribute 5902 numeric
@attribute 6790 numeric
@attribute Class {Control,BRCACancer}

@data
A01,0.8773,0.0247,1.3021,2.2726,1.1475,0.1947,1.2425,0.2624,0.2344,Control
A02,0.6567,0.019,0.9903,2.2783,1.0718,0.0548,0.8958,0.2069,0.0367,Control
A03,0.8166,0.1191,1.1065,2.3035,1.3379,0.4219,1.1232,0.243,0.2944,Control
A04,0.6671,-0.0097,1.0519,2.1358,0.9775,0.0093,0.9211,0.259,-0.0249,Control
A05,0.8049,0.0501,1.1156,2.2236,1.1751,0.171,1.0591,0.2691,0.1923,Control
A06,0.6937,0.0178,1.1337,2.174,1.2768,0.1267,0.9866,0.1272,0.1463,Control
A07,0.7555,0.0621,1.1517,2.2349,1.1642,0.1742,0.9684,0.1912,0.1339,Control
A08,0.7551,-0.0033,1.1081,2.1647,0.9576,0.0821,0.8971,0.1709,0.1505,Control
A09,0.6908,-0.0131,1.0889,2.3078,1.0421,0.1288,0.9737,0.1659,0.1428,Control
A10,0.7391,0.0508,1.0728,2.2271,1.0818,0.0636,0.7854,0.1842,0.1843,Control
A11,0.7028,-0.077,0.9911,2.0994,1.1729,0.1267,0.9034,0.1298,0.2116,Control
A12,0.3972,-0.0221,0.6862,1.6382,0.6609,0.0263,0.6147,-0.0978,0.0966,Control
B01,0.56,-0.0175,1.0832,2.1207,0.8117,0.0954,1.132,0.14,0.0927,Control
B02,0.8331,0.0063,1.1983,2.2946,1.1244,0.1139,1.0543,0.3068,0.1462,Control
B03,0.7115,-0.0465,1.1218,2.1931,0.9939,0.096,1.1896,0.1221,0.0905,BRCACancer
B04,0.6553,-0.0129,1.0126,2.02,0.892,0.1079,0.5802,0.0494,0.0591,BRCACancer
B05,0.6004,-0.0123,0.9385,2.1633,1.0106,0.1396,0.8653,0.1916,-0.0247,BRCACancer
